node,lap_barcode_0.15,lap_lamda_0.15,lap_sum_0.15,lap_sum_norm_0.15,lap_barcode_0.4,lap_lamda_0.4,lap_sum_0.4,lap_sum_norm_0.4,lap_barcode_0.7,lap_lamda_0.7,lap_sum_0.7,lap_sum_norm_0.7,lap_barcode_0.9,lap_lamda_0.9,lap_sum_0.9,lap_sum_norm_0.9
CHAT,1.7320508075688772,24.458146675348846,24.519399233930628,0.6882649483743396,1.7320508075688772,7.922054117347912,8.109188704068305,0.5144590000956815,1.0,3.53478286393846,3.673511929365819,0.6509314516353785,0.0,0.0,0.0,0.0
CALHM1,1.0,3.9161562966669217,4.041816440651899,0.219149249726922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPVC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100270679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC728061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGC34800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKACG,6.6332495807108,57.25912349320641,57.642061233185125,2.0,6.6332495807108,31.27013277265289,31.965938178306928,2.0,1.4142135623730951,7.498352329000849,7.630549629602867,1.0921552563203436,1.0,4.208570993174692,4.325744999949882,0.9945341466552856
GGNBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100127904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEPREL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR32,1.0,1.942432065702628,2.184729349340503,0.1846792105339807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR51A7,1.0,3.8489144485475824,3.9766999424445313,0.2179749067747929,1.0,3.6381794142104935,3.7731087249090782,0.2671024572757445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMTN,1.0,3.917264001163452,4.0428897158852966,0.2191685951941411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKSG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRSS56,1.0,6.597071701805259,6.672432467905519,0.2659700049460692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF479,1.0,2.178430166042843,2.396989359243267,0.1888007912698125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLRAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP3A4,4.0,20.776434768595088,21.15798293065024,0.9658720221716036,1.7320508075688772,9.378901372948016,9.537493956144148,0.5610480973084115,1.4142135623730951,8.642928339595366,8.757865623733943,1.170736978350836,1.4142135623730951,6.2488154322024245,6.406847454538867,1.4359241861175267
CXCL17,1.4142135623730951,7.008004174079405,7.149274264141386,0.3355917650923393,1.0,3.0296710209377395,3.190439859190253,0.2476427255983362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C20orf118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC170425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSORS1C1,1.0,1.97047493659662,2.2096994084615798,0.1851689642916909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100128386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPLX3,4.358898943540674,20.54626392529718,21.00354639788167,1.0159582628839332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPRR3,2.23606797749979,12.884606855384922,13.077197475676204,0.5621227061072028,1.4142135623730951,5.264693793392627,5.451330180624437,0.3815624509113663,1.0,3.874915467608152,4.0018707976531305,0.6742835099239286,0.0,0.0,0.0,0.0
CCDC87,1.0,1.946845431662057,2.188654183461476,0.1847562876125348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR7A17,1.0,3.848914448547631,3.9766999424445775,0.2179749067747937,1.0,3.6381794142104735,3.77310872490906,0.2671024572757439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4BPA,1.7320508075688772,12.776876415933652,12.893741541850511,0.4842578042412106,1.4142135623730951,4.395085627239906,4.617009602629261,0.3537529058584194,1.0,3.874915467608152,4.0018707976531305,0.6742835099239286,0.0,0.0,0.0,0.0
LOC100128788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC60,1.0,1.9976935669469704,2.234005279183849,0.1856443231286731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLLU1OS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR7G2,1.0,3.848914448547608,3.9766999424445566,0.2179749067747933,1.0,3.638179414210463,3.773108724909049,0.2671024572757435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIAL4G,1.0,1.972050347227372,2.211104378359285,0.185196477996663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFTA2,1.0,1.9930382787371577,2.229843398203464,0.1855630210072677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKS2,1.0,7.748603313363172,7.812864603195344,0.2860808893135978,1.0,5.897523412890081,5.981703971744729,0.3393549166786506,1.0,4.474795759321027,4.585171434923392,0.7154687399991827,0.0,0.0,0.0,0.0
ZNF705G,1.0,2.1784301660428342,2.396989359243259,0.1888007912698123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAO1,1.0,8.834227538341619,8.890645432092848,0.3050407363868289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR2,1.7320508075688772,14.602568306354732,14.70493118452976,0.5161425376957437,1.4142135623730951,4.797327653237032,5.001435055312897,0.366616363424193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR8U8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKAP2L,1.0,8.361287177153066,8.420874257393011,0.2967810856563271,1.0,5.465392486938375,5.556124101951146,0.3255356301059494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF17,1.0,3.743133463368172,3.87440939042154,0.2161274983841988,1.0,3.0012205403376897,3.163435589947242,0.2467328963754514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSD2,2.0,4.078160001671463,4.542178882346334,0.3727342301700539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VANGL2,1.0,5.99140504101613,6.074284679327558,0.25539236030467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBL2,1.7320508075688772,6.222982262495928,6.459528484288844,0.3697975443978108,1.0,1.8888690387492075,2.137247352447853,0.2111605657532647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100129104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB7,3.0,10.12094711994028,10.556210049285086,0.6290239510020605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHS2,1.7320508075688772,6.347125071623359,6.579209426278346,0.3719656322334927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPINT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR1S2,1.0,3.848914448547618,3.976699942444566,0.2179749067747935,1.0,3.638179414210491,3.773108724909076,0.2671024572757444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C9orf146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAV1,1.0,6.373564273387864,6.451536371051951,0.2620665671219832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC283587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRHOXNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF8L2,1.0,3.743133463368172,3.87440939042154,0.2161274983841988,1.0,3.0012205403376897,3.163435589947242,0.2467328963754514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2C,1.7320508075688772,22.83739561122209,22.90298317476276,0.6599593969573843,1.0,5.897523412890081,5.981703971744729,0.3393549166786506,1.0,4.474795759321027,4.585171434923392,0.7154687399991827,0.0,0.0,0.0,0.0
LOC100128126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRGPRD,1.0,7.399747632971865,7.467011787299704,0.2799883112385475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC34A2,2.23606797749979,15.607416908038914,15.766783519200704,0.6096751289621745,1.0,3.0012205403376897,3.163435589947242,0.2467328963754514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC441461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC283352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100132874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100A2,2.23606797749979,10.69830600757166,10.929489989548635,0.5239401298742178,1.0,2.0620523922922533,2.291737347201508,0.2166988650243987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
