#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAMTS18	CXCL17	9606.ENSP00000282849	9606.ENSP00000472467	0	0	0	0	0	0	0	0.176	0.175
ADAMTS18	CPLX3	9606.ENSP00000282849	9606.ENSP00000378464	0	0	0	0	0.072	0	0	0.151	0.178
ADAMTS18	CCBE1	9606.ENSP00000282849	9606.ENSP00000497183	0	0	0	0	0	0	0	0.187	0.187
ADAMTS18	PRSS56	9606.ENSP00000282849	9606.ENSP00000479745	0	0	0	0	0	0	0	0.202	0.202
ADAMTS18	P3H2	9606.ENSP00000282849	9606.ENSP00000316881	0	0	0	0	0.069	0	0	0.203	0.226
AMTN	URAD	9606.ENSP00000341013	9606.ENSP00000333490	0	0	0	0	0	0	0	0.334	0.334
AMTN	SERPINB7	9606.ENSP00000341013	9606.ENSP00000381101	0	0	0	0	0	0.163	0	0	0.163
AMTN	KLK7	9606.ENSP00000341013	9606.ENSP00000470538	0	0	0	0	0	0	0	0.215	0.215
BDNF	CYP26A1	9606.ENSP00000414303	9606.ENSP00000224356	0	0	0	0	0.049	0	0	0.160	0.167
BDNF	EGR1	9606.ENSP00000414303	9606.ENSP00000239938	0	0	0	0	0	0	0	0.643	0.643
BDNF	NPTX2	9606.ENSP00000414303	9606.ENSP00000265634	0	0	0	0	0.074	0	0	0.400	0.421
BDNF	SSTR1	9606.ENSP00000414303	9606.ENSP00000267377	0	0	0	0	0.075	0	0	0.121	0.152
BDNF	HTR2C	9606.ENSP00000414303	9606.ENSP00000276198	0	0	0	0	0.044	0	0	0.579	0.581
BDNF	MYCN	9606.ENSP00000414303	9606.ENSP00000281043	0	0	0	0	0	0	0	0.383	0.383
BDNF	SST	9606.ENSP00000414303	9606.ENSP00000287641	0	0	0	0	0.042	0	0	0.722	0.723
BDNF	BTG2	9606.ENSP00000414303	9606.ENSP00000290551	0	0	0	0	0	0	0	0.197	0.197
BDNF	NEUROD6	9606.ENSP00000414303	9606.ENSP00000297142	0	0	0	0	0.042	0	0	0.441	0.442
BDNF	MRGPRD	9606.ENSP00000414303	9606.ENSP00000310631	0	0	0	0	0	0	0	0.201	0.201
BDNF	CSPG4	9606.ENSP00000414303	9606.ENSP00000312506	0	0	0	0	0.084	0	0	0.198	0.234
BDNF	CXCR2	9606.ENSP00000414303	9606.ENSP00000319635	0	0	0	0	0.042	0	0	0.220	0.221
BDNF	KCNA4	9606.ENSP00000414303	9606.ENSP00000328511	0	0	0	0	0.061	0	0	0.224	0.241
BDNF	CHAT	9606.ENSP00000414303	9606.ENSP00000337103	0	0	0	0	0	0	0	0.697	0.697
BDNF	GRM8	9606.ENSP00000414303	9606.ENSP00000351142	0	0	0	0	0	0	0	0.462	0.462
BDNF	VIP	9606.ENSP00000414303	9606.ENSP00000356213	0	0	0	0	0	0	0	0.492	0.492
BDNF	VANGL2	9606.ENSP00000414303	9606.ENSP00000357040	0	0	0	0	0	0	0	0.163	0.163
