#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BDNF	EGR1	9606.ENSP00000414303	9606.ENSP00000239938	0	0	0	0	0	0	0	0.643	0.643
BDNF	NPTX2	9606.ENSP00000414303	9606.ENSP00000265634	0	0	0	0	0.074	0	0	0.400	0.421
BDNF	HTR2C	9606.ENSP00000414303	9606.ENSP00000276198	0	0	0	0	0.044	0	0	0.579	0.581
BDNF	SST	9606.ENSP00000414303	9606.ENSP00000287641	0	0	0	0	0.042	0	0	0.722	0.723
BDNF	NEUROD6	9606.ENSP00000414303	9606.ENSP00000297142	0	0	0	0	0.042	0	0	0.441	0.442
BDNF	CHAT	9606.ENSP00000414303	9606.ENSP00000337103	0	0	0	0	0	0	0	0.697	0.697
BDNF	GRM8	9606.ENSP00000414303	9606.ENSP00000351142	0	0	0	0	0	0	0	0.462	0.462
BDNF	VIP	9606.ENSP00000414303	9606.ENSP00000356213	0	0	0	0	0	0	0	0.492	0.492
BDNF	CNR1	9606.ENSP00000414303	9606.ENSP00000358513	0	0	0	0	0.074	0	0	0.777	0.784
BDNF	JUN	9606.ENSP00000414303	9606.ENSP00000360266	0	0	0	0	0	0	0	0.644	0.644
BDNF	GLP1R	9606.ENSP00000414303	9606.ENSP00000362353	0	0	0	0	0.055	0	0	0.420	0.428
BDNF	PRKACG	9606.ENSP00000414303	9606.ENSP00000366488	0	0	0	0	0	0	0	0.748	0.748
BDNF	PENK	9606.ENSP00000414303	9606.ENSP00000400894	0	0	0	0	0.042	0	0	0.579	0.580
BTG2	EGR1	9606.ENSP00000290551	9606.ENSP00000239938	0	0	0	0	0.372	0	0	0.507	0.677
BTG2	JUN	9606.ENSP00000290551	9606.ENSP00000360266	0	0	0	0	0.294	0	0	0.426	0.578
BTG2	CCN1	9606.ENSP00000290551	9606.ENSP00000398736	0	0	0	0	0.172	0	0	0.623	0.675
C4BPA	SPRR3	9606.ENSP00000356037	9606.ENSP00000330391	0	0	0	0	0	0	0	0.721	0.721
C4BPA	MBL2	9606.ENSP00000356037	9606.ENSP00000363079	0	0	0	0	0.147	0	0	0.324	0.400
