#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GABRQ	PVALB	9606.ENSP00000469332	9606.ENSP00000216200	0	0	0	0	0	0.046	0	0.170	0.174
GABRQ	GLRA2	9606.ENSP00000469332	9606.ENSP00000218075	0	0	0.073	0.836	0.201	0	0	0.098	0.275
GABRQ	HTR2C	9606.ENSP00000469332	9606.ENSP00000276198	0	0	0	0	0.138	0.041	0	0.216	0.295
GLRA2	PVALB	9606.ENSP00000218075	9606.ENSP00000216200	0	0	0	0	0.073	0	0	0.178	0.205
GLRA2	KCTD4	9606.ENSP00000218075	9606.ENSP00000368402	0	0	0	0	0.110	0	0	0.314	0.364
GLRA2	HTR2C	9606.ENSP00000218075	9606.ENSP00000276198	0	0	0	0	0.134	0	0	0.330	0.395
GSTM1	PDYN	9606.ENSP00000311469	9606.ENSP00000440185	0	0	0	0	0	0	0	0.177	0.177
HTR2C	PVALB	9606.ENSP00000276198	9606.ENSP00000216200	0	0	0	0	0.098	0	0	0.308	0.349
HTR2C	KCTD4	9606.ENSP00000276198	9606.ENSP00000368402	0	0	0	0	0.048	0	0	0.184	0.189
HTR2C	PDYN	9606.ENSP00000276198	9606.ENSP00000440185	0	0	0	0	0.190	0	0	0.348	0.449
IL13RA2	RAB3B	9606.ENSP00000361004	9606.ENSP00000360718	0	0	0	0	0	0.175	0	0	0.175
LRIG3	ROS1	9606.ENSP00000326759	9606.ENSP00000357494	0	0	0	0	0	0.100	0	0.724	0.740
LRIG3	SLC34A2	9606.ENSP00000326759	9606.ENSP00000371483	0	0	0	0	0	0.052	0	0.742	0.745
PDYN	PVALB	9606.ENSP00000440185	9606.ENSP00000216200	0	0	0	0	0.118	0	0	0.570	0.604
PVALB	ROS1	9606.ENSP00000216200	9606.ENSP00000357494	0	0	0	0	0.057	0.099	0	0.099	0.168
ROS1	SLC34A2	9606.ENSP00000357494	9606.ENSP00000371483	0	0	0	0	0.112	0.108	0	0.815	0.841
