#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD68	IL1B	9606.ENSP00000250092	9606.ENSP00000263341	0	0	0	0	0.168	0	0	0.816	0.840
CDH1	RPL17-C18orf32	9606.ENSP00000261769	9606.ENSP00000463379	0	0	0	0	0	0.800	0	0	0.800
CDH1	RPL17	9606.ENSP00000261769	9606.ENSP00000463842	0	0	0	0	0	0.800	0	0	0.800
CDH1	CDH5	9606.ENSP00000261769	9606.ENSP00000497290	0	0	0	0.732	0	0	0.540	0.969	0.985
CDH1	OCLN	9606.ENSP00000261769	9606.ENSP00000347379	0	0	0	0	0.229	0.080	0	0.992	0.993
CDH5	OCLN	9606.ENSP00000497290	9606.ENSP00000347379	0	0	0	0	0	0	0	0.980	0.980
CENPA	H4C6	9606.ENSP00000336868	9606.ENSP00000244537	0	0	0	0	0.157	0.988	0.900	0.944	0.999
CENPA	TPX2	9606.ENSP00000336868	9606.ENSP00000300403	0	0	0	0	0.791	0	0	0.460	0.882
CENPA	SPAG5	9606.ENSP00000336868	9606.ENSP00000323300	0	0	0	0	0.746	0.094	0	0.300	0.825
CENPA	KIF15	9606.ENSP00000336868	9606.ENSP00000324020	0	0	0	0	0.719	0	0	0.539	0.865
CENPA	SPC24	9606.ENSP00000336868	9606.ENSP00000465075	0	0	0	0	0.296	0	0	0.739	0.808
CENPA	ITGB3BP	9606.ENSP00000336868	9606.ENSP00000360133	0	0	0	0	0.121	0.800	0.500	0.460	0.946
CFB	CFP	9606.ENSP00000416561	9606.ENSP00000247153	0	0	0	0	0.110	0.932	0	0.890	0.992
CFB	CFH	9606.ENSP00000416561	9606.ENSP00000356399	0	0	0	0.550	0.185	0.236	0.900	0.460	0.961
CFH	CFP	9606.ENSP00000356399	9606.ENSP00000247153	0	0	0	0	0.042	0	0	0.873	0.873
CFH	F5	9606.ENSP00000356399	9606.ENSP00000356771	0	0	0	0	0.071	0	0.540	0.433	0.736
CNTD1	MSH5	9606.ENSP00000465204	9606.ENSP00000364855	0	0	0	0	0.067	0.071	0	0.750	0.764
COA6	COX6A2	9606.ENSP00000355574	9606.ENSP00000287490	0	0	0	0	0.366	0.478	0.501	0.482	0.903
COX6A2	COX6B2	9606.ENSP00000287490	9606.ENSP00000467266	0	0	0	0	0.527	0.766	0.526	0.607	0.976
CRH	IL1B	9606.ENSP00000276571	9606.ENSP00000263341	0	0	0	0	0	0	0	0.738	0.738
CRH	PENK	9606.ENSP00000276571	9606.ENSP00000400894	0	0	0	0	0.072	0	0	0.698	0.707
CRH	HSD11B2	9606.ENSP00000276571	9606.ENSP00000316786	0	0	0	0	0	0	0	0.784	0.784
CSPG4	PDGFRB	9606.ENSP00000312506	9606.ENSP00000261799	0	0	0	0	0.189	0	0	0.734	0.775
CSPG4	GRIP1	9606.ENSP00000312506	9606.ENSP00000381098	0	0	0	0	0	0.423	0	0.527	0.716
CXCL8	FGF6	9606.ENSP00000306512	9606.ENSP00000228837	0	0	0	0	0.055	0	0	0.752	0.755
CXCL8	IFNG	9606.ENSP00000306512	9606.ENSP00000229135	0	0	0.281	0	0.152	0	0	0.942	0.961
CXCL8	IL1B	9606.ENSP00000306512	9606.ENSP00000263341	0	0	0	0	0.776	0	0.400	0.962	0.994
CXCL8	PTGFR	9606.ENSP00000306512	9606.ENSP00000359793	0	0	0	0	0	0	0.650	0.255	0.728
CXCL8	IL32	9606.ENSP00000306512	9606.ENSP00000431775	0	0	0	0	0.081	0	0	0.722	0.733
CXCL8	IL1R1	9606.ENSP00000306512	9606.ENSP00000386380	0	0	0	0	0.083	0	0	0.865	0.870
CXCL8	CXCR2	9606.ENSP00000306512	9606.ENSP00000319635	0	0	0	0	0.146	0.999	0.900	0.999	0.999
CXCR2	SELPLG	9606.ENSP00000319635	9606.ENSP00000228463	0	0	0	0	0.180	0.049	0	0.649	0.702
CXCR2	IFNG	9606.ENSP00000319635	9606.ENSP00000229135	0	0	0	0	0.097	0	0	0.700	0.717
CXCR2	IL1B	9606.ENSP00000319635	9606.ENSP00000263341	0	0	0	0	0.163	0	0	0.814	0.837
CXCR2	THBS4	9606.ENSP00000319635	9606.ENSP00000339730	0	0	0	0	0.078	0.049	0	0.708	0.721
CYP7A1	ENSP00000480571	9606.ENSP00000301645	9606.ENSP00000480571	0	0	0.231	0.562	0	0	0.900	0.212	0.934
DDB1	H4C6	9606.ENSP00000301764	9606.ENSP00000244537	0	0	0	0	0.054	0.901	0	0.319	0.931
DDB1	UBE2M	9606.ENSP00000301764	9606.ENSP00000253023	0	0	0	0	0.067	0.292	0.500	0.455	0.796
DDB1	XRCC6	9606.ENSP00000301764	9606.ENSP00000352257	0	0	0	0	0.113	0.079	0	0.666	0.703
DEFB106A	DEFB106B	9606.ENSP00000335307	9606.ENSP00000334364	0	0	0	0.981	0.137	0.800	0	0	0.820
DSC1	DSG1	9606.ENSP00000257198	9606.ENSP00000257192	0	0	0	0.645	0.353	0.625	0.500	0.987	0.998
DSC1	FLG2	9606.ENSP00000257198	9606.ENSP00000373370	0	0	0	0	0.384	0.245	0	0.571	0.783
DSG1	FLG2	9606.ENSP00000257192	9606.ENSP00000373370	0	0	0	0	0.249	0.243	0	0.815	0.885
DUOX2	NOX3	9606.ENSP00000373691	9606.ENSP00000159060	0	0	0	0.744	0.044	0	0.540	0.888	0.946
DUOX2	DUOXA2	9606.ENSP00000373691	9606.ENSP00000319705	0	0.026	0.217	0	0.780	0.555	0.900	0.997	0.999
DYNC1I1	DYNLRB2	9606.ENSP00000320130	9606.ENSP00000455791	0	0	0	0	0	0.607	0.720	0.600	0.952
EIF1AY	MRPL13	9606.ENSP00000354722	9606.ENSP00000306548	0.102	0	0	0	0.603	0	0	0.232	0.702
EIF1AY	EIF3C	9606.ENSP00000354722	9606.ENSP00000332604	0	0	0	0	0.109	0.643	0.650	0.086	0.884
EIF1AY	USP9Y	9606.ENSP00000354722	9606.ENSP00000342812	0	0	0	0	0.999	0	0	0.876	0.999
EIF1AY	MRPL21	9606.ENSP00000354722	9606.ENSP00000354580	0.072	0	0	0	0.826	0	0	0.166	0.853
EIF1AY	RPL17-C18orf32	9606.ENSP00000354722	9606.ENSP00000463379	0.102	0	0	0	0.660	0	0	0.201	0.734
EIF1AY	RPL17	9606.ENSP00000354722	9606.ENSP00000463842	0.102	0	0	0	0.660	0	0	0.201	0.735
ENO2	PGK2	9606.ENSP00000437402	9606.ENSP00000305995	0.079	0	0	0	0.659	0.186	0.277	0.680	0.930
ENO2	TALDO1	9606.ENSP00000437402	9606.ENSP00000321259	0	0	0	0	0.297	0	0.800	0.391	0.907
ENSP00000480571	UGT1A6	9606.ENSP00000480571	9606.ENSP00000303174	0	0	0	0	0.067	0	0.670	0.593	0.864
ENSP00000480571	UGT1A1	9606.ENSP00000480571	9606.ENSP00000304845	0	0	0	0	0.067	0	0.670	0.531	0.843
ENSP00000480571	UGT1A10	9606.ENSP00000480571	9606.ENSP00000343838	0	0	0	0	0.067	0	0.670	0.549	0.849
ENSP00000480571	UGT1A9	9606.ENSP00000480571	9606.ENSP00000346768	0	0	0	0	0.099	0	0.670	0.402	0.807
ENSP00000480571	UGT1A4	9606.ENSP00000480571	9606.ENSP00000362508	0	0	0	0	0.109	0	0.670	0.592	0.870
ENSP00000480571	UGT1A8	9606.ENSP00000480571	9606.ENSP00000362549	0	0	0	0	0.074	0	0.670	0.532	0.845
EPHX2	PRKAG3	9606.ENSP00000430269	9606.ENSP00000397133	0.112	0	0	0	0.068	0	0.818	0.082	0.843
F12	F5	9606.ENSP00000253496	9606.ENSP00000356771	0	0	0	0	0.106	0.046	0.540	0.405	0.735
FGF6	NTRK1	9606.ENSP00000228837	9606.ENSP00000431418	0	0	0	0	0.042	0	0.650	0.692	0.887
FGF6	PDGFRB	9606.ENSP00000228837	9606.ENSP00000261799	0	0	0	0	0.067	0.168	0.650	0.658	0.894
FLG2	KRT2	9606.ENSP00000373370	9606.ENSP00000310861	0	0	0	0	0.529	0.099	0	0.523	0.780
FOXD4	FOXD4L1	9606.ENSP00000371940	9606.ENSP00000302756	0	0	0.055	0.970	0.540	0.698	0	0.058	0.859
FXYD5	FXYD6-FXYD2	9606.ENSP00000444839	9606.ENSP00000482442	0	0	0	0	0	0	0	0.707	0.707
GAP43	NTRK1	9606.ENSP00000377372	9606.ENSP00000431418	0	0	0	0	0.053	0	0	0.734	0.737
GORASP1	NSF	9606.ENSP00000313869	9606.ENSP00000381293	0	0	0	0	0.060	0	0.500	0.427	0.707
GSDMD	IL1B	9606.ENSP00000433209	9606.ENSP00000263341	0	0	0	0	0.062	0.312	0.500	0.815	0.932
H1-4	H4C6	9606.ENSP00000307705	9606.ENSP00000244537	0	0	0	0	0.381	0.911	0	0.475	0.968
H4C6	SETD1A	9606.ENSP00000244537	9606.ENSP00000262519	0	0	0	0	0.049	0.482	0	0.525	0.746
H4C6	XRCC6	9606.ENSP00000244537	9606.ENSP00000352257	0	0	0	0	0.075	0.555	0.500	0.505	0.884
H4C6	ITGB3BP	9606.ENSP00000244537	9606.ENSP00000360133	0	0	0	0	0.049	0.800	0.500	0.068	0.899
H4C6	KAT2B	9606.ENSP00000244537	9606.ENSP00000263754	0	0	0	0	0	0.929	0.500	0.903	0.996
HNRNPU	KAT2B	9606.ENSP00000491215	9606.ENSP00000263754	0	0	0	0	0	0.292	0	0.673	0.758
HTR1B	HTR2C	9606.ENSP00000358963	9606.ENSP00000276198	0	0	0	0.753	0.068	0	0.360	0.570	0.721
IFNA21	IFNG	9606.ENSP00000369574	9606.ENSP00000229135	0	0	0	0	0.120	0	0	0.761	0.781
IFNA21	PDGFRB	9606.ENSP00000369574	9606.ENSP00000261799	0	0	0	0	0.054	0	0.650	0.370	0.773
IFNG	LAG3	9606.ENSP00000229135	9606.ENSP00000203629	0	0	0	0	0.455	0	0	0.784	0.877
IFNG	IRF4	9606.ENSP00000229135	9606.ENSP00000370343	0	0	0	0	0.141	0	0	0.665	0.700
IFNG	OCLN	9606.ENSP00000229135	9606.ENSP00000347379	0	0	0	0	0.046	0	0	0.710	0.711
IFNG	IL1R1	9606.ENSP00000229135	9606.ENSP00000386380	0	0	0	0	0	0	0	0.726	0.726
IFNG	IL22RA2	9606.ENSP00000229135	9606.ENSP00000296980	0	0	0	0	0.093	0	0.650	0.311	0.762
IFNG	PDGFRB	9606.ENSP00000229135	9606.ENSP00000261799	0	0	0	0	0.109	0	0.650	0.401	0.797
IFNG	TNFRSF1B	9606.ENSP00000229135	9606.ENSP00000365435	0	0	0	0	0.083	0	0	0.792	0.801
IFNG	IL1B	9606.ENSP00000229135	9606.ENSP00000263341	0	0	0	0	0.273	0	0	0.997	0.998
IL1B	MALT1	9606.ENSP00000263341	9606.ENSP00000497997	0	0	0	0	0.042	0	0.500	0.431	0.703
IL1B	OCLN	9606.ENSP00000263341	9606.ENSP00000347379	0	0	0	0	0.046	0	0	0.801	0.802
IL1B	TNFRSF1B	9606.ENSP00000263341	9606.ENSP00000365435	0	0	0	0	0.198	0	0	0.898	0.914
IL1B	IL1R1	9606.ENSP00000263341	9606.ENSP00000386380	0	0	0	0	0.087	0.960	0.900	0.999	0.999
IL1R1	TNFRSF1B	9606.ENSP00000386380	9606.ENSP00000365435	0	0	0	0	0.063	0	0	0.697	0.703
INPP5F	MTMR4	9606.ENSP00000497527	9606.ENSP00000325285	0	0	0	0	0	0	0.900	0.179	0.914
INPP5F	PLCD4	9606.ENSP00000497527	9606.ENSP00000388631	0	0	0	0	0	0	0.900	0.075	0.903
IP6K1	IP6K3	9606.ENSP00000482032	9606.ENSP00000293756	0	0	0.071	0.937	0.088	0	0.900	0.100	0.913
IPO11	LRRC70	9606.ENSP00000386992	9606.ENSP00000399441	0	0	0	0	0	0	0	0.847	0.847
IRF4	RUNX3	9606.ENSP00000370343	9606.ENSP00000382800	0	0	0	0	0.155	0	0	0.719	0.752
KAT2B	SETD1A	9606.ENSP00000263754	9606.ENSP00000262519	0	0	0	0	0	0.166	0.500	0.770	0.895
KAT2B	XRCC6	9606.ENSP00000263754	9606.ENSP00000352257	0	0	0	0	0	0.292	0	0.635	0.730
KIF15	KIF22	9606.ENSP00000324020	9606.ENSP00000160827	0	0	0	0.698	0.282	0	0.540	0.215	0.718
KIF15	TPX2	9606.ENSP00000324020	9606.ENSP00000300403	0	0	0	0	0.802	0	0	0.749	0.948
KIF15	SPAG5	9606.ENSP00000324020	9606.ENSP00000323300	0	0	0	0	0.781	0.104	0	0.346	0.860
KIF22	TPX2	9606.ENSP00000160827	9606.ENSP00000300403	0	0	0	0	0.673	0	0	0.264	0.749
KRT31	KRT33A	9606.ENSP00000251645	9606.ENSP00000007735	0	0	0.048	0.985	0.635	0	0.400	0.053	0.776
LRG1	SERPINA3	9606.ENSP00000302621	9606.ENSP00000450540	0	0	0	0	0.102	0	0	0.692	0.711
MMP20	ODAPH	9606.ENSP00000260228	9606.ENSP00000406925	0	0	0	0	0.048	0	0	0.728	0.729
MRPL13	MRPL15	9606.ENSP00000306548	9606.ENSP00000260102	0.056	0	0	0	0.767	0.996	0	0.166	0.999
MRPL13	RPL39L	9606.ENSP00000306548	9606.ENSP00000389356	0.070	0	0	0	0.434	0.453	0	0.327	0.780
MRPL13	RPL17-C18orf32	9606.ENSP00000306548	9606.ENSP00000463379	0.091	0	0	0	0.595	0.506	0	0.204	0.835
MRPL13	RPL17	9606.ENSP00000306548	9606.ENSP00000463842	0.091	0	0	0	0.620	0.556	0	0.204	0.862
MRPL13	MRPL21	9606.ENSP00000306548	9606.ENSP00000354580	0.115	0	0	0	0.826	0.996	0	0.723	0.999
MRPL15	MRPL21	9606.ENSP00000260102	9606.ENSP00000354580	0.054	0	0	0	0.461	0.939	0	0.163	0.970
MRPL21	RPL17-C18orf32	9606.ENSP00000354580	9606.ENSP00000463379	0	0	0	0	0.805	0.783	0	0.315	0.968
MRPL21	RPL17	9606.ENSP00000354580	9606.ENSP00000463842	0	0	0	0	0.819	0.783	0	0.315	0.970
MSH5	SLC39A1	9606.ENSP00000364855	9606.ENSP00000357612	0	0	0	0	0.080	0	0	0.741	0.751
MYH9	TPRN	9606.ENSP00000216181	9606.ENSP00000387100	0	0	0	0	0	0.167	0.800	0.275	0.868
NEDD4	NTRK1	9606.ENSP00000424827	9606.ENSP00000431418	0	0	0	0	0	0.638	0	0.477	0.802
NT5M	UPP1	9606.ENSP00000373674	9606.ENSP00000330032	0	0	0	0	0	0	0.918	0.328	0.942
NUP93	POM121C	9606.ENSP00000310668	9606.ENSP00000481575	0	0	0	0	0.122	0.748	0.500	0.456	0.931
NUP93	POM121	9606.ENSP00000310668	9606.ENSP00000378687	0	0	0	0	0.109	0.748	0.500	0.626	0.952
PCDH11Y	PRKX	9606.ENSP00000355419	9606.ENSP00000262848	0	0	0	0	0	0	0	0.756	0.756
PCDH11Y	USP9Y	9606.ENSP00000355419	9606.ENSP00000342812	0	0	0	0	0.212	0	0	0.670	0.729
PGK2	TALDO1	9606.ENSP00000305995	9606.ENSP00000321259	0.098	0	0	0	0.142	0	0	0.753	0.792
PLTP	VLDLR	9606.ENSP00000417138	9606.ENSP00000371532	0	0	0	0	0.067	0	0.540	0.399	0.719
POM121	POM121C	9606.ENSP00000378687	9606.ENSP00000481575	0	0	0.047	0.986	0.331	0	0.900	0.046	0.931
PRB1	PRH2	9606.ENSP00000420826	9606.ENSP00000379682	0	0	0	0	0	0	0	0.890	0.890
PRDM9	SETD1A	9606.ENSP00000296682	9606.ENSP00000262519	0	0	0	0	0.067	0.095	0.400	0.529	0.729
PRH1	PRH2	9606.ENSP00000479168	9606.ENSP00000379682	0	0	0	0.984	0	0	0.900	0	0.900
PRM1	TNP1	9606.ENSP00000310515	9606.ENSP00000236979	0	0	0	0	0.109	0	0	0.959	0.961
PSMA8	PSMC4	9606.ENSP00000311121	9606.ENSP00000157812	0.057	0	0	0	0.658	0.934	0	0.467	0.987
RPL17	RPL39L	9606.ENSP00000463842	9606.ENSP00000389356	0	0	0	0	0.674	0.749	0	0.170	0.926
RPL17	RPL17-C18orf32	9606.ENSP00000463842	9606.ENSP00000463379	0	0	0.048	0.984	0	0.800	0.900	0.045	0.979
RPL17-C18orf32	RPL39L	9606.ENSP00000463379	9606.ENSP00000389356	0	0	0	0	0.673	0.749	0	0.170	0.925
SART1	SNRNP35	9606.ENSP00000310448	9606.ENSP00000403310	0	0	0	0	0.084	0.840	0	0.188	0.870
SDHAF1	SDHAF4	9606.ENSP00000368165	9606.ENSP00000359505	0	0	0	0	0.055	0	0	0.835	0.837
SDHAF1	SDHAF3	9606.ENSP00000368165	9606.ENSP00000414066	0	0	0	0	0.049	0.088	0	0.898	0.904
SDHAF3	SDHAF4	9606.ENSP00000414066	9606.ENSP00000359505	0	0	0	0	0.118	0.827	0	0.882	0.980
SERPINB5	SFN	9606.ENSP00000372221	9606.ENSP00000340989	0	0	0	0	0.347	0.235	0	0.657	0.814
SPAG5	TPX2	9606.ENSP00000323300	9606.ENSP00000300403	0	0	0	0	0.745	0.091	0	0.421	0.854
TFF1	TFF3	9606.ENSP00000291527	9606.ENSP00000430690	0	0	0.101	0.872	0.470	0	0	0.597	0.791
TNFRSF1B	TRAF1	9606.ENSP00000365435	9606.ENSP00000362994	0	0	0	0	0.145	0.785	0	0.989	0.997
TPRN	TRIOBP	9606.ENSP00000387100	9606.ENSP00000496394	0	0	0	0	0	0	0.500	0.671	0.828
TREML1	TYROBP	9606.ENSP00000402855	9606.ENSP00000262629	0	0	0	0	0.254	0	0	0.732	0.791
UGT1A1	UGT1A6	9606.ENSP00000304845	9606.ENSP00000303174	0	0	0.055	0.971	0.777	0.994	0	0.061	0.998
UGT1A1	UGT1A4	9606.ENSP00000304845	9606.ENSP00000362508	0	0	0.053	0.974	0.118	0.994	0	0.057	0.994
UGT1A1	UGT1A10	9606.ENSP00000304845	9606.ENSP00000343838	0	0	0.056	0.968	0.241	0.994	0	0.061	0.995
UGT1A1	UGT1A8	9606.ENSP00000304845	9606.ENSP00000362549	0	0	0.056	0.968	0.434	0.994	0	0.061	0.996
UGT1A1	UGT1A9	9606.ENSP00000304845	9606.ENSP00000346768	0	0	0.056	0.969	0.782	0.994	0	0.067	0.998
UGT1A10	UGT1A6	9606.ENSP00000343838	9606.ENSP00000303174	0	0	0.056	0.968	0.109	0.994	0	0.065	0.994
UGT1A10	UGT1A9	9606.ENSP00000343838	9606.ENSP00000346768	0	0	0.048	0.985	0.080	0.994	0	0.055	0.994
UGT1A10	UGT1A4	9606.ENSP00000343838	9606.ENSP00000362508	0	0	0.057	0.967	0.104	0.994	0	0.055	0.994
UGT1A10	UGT1A8	9606.ENSP00000343838	9606.ENSP00000362549	0	0	0.047	0.986	0.257	0.994	0	0.051	0.995
UGT1A4	UGT1A6	9606.ENSP00000362508	9606.ENSP00000303174	0	0	0.056	0.969	0.264	0.994	0	0.068	0.995
UGT1A4	UGT1A9	9606.ENSP00000362508	9606.ENSP00000346768	0	0	0.056	0.969	0.246	0.994	0	0.070	0.995
UGT1A4	UGT1A8	9606.ENSP00000362508	9606.ENSP00000362549	0	0	0.056	0.969	0.086	0.994	0	0.051	0.994
UGT1A6	UGT1A8	9606.ENSP00000303174	9606.ENSP00000362549	0	0	0.056	0.969	0.509	0.994	0	0.063	0.997
UGT1A6	UGT1A9	9606.ENSP00000303174	9606.ENSP00000346768	0	0	0.056	0.969	0.775	0.994	0	0.070	0.998
UGT1A8	UGT1A9	9606.ENSP00000362549	9606.ENSP00000346768	0	0	0.047	0.986	0.538	0.994	0	0.054	0.997
