node,lap_barcode_0.15,lap_lamda_0.15,lap_sum_0.15,lap_sum_norm_0.15,lap_barcode_0.4,lap_lamda_0.4,lap_sum_0.4,lap_sum_norm_0.4,lap_barcode_0.7,lap_lamda_0.7,lap_sum_0.7,lap_sum_norm_0.7,lap_barcode_0.9,lap_lamda_0.9,lap_sum_0.9,lap_sum_norm_0.9
TGFB1I1,4.795831523312719,23.898500512060995,24.374952855851426,0.3326309310568941,1.0,5.054857245138272,5.152822699135579,0.2452746191770969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB125,11.874342087037917,42.4141834492883,44.045010587691785,0.7530821673636019,1.0,2.63133521654633,2.814946717406375,0.2137898454241949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ULBP2,2.23606797749979,25.73131522358796,25.828290364165596,0.2164662018538217,1.7320508075688772,5.919080767526813,6.1672941499904,0.3879822382990744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SART1,6.708203932499369,56.69771119783361,57.09317345421383,0.5631680438183901,1.4142135623730951,6.523868195607658,6.67539184120761,0.338753976767984,1.0,4.472255443855604,4.582692304213331,0.3659504047280426,0.0,0.0,0.0,0.0
LIN28B,7.14142842854285,42.16776395496459,42.76821620037023,0.52300370037958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRKAG2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERTM1,3.0,26.72351063033753,26.89137446114949,0.2576097701869477,1.0,1.8630883345857288,2.1144971370208627,0.2038092968756203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP41,1.0,9.995101845172064,10.045001786727664,0.0904442011300257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM71E2,1.7320508075688772,21.00534591095122,21.076635330116503,0.1721922791131235,1.0,2.784535635393349,2.9586548809848443,0.2157801225784119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMUR2,3.872983346207417,32.252777756320846,32.48448357290946,0.3231188053642558,2.23606797749979,10.201910283562404,10.444087965631862,0.5341460447011066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC643549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLJ45513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAC4,1.0,12.637524263751096,12.677027234998656,0.1015612465471973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SVOP,4.358898943540674,26.751451926288706,27.104246533791255,0.3234890522356792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
