#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCG8	SLC22A4	9606.ENSP00000272286	9606.ENSP00000200652	0	0	0	0	0.067	0.094	0	0.264	0.323
ABCG8	MYH9	9606.ENSP00000272286	9606.ENSP00000216181	0	0	0	0	0	0	0	0.174	0.174
ABCG8	FGF6	9606.ENSP00000272286	9606.ENSP00000228837	0	0	0	0	0.104	0	0	0.094	0.153
ABCG8	INSIG2	9606.ENSP00000272286	9606.ENSP00000245787	0	0	0	0	0.078	0.053	0	0.307	0.342
ABCG8	CFP	9606.ENSP00000272286	9606.ENSP00000247153	0	0	0	0	0.194	0	0	0.041	0.194
ABCG8	CD68	9606.ENSP00000272286	9606.ENSP00000250092	0	0	0	0	0	0	0	0.366	0.366
ABCG8	ACSS2	9606.ENSP00000272286	9606.ENSP00000253382	0	0	0	0	0	0	0	0.191	0.191
ABCG8	CLPS	9606.ENSP00000272286	9606.ENSP00000259938	0	0	0	0	0.042	0	0	0.193	0.194
ABCG8	IL1B	9606.ENSP00000272286	9606.ENSP00000263341	0	0	0	0	0	0	0	0.213	0.213
ABCG8	SI	9606.ENSP00000272286	9606.ENSP00000264382	0	0	0	0	0.101	0	0	0.122	0.177
ABCG8	ENSP00000480571	9606.ENSP00000272286	9606.ENSP00000480571	0	0	0	0	0.108	0.066	0	0.068	0.156
ABCG8	F5	9606.ENSP00000272286	9606.ENSP00000356771	0	0	0	0	0.088	0	0	0.115	0.158
ABCG8	UROC1	9606.ENSP00000272286	9606.ENSP00000373073	0	0	0	0	0.132	0.081	0	0.043	0.170
ABCG8	DDC	9606.ENSP00000272286	9606.ENSP00000403644	0.049	0	0	0	0.122	0.055	0	0.078	0.175
ABCG8	UGT1A9	9606.ENSP00000272286	9606.ENSP00000346768	0	0	0	0	0.099	0	0	0.123	0.176
ABCG8	BICC1	9606.ENSP00000272286	9606.ENSP00000362993	0	0	0	0	0	0	0	0.177	0.177
ABCG8	ZFP42	9606.ENSP00000272286	9606.ENSP00000317686	0	0	0	0	0	0.146	0	0.081	0.181
ABCG8	CAV1	9606.ENSP00000272286	9606.ENSP00000339191	0	0	0	0	0	0	0	0.186	0.186
ABCG8	PLA2G2A	9606.ENSP00000272286	9606.ENSP00000383364	0	0	0	0	0.084	0	0	0.153	0.191
ABCG8	MAPK15	9606.ENSP00000272286	9606.ENSP00000337691	0	0	0	0	0	0.057	0	0.179	0.192
ABCG8	PDZK1	9606.ENSP00000272286	9606.ENSP00000342143	0	0	0	0	0.084	0.090	0	0.173	0.251
ABCG8	UGT1A10	9606.ENSP00000272286	9606.ENSP00000343838	0	0	0	0	0.073	0	0	0.260	0.285
ABCG8	UGT1A8	9606.ENSP00000272286	9606.ENSP00000362549	0	0	0	0	0.075	0	0	0.266	0.292
ABCG8	VLDLR	9606.ENSP00000272286	9606.ENSP00000371532	0	0	0	0	0.102	0	0	0.262	0.309
