node_0.15
IL1B
NSF
CDH1
CENPA
IFNG
NTRK1
CNN2
F12
ENO2
SPAG5
MYH9
CXCL8
CAV1
PSMC4
PLK5
MAP2K1
AQP3
SFN
CTPS2
EIF1AY
PGK2
GRB14
CD19
THBS4
DEFB125
