,node,lap_barcode_0.15,lap_lamda_0.15,lap_sum_0.15,lap_sum_norm_0.15
0,ZNF264,2.6457513110645907,16.457783094488704,16.66909188843946,0.20476644039392589
1,SVOP,2.23606797749979,42.827739088257474,42.88607274409557,0.32176302548026964
2,NEUROD6,2.6457513110645907,128.37317432810377,128.40043569658835,0.7802567435242578
3,ATP6V1H,1.7320508075688772,24.370779903673583,24.43225149496665,0.20396757770474955
4,SRGAP1,3.872983346207417,23.621820314287277,23.937217778189577,0.29733102330563294
5,C21orf62,1.0,7.438790877714853,7.505705144913016,0.08365934346160869
6,FAM63A,0.0,0.0,0.0,0.0
7,SHROOM1,1.0,10.194389399858316,10.243318565579399,0.0978291570264253
8,SGK3,7.14142842854285,34.10817419976334,34.84777679051278,0.499666302555936
9,SCN11A,3.3166247903554,42.493875731295766,42.62310963159313,0.36911179373541114
10,PBOV1,0.0,0.0,0.0,0.0
11,ZNF665,1.7320508075688772,20.082277934300144,20.1568322667645,0.18191528202740165
12,TNFSF15,8.426149773176359,33.883828004397685,34.91581017578719,0.5568488627902447
13,SST,8.888194417315589,189.96291271006604,190.17073435545274,1.380417673854317
14,CRB2,3.872983346207417,34.2723731599426,34.49051408741763,0.35209819892008765
15,FXN,9.746794344808963,27.749052039501407,29.41105045881492,0.5852700547304304
16,CCKBR,3.0,91.53232774393545,91.58147750622511,0.6068996828858287
17,WDR82,5.916079783099616,26.59755465971342,27.247567118486803,0.4054050475218255
18,CLN8,3.872983346207417,18.536898600869705,18.937175336858587,0.27118338529094554
19,HOMER3,4.58257569495584,35.6417641690673,35.93515483594595,0.3913607976285294
20,TRIP10,2.23606797749979,14.247870685077277,14.42226816623115,0.17479988708192046
21,GPR155,2.23606797749979,19.517923925635934,19.645593764681983,0.20189950674541435
22,TMEM130,7.54983443527075,86.97575049021188,87.30281308947376,0.7900662322013157
23,MRPL24,6.557438524302,39.21317239740849,39.75767711359505,0.4993995621328577
24,MAGEB10,1.0,1.9808701177413262,2.218974182671023,0.05559367315481477
25,ZNF454,2.23606797749979,8.123093185094566,8.425238447292147,0.14330511213435998
26,SCG3,1.7320508075688772,93.60077882914673,93.61680296518806,0.5599614461814059
27,HSPB3,5.385164807134504,62.520248779463834,62.75174505498671,0.5660187900823006
28,GPRASP2,7.14142842854285,53.69817239359492,54.17096748639662,0.600401812431941
29,COA1,1.0,7.099615821944577,7.169696285004392,0.08191524058614241
30,TEP1,22.02271554554524,91.26034041461047,93.87997514161678,1.4692780893679853
31,C5orf24,1.0,4.884034483637642,4.985357844464287,0.07052229845425456
32,ORAI2,1.7320508075688772,9.144873792257936,9.307454897893734,0.1256730622953204
33,NRDE2,3.872983346207417,22.559599951214235,22.889638484668676,0.2918688834516063
34,IL17RA,9.539392014169456,50.9354816474909,51.82106994902636,0.6950814466892221
35,BEX5,2.6457513110645907,18.536450390685584,18.724315557219914,0.21545534438835828
36,FAM101B,0.0,0.0,0.0,0.0
37,FAM43A,1.0,4.176344526892918,4.294397933041189,0.06688322161915536
38,CHST6,2.23606797749979,17.44441117838895,17.58713965830434,0.19123710842553648
39,SCG2,4.123105625617661,87.65861364556586,87.75552715506065,0.6379779050360498
40,S100A4,9.746794344808963,92.41316364529365,92.92573817264957,0.9177852591136275
41,NDE1,5.916079783099616,23.02711136302424,23.774941802770414,0.3870451465960255
42,FBXL2,2.23606797749979,8.938591965249627,9.214034204474455,0.14749856251701737
43,FANCC,1.0,24.632202380313004,24.65249265499734,0.17207114713229787
44,NUP43,4.123105625617661,17.250872478873625,17.736758477308065,0.27592786115815887
45,C11orf1,1.0,6.317093469584542,6.395754052765605,0.07789136128945212
46,ZNF440,1.7320508075688772,20.201824947676958,20.275939712294058,0.18253001558824797
47,GLTP,1.0,8.433367561662138,8.492448906534273,0.08877364660635137
48,ADAT3,1.0,7.832754994965408,7.896331478044444,0.08568518214885172
49,MBTD1,3.872983346207417,31.639036738471034,31.875204246221227,0.3385570804132202
50,CFLAR,5.196152422706632,49.54856079033981,49.82027575590083,0.4907332842611254
51,RNF125,7.54983443527075,41.047995193954925,41.73652967656687,0.5538969481895579
52,DDIT4L,1.0,13.248188170765467,13.285875575512893,0.1135323731881763
53,PGM2L1,6.855654600401044,42.055454298168875,42.61057657701162,0.5275564126398647
54,PRKCG,6.4031242374328485,87.38491288316058,87.61919310058478,0.7401007954877279
55,CNNM2,5.744562646538029,33.696660503266784,34.18281628351327,0.43412181280436385
56,HBQ1,1.7320508075688772,10.393452793886558,10.53678608394174,0.132093493839267
57,LRRFIP1,3.3166247903554,21.29411917550901,21.550858717479926,0.26009859910598043
58,ZNF587,6.855654600401044,17.686545334194,18.96876078868885,0.4022468314281156
59,POLK,2.23606797749979,18.153930651964323,18.291123478789647,0.19488559298538066
60,BANP,1.7320508075688772,20.374543881137424,20.448032628211312,0.18341816931114407
61,SMTN,3.0,30.75377807935348,30.899755114792136,0.2943647796455823
62,TBRG1,1.0,13.99428190719564,14.02996529211898,0.11736892958858744
63,PCOLCE,3.605551275463989,32.636667819523254,32.83522630288856,0.33154362506378243
64,GRP,1.7320508075688772,68.62282297239301,68.64467810908862,0.4315200295975742
65,ADCYAP1,5.196152422706632,115.21476573088684,115.33187869111963,0.8284014438422285
66,PAFAH2,2.8284271247461903,8.427929321018109,8.88988147502973,0.17177028102989428
67,KIF19,3.605551275463989,13.336847083771142,13.81562485506518,0.2323002630636952
68,SWSAP1,1.0,4.455744394850294,4.566580571088155,0.06831994906953548
69,FOXJ1,4.795831523312719,53.13381737506378,53.349813016041864,0.4909917222831001
70,NRIP2,1.7320508075688772,15.468714961324391,15.565382827116752,0.15819146062479897
71,PCYOX1,2.23606797749979,16.84096906475361,16.988768025963157,0.18813409389759994
72,KALRN,5.0,73.10020808224317,73.27100669205555,0.6029335272648633
73,VIP,4.358898943540674,122.12076040420203,122.19852749399446,0.8258956645218707
74,NCALD,10.04987562112089,88.8987090136517,89.46496780468833,0.9134754744156788
75,MRGPRF,6.557438524302,21.92535913751695,22.884959543532034,0.41050232660760433
76,MAGT1,3.0,24.57411699721187,24.756559255935738,0.2625877828428744
77,PLK2,14.38749456993816,69.15951701241829,70.64020663468486,1.008933911927442
78,SERPINI1,1.7320508075688772,47.96677704895475,47.9980385064237,0.32530269881829316
79,KRT18,3.872983346207417,95.26098182657344,95.33968039889139,0.6657132656430496
80,SLC5A3,4.123105625617661,22.96869658057738,23.335831303183245,0.30533000405615074
81,SLC30A3,4.58257569495584,39.726775399386455,39.99020734671548,0.41236670508517115
82,MAVS,8.888194417315589,46.841958224542886,47.67776263951383,0.6444624082443714
83,NPTX2,10.63014581273465,92.68539147620187,93.2929889814706,0.959296030508128
84,ZNF773,1.7320508075688772,13.286796632135513,13.399215079389077,0.14697162011108972
85,RGS4,2.23606797749979,111.07133714238395,111.0938429193856,0.6726846324011014
86,ZNF786,1.0,13.764510006495206,13.800787503577709,0.11618739861838423
87,KCNF1,4.123105625617661,73.34279453056304,73.4585972473773,0.5643632306714267
88,SLCO4A1,1.7320508075688772,10.76197661198705,10.9004651550728,0.13398851365246403
89,PGAM2,6.244997998398398,45.8143069865562,46.23797924497147,0.5191566626982019
90,MKNK2,1.7320508075688772,24.03105622683293,24.093394600537422,0.20222065371502349
91,STON1,1.0,11.498715461780954,11.542116672040722,0.10453625059490305
92,HSD11B2,4.358898943540674,26.75028675199883,27.10309652630422,0.3354824855407792
93,LYRM7,4.58257569495584,17.574779581753056,18.1624028516935,0.2984569144164271
94,BRWD3,7.54983443527075,38.184842226660024,38.92405651875095,0.5391740691387439
95,DCLK1,19.72308292331602,131.12965054767668,132.6046200279455,1.569872753621239
96,STAT4,5.385164807134504,49.61103436151343,49.90245214835907,0.4996371455500219
97,DPP10,6.082762530298219,76.03882831604504,76.28173707826122,0.6672101872357729
98,ANGPT2,8.18535277187245,54.46542612425693,55.07706095006241,0.6517493401681571
99,ACVR2B,3.872983346207417,41.7425364943162,41.92182430404621,0.39051120462327904
100,MYOT,3.0,27.731424421236312,27.893223199027062,0.27882326025575876
101,SLITRK1,4.58257569495584,111.05853008737515,111.15303461970083,0.77916820285699
102,UHRF1,4.123105625617661,43.34951359637565,43.54515276172949,0.41013205525911917
103,SMAD5,2.6457513110645907,35.22184452818255,35.32107489824543,0.3012548258018945
104,KLK7,3.3166247903554,28.89405443548056,29.083782108256035,0.29917891682029885
105,AEBP1,2.6457513110645907,42.1770452255537,42.25994727822554,0.3370197953341654
106,NXPH1,4.123105625617661,120.186019269694,120.25672217342054,0.8052400332950469
107,NELL1,7.54983443527075,107.07206429450848,107.33791013564293,0.8934053135873188
108,AP5B1,4.58257569495584,22.159815583642914,22.628685925193786,0.3220340446887335
109,CRYM,12.922847983320086,80.01773927853898,81.054540892218,0.9982627877691962
110,LRFN5,6.082762530298219,62.00058743756684,62.29825713937246,0.5950228731450059
111,RP2,1.7320508075688772,14.136254474616464,14.241969336124622,0.15133969447402834
112,HPRT1,11.445523142259598,133.94140677343816,134.4295371131197,1.2084667130448739
113,NUDT11,1.0,16.699377081576447,16.729291524529085,0.13127904529958198
114,SH2D5,1.7320508075688772,14.538387091880022,14.641198695234747,0.1534075371474683
115,PIEZO2,6.244997998398398,43.61088982886394,44.055756850442464,0.5078262711048246
116,NELL2,3.872983346207417,97.44214008017538,97.51907845854842,0.6769291977030143
117,SERPINA5,3.0,35.81535049912115,35.94077533074235,0.3203923511356179
118,LRRC37A,1.0,6.321389251152163,6.399997036294791,0.07791345101821312
119,PPP4R4,5.196152422706632,29.99901241976672,30.445701604024794,0.3902057750970154
120,GABRA5,4.795831523312719,116.01953049124891,116.11860942764444,0.8143620621879689
121,WDR73,4.123105625617661,39.09324174683812,39.310069324242185,0.38824549300976396
122,LAMP5,2.23606797749979,78.00891688812347,78.04095792632324,0.5026713567951651
123,CACNB1,5.196152422706632,42.35856032927363,42.676077996562825,0.4537609295274596
124,METTL7B,1.0,13.986039675913286,14.02174403618254,0.11732654646213034
125,GRTP1,5.916079783099616,28.281137395807086,28.893299091666876,0.4140623512980064
126,PIK3CG,7.681145747868608,65.17216279590257,65.62324895565311,0.6839105621609513
127,TYRP1,6.855654600401044,68.03188016277534,68.37643394095822,0.6611321525830837
128,DGKB,4.795831523312719,48.34818924291667,48.58546493622226,0.4663831089897825
129,PHKG1,3.0,16.36168130687832,16.634440633452378,0.22035787100704057
130,DLX1,4.123105625617661,68.59909777432993,68.72289440537321,0.5399702365165441
131,DAPP1,3.872983346207417,43.30660253478316,43.47944138447143,0.3985539307382715
132,FAR2,1.0,21.989043700797033,22.011770552946476,0.15847952069978152
133,EGR1,15.198684153570664,150.3307287743811,151.09708142064338,1.463165997595363
134,ENC1,6.082762530298219,41.00234878006363,41.45108690350574,0.4870459220124799
135,GNB4,7.280109889280518,78.01372348487352,78.35267099451242,0.7317342180226923
136,TESPA1,1.0,12.157018825657536,12.198077993167274,0.10792137214300393
137,POLH,1.7320508075688772,22.057655039111918,22.125554135986274,0.1920730481426256
138,ZBBX,3.0,8.931818499011461,9.422174998336814,0.18215209830335022
139,CEP41,1.7320508075688772,18.241989005490918,18.324032385816487,0.17245216509760342
140,CRH,4.58257569495584,109.15183712809912,109.24799104990022,0.7693636237279251
141,NPFF,2.6457513110645907,36.75290958123467,36.848017079436055,0.309127854540667
142,RMI2,2.23606797749979,24.989974703481835,25.089815377572272,0.23003783630111924
143,WIF1,3.872983346207417,66.56329050354887,66.67587001801955,0.5181442593018774
144,ZIC1,7.416198487095663,93.14647021838606,93.44123776012752,0.8157291550340009
145,KRT19,8.774964387392123,96.17626557939458,96.57574261064856,0.8930073223489832
146,TMEM155,1.0,6.389516002183188,6.467295782794771,0.07826377177543845
147,RGS7,5.385164807134504,94.01024260797983,94.16435480165107,0.7279463488763921
148,PAK3,6.855654600401044,58.880838806230315,59.27860641517543,0.6140757512589511
149,SYT1,5.385164807134504,135.97809468268733,136.08468772618718,0.9437530546920975
150,RAB13,5.916079783099616,20.314417137976026,21.158344539582817,0.3730959551160605
151,CPNE7,5.385164807134504,26.792671540984117,27.328506148398603,0.3823007685622244
152,PCSK1,5.0,81.52578451800937,81.67896633330332,0.6462594494961074
153,CCK,8.660254037844387,194.46963854101548,194.662375189129,1.3932418788198073
154,CACNG3,5.744562646538029,96.36692798076128,96.537996708287,0.7563842901127522
155,APOPT1,0.0,0.0,0.0,0.0
156,SIGLEC11,4.123105625617661,24.21063416005985,24.55921021597105,0.3117162841397666
157,CPNE4,8.888194417315589,51.0915160724696,51.85887594793604,0.6663144458159354
158,LDLRAP1,1.7320508075688772,16.212411989120312,16.30467118665605,0.1620156926919505
159,TSPAN13,5.196152422706632,14.587800224400276,15.485603487982402,0.31095838043434637
160,CALD1,3.0,58.61902551194138,58.69574219625845,0.4376532006126982
161,AK5,17.74823934929885,94.9380484773668,96.5827782199852,1.2940956004706432
162,CCNA1,9.0,61.846621958817664,62.49803715091304,0.7266960831091256
163,AHNAK,11.090536506409418,68.41940388136504,69.31244352554128,0.8554209551296814
164,TCAP,3.3166247903554,29.498699977317393,29.68456333436261,0.3022881196057471
165,SYT5,1.7320508075688772,35.25082741964287,35.29335396033431,0.259914858717845
166,KCNV1,6.082762530298219,51.90076632460029,52.256000086887276,0.5430876652187753
167,RRAD,9.433981132056603,46.50458605571416,47.45183372866979,0.6675104742345415
168,MSC,2.23606797749979,10.916891185310615,11.143541320061258,0.15767135470659993
169,CDR2L,2.23606797749979,9.280904799400364,9.546475469802074,0.14925880044782702
170,CNKSR2,7.14142842854285,46.01499991933855,46.56586966412983,0.5608934730741963
171,AQP1,6.244997998398398,112.393008533437,112.56637316355734,0.8615170539982492
172,SERTM1,3.3166247903554,62.55834884377,62.64620507308339,0.4722871442065977
173,KCNB2,4.358898943540674,72.625525304522,72.75621571905569,0.5713817184323323
174,PTPN3,5.196152422706632,23.398852438705294,23.968860954336247,0.35626649269499977
175,DESI2,1.0,3.9991085687154935,4.122240815912346,0.06597184049299544
176,ZNF846,1.0,15.898205226688761,15.929624271460826,0.12715926670124458
177,KRT17,6.708203932499369,70.25238691840396,70.57193399456428,0.6658550322206513
178,PCDH8,5.196152422706632,109.40693983703814,109.53026287061162,0.7985364945502915
179,UCP3,3.605551275463989,30.39981191748848,30.6128823311147,0.3200412850645079
180,DYNC1I1,7.810249675906654,78.8208805775654,79.20688868414683,0.7599571815268324
181,WNT10B,3.0,39.58268910307822,39.6962123713453,0.3397647253130014
182,MIA,1.7320508075688772,14.816484178382947,14.917379240613016,0.15483756544694638
183,NECAB2,4.123105625617661,80.89379204737223,80.99879994051457,0.6031919011696063
184,NECAB1,8.888194417315589,78.01917460272534,78.52382826690598,0.8047816056886907
185,GALNT6,1.0,18.955746542249432,18.982105441020007,0.14288172774194738
186,SLC52A3,1.7320508075688772,16.71227776576585,16.801792407957894,0.16458609792536238
187,GRM4,5.744562646538029,97.01522586681986,97.1851534442894,0.7597179615841569
188,C1R,3.0,55.651106875164665,55.73190914037487,0.4223915964926764
189,GUCY1B3,0.0,0.0,0.0,0.0
190,ZCCHC12,9.9498743710662,83.05392100382547,83.64779611029617,0.8788796360144635
191,CAMK2A,5.196152422706632,141.79417872844004,141.88935520775615,0.9650778587158404
192,VGF,4.58257569495584,92.27389164897762,92.38761323926094,0.6825740065632808
193,SLN,3.3166247903554,25.178841744858115,25.396339728642193,0.2800745840386093
194,NPY,4.123105625617661,137.12217560317154,137.1841501127117,0.8923289817835564
195,CHRM1,4.58257569495584,92.72137883878128,92.83455226242435,0.6848750711055963
196,SATB2,4.358898943540674,86.4502748952811,86.56009490215263,0.6424712195723437
197,DLGAP2,5.5677643628300215,105.67232864258989,105.81890682079231,0.7962064399297617
198,HS3ST2,5.196152422706632,30.24013240904804,30.683311557209038,0.391445660104723
199,FANCB,3.3166247903554,22.742773118840468,22.983335900931625,0.2675478541886751
200,PTH2R,1.7320508075688772,32.243901811480356,32.29038872525982,0.24445267330565618
201,NMU,4.795831523312719,62.56227544787316,62.74582304198067,0.5394746533130811
202,CARTPT,5.5677643628300215,116.74557053137684,116.87826247295382,0.8531471632830963
203,NEK4,5.0,21.132134968812753,21.715596430679007,0.33570377611545765
204,TAC3,4.358898943540674,52.09958272382487,52.28160785588629,0.4658334038743865
205,ELMOD1,5.196152422706632,54.35667437419315,54.60446913048479,0.5154575220389379
206,ANO3,9.327379053088816,57.49783508639111,58.24947244071682,0.719199307988162
207,MDGA1,8.426149773176359,71.26422660626943,71.76064376655019,0.7490660072366148
208,COL24A1,4.58257569495584,35.62133704728933,35.914894584790126,0.39125575746940106
209,CBLN2,4.795831523312719,83.64710565927007,83.78447520378158,0.6478968747435483
210,LDB2,3.3166247903554,50.92990814965137,51.03778545481695,0.4124914826248743
211,TSPAN18,1.0,6.082009223455533,6.163670675352325,0.0766825132250823
212,SNAPC1,3.0,12.607037482233235,12.959066095920404,0.20105077580794503
213,JAML,1.7320508075688772,23.12467451488682,23.189449571291163,0.19755986595017688
214,COL8A2,3.0,51.182835852937366,51.27068056841776,0.39941489403284797
215,ICAM5,1.7320508075688772,38.8031622704684,38.841799677516256,0.2781816425586362
216,IL13RA2,3.3166247903554,19.38538537334308,19.66705789062065,0.2502835255732379
217,FADS6,4.358898943540674,22.175960930759256,22.600292989307924,0.31196042906163984
218,ADRA2B,1.0,41.67987041591639,41.69186488857967,0.2597335100774929
219,PBRM1,11.090536506409418,67.56609856252554,68.47026854745727,0.8510330963089353
220,LTF,10.44030650891055,108.30595739101469,108.80799789714123,1.0309998032186751
221,COL8A1,3.605551275463989,74.52856883010288,74.61573273689258,0.5469597760108837
222,YPEL2,1.7320508075688772,12.378263644283559,12.49885638158116,0.14229977007491898
223,SNAP25,10.723805294763608,163.02381671820592,163.37614519069544,1.325242496672657
224,NGEF,9.0,46.40328022101177,47.26800625443961,0.6472834722066336
225,CTXN1,8.06225774829855,52.171511458971764,52.790781467161686,0.6343641360261667
226,S100A12,3.3166247903554,70.3869746353602,70.4650707678552,0.5125434322848987
227,MLIP,1.7320508075688772,11.394353343662125,11.52524568589426,0.1372403155091415
228,ZWILCH,3.605551275463989,26.77298317954137,27.014674314749847,0.30139143943741187
229,FOXC1,4.58257569495584,72.71341233830395,72.85767175720216,0.5819902884187736
230,TBC1D23,1.7320508075688772,13.687386367682773,13.7965410729729,0.14903152899225305
231,RASAL1,3.872983346207417,15.925190055307908,16.389376995410103,0.2577534814501413
232,FGFR4,3.0,43.99942150657926,44.101576988965256,0.3624764063581097
233,NOL9,5.0,21.54085289815895,22.113533041559027,0.3378054817205719
234,NUP58,1.0,9.34595762350671,9.39930443705188,0.09346635889137007
235,UBN2,1.0,16.11948353027073,16.150472107114062,0.12829712197388293
236,EN2,5.744562646538029,49.56359368846189,49.89538875802993,0.515712611780671
237,RSPO2,4.123105625617661,75.12631126569687,75.23936897921442,0.5735344141451784
238,CHL1,11.269427669584644,75.01405864007722,75.85584350369419,0.8974549579063933
239,TBC1D26,1.0,10.752375375754347,10.79877660761294,0.10069842741784606
240,CAP2,6.557438524302,24.1550691237597,25.029330082397514,0.4219679209439279
241,NFATC1,6.082762530298219,60.703307968652986,61.00730774536055,0.5883520145027699
242,XAF1,3.3166247903554,35.22127837160908,35.37708933943517,0.3317147099836828
243,OR7A5,1.0,8.54985102718332,8.608132932699615,0.08937262681938146
244,EXPH5,5.0,18.619600416090943,19.27925101384631,0.32278384387527975
245,SYTL1,4.123105625617661,16.142875158656643,16.661104956994112,0.2702303274530027
246,GRIN2B,11.532562594670797,132.31147270576074,132.8131236345538,1.2040375389032991
247,PROX1,5.0,67.18577173108272,67.37156613216851,0.5725203666525807
248,DDN,5.5677643628300215,41.80595047413791,42.175081446822034,0.4677933331455787
249,PRB3,1.7320508075688772,24.264265178166546,24.326005932671844,0.20341985865561596
250,KLC4,9.433981132056603,41.22474010154769,42.29041494759958,0.6403604985685307
251,MATN3,10.908712114635714,78.96680958551032,79.71672983831088,0.9014015081262892
252,CLEC5A,3.605551275463989,23.625836791214702,23.8993758095293,0.2852082120095329
253,ADAMTS18,8.306623862918075,47.195004854572446,47.92043909672695,0.6198700828680073
254,WEE1,2.23606797749979,47.663652211710165,47.716074253430186,0.3466302137968291
255,FUT2,4.123105625617661,28.43489102446918,28.73226457440203,0.33343821922485906
256,EBF1,5.916079783099616,68.03586584672162,68.29259873158365,0.6184887530189613
257,RORA,7.280109889280518,76.84393317006673,77.18801762609067,0.7257189329448622
258,ITGB8,6.082762530298219,38.21474417903229,38.69582241882038,0.4727115270809883
259,WNK1,7.14142842854285,27.55899005005161,28.469245381267896,0.4659891476085305
260,GBP2,2.6457513110645907,31.924521974112153,32.033967960207015,0.2842993638654804
261,CORT,4.358898943540674,55.494118173782276,55.665044254771885,0.4832887530765781
262,ETS2,3.0,47.19279542296723,47.28805282345676,0.3788973445587762
263,NOM1,3.0,21.741061886743587,21.947067502589377,0.248019672716672
264,ATP4A,10.535653752852738,76.3832634404263,77.10643899058992,0.8711767131294199
265,COMP,4.123105625617661,76.23081448883272,76.34223652494619,0.5792139805362214
266,CLCNKA,4.795831523312719,23.95688387685601,24.43219771304177,0.3409583612036837
267,DDX6,9.539392014169456,49.186381265346675,50.102895145690404,0.6860872386716279
268,A4GALT,1.0,28.255900551060403,28.273590432617777,0.1907048947853184
269,ROBO2,6.557438524302,83.46018068091666,83.71739221506637,0.7269261241991314
270,LILRB3,5.196152422706632,35.56864135160938,35.94618543878358,0.4188458701454153
271,MAL2,9.219544457292887,29.495896825842763,30.90320257773879,0.5703114799321518
272,TMEM260,1.0,1.921184578003631,2.165860148476579,0.055286758717242514
273,FAM19A2,0.0,0.0,0.0,0.0
274,MYOD1,9.746794344808963,90.54579061956323,91.06887612637912,0.9081828705878908
275,AGTR2,6.557438524302,78.30225552883276,78.57635280987925,0.7004030885685795
276,TAC1,7.0,143.8698124654431,144.04000464746508,1.057659662708545
277,MRAP,1.0,10.574384800130863,10.621563627886369,0.09978316590474387
278,C4B,2.23606797749979,28.111139584624304,28.199932069886827,0.24608746185993974
279,ZNF326,1.0,8.488972904411344,8.547669914767999,0.08905957989221737
280,NRGN,3.605551275463989,42.539601083672906,42.69212644455679,0.38246639809120814
281,CHD7,10.44030650891055,86.69040056666398,87.31681138479952,0.9198484842440591
282,ZNRF3,1.7320508075688772,22.83826347952853,22.903848557837755,0.1960870857387924
283,ACSBG2,3.0,20.507419662619487,20.72569085021757,0.24167604893365194
284,HHIP,5.0,58.32417974179279,58.53810675579586,0.5269523692223754
285,ITGA2,10.44030650891055,53.00734185380821,54.02571878657874,0.7466437672221178
286,DEFB1,4.358898943540674,30.185695201191344,30.498790054348486,0.35314801150650954
