"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL90915";"";"None";"523.63";"1";"2.43";"7f";"CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)CCc1ccccc1";"Ki";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"11.87";"0.22";"3.78";"4.39";"0";"CHEMBL696530";"The compound was tested for its inhibitory activity against IL-1 beta converting enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127160";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"610.0"
"CHEMBL64391";"ITRACONAZOLE";"4.0";"705.65";"3";"5.58";"ITRACONAZOLE";"CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL445";"NORTRIPTYLINE";"4.0";"263.38";"0";"3.83";"NORTRIPTYLINE";"CNCCC=C1c2ccccc2CCc2ccccc21";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL2107797";"NORGESTREL";"4.0";"312.45";"0";"3.88";"NORGESTREL";"C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL897";"PROBENECID";"4.0";"285.37";"0";"2.20";"PROBENECID";"CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1130";"DOXIFLURIDINE";"3.0";"246.19";"0";"-1.69";"DOXIFLURIDINE";"C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL629";"AMITRIPTYLINE";"4.0";"277.41";"0";"4.17";"AMITRIPTYLINE";"CN(C)CCC=C1c2ccccc2CCc2ccccc21";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL172900";"";"None";"618.69";"1";"3.01";"6x";"CCOC(=O)C1CCN(CC(=O)C(CC(=O)O)NC(=O)C(CC)n2cccc(NC(=O)c3ccc4ccccc4c3)c2=O)CC1";"Ki";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"13.09";"0.25";"5.09";"4.93";"0";"CHEMBL696526";"Inhibition of human recombinant IL-1 beta converting enzyme";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131561";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"8.0"
"CHEMBL880";"FAMCICLOVIR";"4.0";"321.34";"0";"0.54";"FAMCICLOVIR";"CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1371";"CHLORZOXAZONE";"4.0";"169.57";"0";"1.77";"CHLORZOXAZONE";"O=c1[nH]c2cc(Cl)ccc2o1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL622";"ETODOLAC";"4.0";"287.36";"0";"3.38";"ETODOLAC";"CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL557555";"CIPROFIBRATE";"4.0";"289.16";"0";"3.59";"CIPROFIBRATE";"CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL80821";"";"None";"475.55";"1";"-0.91";"17";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H]1CNC(=O)C1)C(C)C";"Ki";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL701425";"Binding affinity towards IL-1 beta converting enzyme (ICE)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"20.0"
"CHEMBL324150";"";"None";"504.57";"1";"1.74";"Table 5, Row 6";"CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1nccs1";"Ki";"'='";"10000.0";"nM";"5.00";"";"";"UO_0000065";"9.91";"0.20";"3.26";"3.05";"0";"CHEMBL659501";"Compound was evaluated for the inhibitory activity against caspase-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133635";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"10.0"
"CHEMBL80694";"";"None";"506.56";"1";"-0.41";"12";"CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N(C)[C@@H](C)C(=O)N[C@H](C=O)CC(=O)O)C(C)C";"Ki";"'='";"59.0";"nM";"7.23";"";"";"UO_0000065";"14.27";"0.27";"7.64";"3.97";"0";"CHEMBL701425";"Binding affinity towards IL-1 beta converting enzyme (ICE)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127983";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.059"
"CHEMBL115620";"";"None";"564.60";"1";"2.94";"Table 5, Row 2";"CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)c1ncc(-c2ccccc2)o1";"Ki";"'='";"240.0";"nM";"6.62";"";"";"UO_0000065";"11.72";"0.22";"3.68";"3.74";"0";"CHEMBL659501";"Compound was evaluated for the inhibitory activity against caspase-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133635";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"0.24"
"CHEMBL862";"GUANFACINE";"4.0";"246.10";"0";"1.55";"GUANFACINE";"N=C(N)NC(=O)Cc1c(Cl)cccc1Cl";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL803";"CYTARABINE";"4.0";"243.22";"0";"-2.56";"CYTARABINE";"Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL894";"BUPROPION";"4.0";"239.75";"0";"3.30";"BUPROPION";"CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL32749";"FERULATE";"-1.0";"194.19";"0";"1.50";"FERULIC ACID";"COc1cc(/C=C/C(=O)O)ccc1O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL2220427";"ERYTHROMYCIN PROPIONATE";"4.0";"790.00";"2";"2.75";"ERYTHROMYCIN PROPIONATE";"CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL45245";"";"None";"195.22";"0";"2.68";"6(5H)-PHENANTHRIDINONE";"O=c1[nH]c2ccccc2c2ccccc12";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1598608";"AZASETRON";"2.0";"349.82";"0";"1.52";"AZASETRON";"CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL276832";"HYDRALAZINE";"4.0";"160.18";"0";"0.92";"HYDRALAZINE";"NNc1nncc2ccccc12";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL12856";"INAMRINONE";"4.0";"187.20";"0";"1.02";"AMRINONE";"Nc1cc(-c2ccncc2)c[nH]c1=O";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1105";"6-METHOXY-2-NAPHTHYLACETIC ACID";"-1.0";"216.24";"0";"2.48";"6-METHOXY-2-NAPHTHYLACETIC ACID";"COc1ccc2cc(CC(=O)O)ccc2c1";"Ki";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909193";"DRUGMATRIX: Protease, Caspase 1 enzyme inhibition (substrate: Ac-YVAD-AMC)";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL435284";"";"None";"628.11";"1";"2.75";"64b";"O=C(O)C[C@H](NC(=O)c1cnc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)s1)C(=O)CSCc1ccccc1Cl";"Ki";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"8.09";"0.17";"2.33";"2.54";"0";"CHEMBL659502";"Inhibitory activity against of Caspase-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135612";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";"";"8.3"
"CHEMBL32246";"";"None";"365.45";"0";"2.68";"3b";"C=CCOC(=O)N[C@@H](CC(=O)O)C(=O)CSCCCc1ccccc1";"Ki";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"12.50";"0.25";"1.89";"4.93";"0";"CHEMBL696524";"Inhibition of IL-1 beta converting enzyme (ICE) in human blood monocytes";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL4801";"Caspase-1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152032";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"27.0"
