"logFC","AveExpr","t","P.Value","adj.P.Val","B","change","geneName"
-1.02507325232182,7.67784268851156,-5.04148472046934,4.85636131460305e-05,0.999969238594284,-4.05327030130854,"down","CUX2"
-1.73563384251328,7.13415276835501,-4.68949044539609,0.000113831658023548,0.999969238594284,-4.09394420288671,"down","COL5A2"
1.49783475542571,5.3349512940587,4.52688845794247,0.000169024228927281,0.999969238594284,-4.11375644704681,"up","LINC00638"
-2.05748856697309,6.71025529899527,-4.44777802745503,0.000204920708287385,0.999969238594284,-4.12362794513605,"down","RAPGEFL1"
1.08318032482121,5.57413373009517,4.11561362883965,0.000460184408248873,0.999969238594284,-4.16670040416154,"up","LST1"
1.5401108148824,3.85364462563473,4.08503121367781,0.000495740515443431,0.999969238594284,-4.1707946522355,"up","TERB1"
-0.910700257762836,5.50446625518384,-4.05425393987438,0.000534283683798749,0.999969238594284,-4.17493620651829,"down","RMDN2"
-2.09365876545684,3.80177090928148,-4.04836220183627,0.000541995141983875,0.999969238594284,-4.17573144195805,"down","SOX21-AS1"
-0.812589797690458,3.94995686592454,-4.00288230006994,0.000605367741977001,0.999969238594284,-4.18189593834947,"down","NLRP3"
1.20306028627299,6.10880315430836,3.93742229582533,0.000709709022922037,0.999969238594284,-4.19084795085921,"up","PYCARD"
-0.882263435224975,9.88967291721047,-3.83281585570044,0.000914649752111285,0.999969238594284,-4.20534267522522,"down","LOC101930363///LOC101928349///LOC100507387///FAM153C///FAM153A///FAM153B"
-1.15482295752845,5.1510422139263,-3.83261072449862,0.000915104325483035,0.999969238594284,-4.2053713224193,"down","ANKRD30BP2"
1.17656189622642,6.19097501033489,3.78924487158229,0.00101639643480142,0.999969238594284,-4.21144667600336,"up","ENG"
1.08345235217333,5.61521009781722,3.72307008851801,0.00119268888134793,0.999969238594284,-4.22078967054499,"up","RAB11B-AS1"
1.01720043337437,6.30832009161746,3.69749685175216,0.00126862394733301,0.999969238594284,-4.22442307229934,"up","ARHGAP45"
1.25215598071129,4.74152822447405,3.68264336025692,0.00131489675041812,0.999969238594284,-4.22653914510471,"up","PCED1B"
-1.28800219378497,5.11715382981314,-3.66767318382597,0.00136321531546537,0.999969238594284,-4.22867604078007,"down","LOC100287015"
-1.38287796550049,5.00359243922846,-3.56299227238806,0.00175351660647908,0.999969238594284,-4.24373286231561,"down","TAAR9"
1.66848409426863,3.94411989795599,3.50856221650524,0.00199790775726518,0.999969238594284,-4.25163752162703,"up","LOC574538"
-1.61365834928421,5.09083250302316,-3.50657566364894,0.002007432261754,0.999969238594284,-4.25192695801643,"down","ALG1"
0.972844539925102,8.06106288840608,3.48071732872725,0.00213554388394833,0.999969238594284,-4.2557003355589,"up","SNORA68///RPL18A"
1.08695522590286,4.88048865167333,3.47701450023865,0.00215453267042369,0.999969238594284,-4.25624155517341,"up","GAPLINC"
1.20669628106076,4.52880782756762,3.45611064187047,0.00226487306734505,0.999969238594284,-4.25930103226428,"up","CDH7"
-1.41910461035966,7.19716475203139,-3.40003664353153,0.00258888301693568,0.999969238594284,-4.26754138036168,"down","IFFO2"
1.2329663502179,4.87405270037908,3.36748670031826,0.00279729553725224,0.999969238594284,-4.27234620180801,"up","MUC2"
0.928192597280111,9.61082483764491,3.34172976336682,0.00297373234154665,0.999969238594284,-4.27615895935972,"up","LGALS1"
