"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL68669";"";"None";"475.50";"0";"2.25";"29";"O=C[C@H](CC(=O)O)NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CCc2ccccc2)c1=O";"Ki";"'='";"900.0";"nM";"6.05";"";"";"UO_0000065";"12.71";"0.24";"3.80";"4.49";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"900.0"
"CHEMBL293979";"";"None";"518.48";"1";"-1.06";"31";"O=C[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3ccc(OCC(=O)O)cc3)C(=O)N12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"17.36";"0.33";"10.06";"4.51";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"1.0"
"CHEMBL5572769";"";"None";"413.43";"0";"1.14";"27";"CC(C(=O)N[C@H](C=O)CC(=O)O)n1cccc(NC(=O)CCc2ccccc2)c1=O";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"16.51";"0.31";"5.68";"5.07";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"150.0"
"CHEMBL5573879";"";"None";"489.53";"0";"2.17";"28";"O=C[C@@H](CC(=O)O)NC(=O)Cn1c(Cc2ccccc2)ccc(NC(=O)CCc2ccccc2)c1=O";"Ki";"'='";"150.0";"nM";"6.82";"";"";"UO_0000065";"13.94";"0.26";"4.65";"5.07";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"150.0"
"CHEMBL5567232";"";"None";"503.56";"1";"2.73";"30";"CC(C(=O)N[C@@H](C=O)CC(=O)O)n1c(Cc2ccccc2)ccc(NC(=O)CCc2ccccc2)c1=O";"Ki";"'='";"970.0";"nM";"6.01";"";"";"UO_0000065";"11.94";"0.22";"3.28";"4.47";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"970.0"
"CHEMBL5565229";"";"None";"412.51";"0";"4.76";"4";"Cc1cc(O)c(C(c2cc(C)c(C)cc2O)c2ccccc2S(=O)(=O)O)cc1C";"Ki";"'='";"227000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5510949";"Displacement of (S)-3-(5-chloro-2-hydroxyphenyl)-3-hydroxy-6-(trifluoromethyl)indolin-2-one from biotinylated His6-tagged human IL-1 beta (117 to 269 residues) expressed in Escherichia coli BL21(DE3) by 19F NMR displacement assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5506044";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"ANTAGONIST";"";"227.0"
"CHEMBL5542441";"";"None";"469.45";"0";"3.77";"(S)-2";"Cc1ccc2c(c1)NC(=O)[C@@]2(c1cn[nH]c1)c1cc(-c2ccc(C(=O)O)cc2C(=O)O)ccc1O";"Ki";"'<'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5510949";"Displacement of (S)-3-(5-chloro-2-hydroxyphenyl)-3-hydroxy-6-(trifluoromethyl)indolin-2-one from biotinylated His6-tagged human IL-1 beta (117 to 269 residues) expressed in Escherichia coli BL21(DE3) by 19F NMR displacement assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5506044";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"ANTAGONIST";"";"10.0"
"CHEMBL5561166";"";"None";"395.20";"0";"4.06";"(rac)-3";"OC(c1ccc(OC(F)F)cc1)(c1cccc(Br)c1)c1cc[nH]n1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5510949";"Displacement of (S)-3-(5-chloro-2-hydroxyphenyl)-3-hydroxy-6-(trifluoromethyl)indolin-2-one from biotinylated His6-tagged human IL-1 beta (117 to 269 residues) expressed in Escherichia coli BL21(DE3) by 19F NMR displacement assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5506044";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"";"";"1000.0"
"CHEMBL5542148";"";"None";"436.46";"0";"3.89";"(rac, trans)-6";"Cc1cc(O)c(C(c2cc(C3CC(C(=O)O)C3)ccc2O)c2c[nH]nc2C(=O)O)cc1C";"Ki";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"10.00";"0.19";"0.48";"3.04";"0";"CHEMBL5510949";"Displacement of (S)-3-(5-chloro-2-hydroxyphenyl)-3-hydroxy-6-(trifluoromethyl)indolin-2-one from biotinylated His6-tagged human IL-1 beta (117 to 269 residues) expressed in Escherichia coli BL21(DE3) by 19F NMR displacement assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5506044";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"ANTAGONIST";"";"43.0"
"CHEMBL5558489";"";"None";"366.42";"0";"3.93";"5";"Cc1cc(O)c(C(c2cc(C)c(C)cc2O)c2c[nH]nc2C(=O)O)cc1C";"Ki";"'='";"58000.0";"nM";"4.24";"";"";"UO_0000065";"11.56";"0.21";"0.31";"3.98";"0";"CHEMBL5510949";"Displacement of (S)-3-(5-chloro-2-hydroxyphenyl)-3-hydroxy-6-(trifluoromethyl)indolin-2-one from biotinylated His6-tagged human IL-1 beta (117 to 269 residues) expressed in Escherichia coli BL21(DE3) by 19F NMR displacement assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5506044";"1";"Scientific Literature";"J Med Chem";"2024";"None";"";"ANTAGONIST";"";"58.0"
"CHEMBL299288";"";"None";"462.43";"0";"-0.39";"32";"O=C[C@H](CC(=O)O)NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3ccccc3F)C(=O)N12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.46";"0.37";"9.39";"5.88";"0";"CHEMBL5543473";"Binding affinity to Interleukin-1beta (unknown origin) assessed as inhibition constant";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5543064";"1";"Scientific Literature";"Eur J Med Chem";"2023";"None";"";"INHIBITOR";"";"1.0"
