"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL5780901";"";"None";"400.85";"0";"3.61";"BDBM398084";"COCCn1cc(C(=O)NC[C@]2(O)CCCC(F)(F)C2)c2c(Cl)cccc21";"IC50";"'='";"300.0";"nM";"6.52";"";"795629";"UO_0000065";"16.27";"0.33";"2.91";"10.27";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"300.0"
"CHEMBL5409468";"";"None";"400.85";"0";"3.61";"BDBM398085";"COCCn1cc(C(=O)NC[C@@]2(O)CCCC(F)(F)C2)c2c(Cl)cccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"795631";"UO_0000065";"18.11";"0.37";"3.65";"11.43";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"55.0"
"CHEMBL5894126";"";"None";"409.91";"0";"4.60";"BDBM398214";"CC1(Cn2cc(C(=O)NCC3CCC(F)(F)CC3)c3c(Cl)cccc32)CCN1";"IC50";"'='";"750.0";"nM";"6.12";"";"795852";"UO_0000065";"14.94";"0.30";"1.52";"13.30";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"750.0"
"CHEMBL5781180";"";"None";"382.84";"0";"4.42";"BDBM398133";"O=C(NC[C@H]1CCCC(F)(F)C1)c1cn(C2COC2)c2cccc(Cl)c12";"IC50";"'='";"55.0";"nM";"7.26";"";"795702";"UO_0000065";"18.96";"0.38";"2.84";"16.78";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"55.0"
"CHEMBL5752430";"";"None";"348.83";"0";"3.02";"BDBM398140";"O=C(NCC1CCCOC1)c1cn(C2COC2)c2cccc(Cl)c12";"IC50";"'>'";"10000.0";"nM";"";"";"795715";"UO_0000065";"";"";"";"";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10000.0"
"CHEMBL5912656";"";"None";"410.89";"1";"5.03";"BDBM398207";"O=C(NCC1CCC(F)(F)CC1)c1cn(CC2CCCO2)c2cccc(Cl)c12";"IC50";"'='";"300.0";"nM";"6.52";"";"795838";"UO_0000065";"15.87";"0.32";"1.49";"15.08";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"300.0"
"CHEMBL5847368";"";"None";"409.91";"0";"4.55";"BDBM398213";"CN1CC[C@H]1Cn1cc(C(=O)NCC2CCC(F)(F)CC2)c2c(Cl)cccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"795850";"UO_0000065";"17.71";"0.35";"2.71";"19.48";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"55.0"
"CHEMBL5790254";"";"None";"425.91";"0";"4.50";"BDBM398259";"CC(C(=O)N(C)C)n1cc(C(=O)NCC2CCC(F)(F)CC2)c2c(Cl)cccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"795940";"UO_0000065";"17.05";"0.34";"2.76";"13.36";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"55.0"
"CHEMBL6012516";"";"None";"409.91";"0";"4.60";"BDBM398218";"O=C(NCC1CCCC(F)(F)C1)c1cn(CC2CCCN2)c2cccc(Cl)c12";"IC50";"'<'";"10.0";"nM";"";"";"795860";"UO_0000065";"";"";"";"";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"10.0"
"CHEMBL5749633";"";"None";"526.02";"2";"5.49";"BDBM398225";"CC(C)(C)OC(=O)N1CCOCC1Cn1cc(C(=O)NCC2CCC(F)(F)CC2)c2c(Cl)cccc21";"IC50";"'='";"55.0";"nM";"7.26";"";"795874";"UO_0000065";"13.80";"0.28";"1.77";"9.97";"0";"CHEMBL5734027";"IL-1beta release assay: The activation of P2X7 by ATP leads to a fast transient activation of cells resulting in influx of Ca2+ followed by conversion of pro-IL-1β to active IL-1β. The functional activity of P2X7 compounds was measured by the release of mature IL-13 in the culture medium of THP-1 cells, detected by sandwich ELISA. Cells were maintained in complete growth medium (RPMI 1640+10% HI-FCS+2 mM L-glutamine+1×PS). Every 3 days, the medium was renewed by diluting the cells 1/3 to 1/4 as cell density did not exceed 0.5 million cells per ml (seeding cell density @1×105/ml). THP-1 cells were harvested from the flask in 50 ml by centrifugation for 3 min at 100 g. The cells were resuspended to 2×105 cells/ml in medium supplemented with 0.5 μM PMA and incubated. The cells were washed and resuspended to 1.5×105 cells/ml in medium complemented with 10 ng/ml LPS, and the cells were primed for 4 h at 37° C., 5% CO2. After addition of 20 μL of prediluted test compounds, blank, standard and control reagents, cells were incubated for a further 20 min at 37° C. and stimulated with 0.8 mM BzATP for 30 minutes. The cells were centrifuged, supernatant was collected and the presence of mature IL-1β was detected using Dual human IL-1b kit following manufacturer's instruction. The tetrahydrobenzodiazepine analogs effectively modulated the activity of P2X7 in the cells as measured by the levels of pro-inflammatory cytokine IL-1β, which is released by the activation of P2X7 receptor.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1909490";"Interleukin-1 beta";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727105";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"55.0"
