"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL25202";"TAMIBAROTENE";"4.0";"351.45";"0";"4.99";"BDBM50061625";"CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21";"IC50";"'='";"13050.0";"nM";"4.88";"";"786312";"UO_0000065";"13.90";"0.26";"-0.11";"7.36";"0";"CHEMBL5733872";"Inhibition Assay: Eighteen compounds were tested as potential inhibitors of CYP26A1 and CYP26B1. The formation of 9-cis-4-OH-RA metabolite was monitored and the percent activity remaining in the presence of the inhibitor in comparison to the solvent only control was quantified.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727018";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"13050.0"
"CHEMBL4216904";"";"None";"399.46";"0";"4.55";"BDBM393289";"CC1(C)CCC(C)(C)c2cc(C(O)C(=O)Nc3ccc(C(=O)O)cc3F)ccc21";"IC50";"'='";"14800.0";"nM";"4.83";"";"786326";"UO_0000065";"12.09";"0.23";"0.28";"5.58";"0";"CHEMBL5733872";"Inhibition Assay: Eighteen compounds were tested as potential inhibitors of CYP26A1 and CYP26B1. The formation of 9-cis-4-OH-RA metabolite was monitored and the percent activity remaining in the presence of the inhibitor in comparison to the solvent only control was quantified.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727018";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"14800.0"
"CHEMBL1831092";"";"None";"400.48";"0";"4.96";"17";"COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1cncn1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"23.78";"0.43";"4.56";"13.79";"0";"CHEMBL1833546";"Inhibition of CYP26 in human liver microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828563";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.0003"
"CHEMBL5975645";"";"None";"415.56";"0";"4.77";"BDBM476224";"Cc1cc2c(cc1S(=O)(=O)Nc1ccc(CC(=O)O)cc1)C(C)(C)CCC2(C)C";"IC50";"'='";"470.0";"nM";"6.33";"";"987221";"UO_0000065";"15.23";"0.30";"1.56";"7.58";"0";"CHEMBL5736218";"Cell-Based Inhibitor Assay: CYP26A1 or CYP26B1 stably transfected HeLa cells were maintained in Minimum Essential Medium (MEM) containing 10% fetal bovine serum (FBS) and 100 μg/mL hygromycin. Exponentially growing cells were harvested by incubation in trypsin. Cells were then collected and re-plated in 48-well culture plates at 5×105 cells in 0.2 mL of culture medium containing 0.05 μCi [3H]-RA in the presence or absence of increasing concentrations of a test compound. The test compounds were diluted in dimethyl sulfoxide (DMSO) and then added in duplicate to wells at 0.01, 0.1, 1, 10 and 100 μM final concentration. As a positive control for inhibition of RA metabolism, cells were also incubated with ketoconazole at the same concentrations as above. Cells were incubated for 3 hours at 37° C. Retinoids were then extracted using the procedure of Bligh, et al., (1959), Canadian Journal of Biochemistry 37, 911-917, which was modified by using dichloromethane instead of chloroform. Each sample's water soluble radioactivity level was quantified using a β-scintillation counter (using Ecolume scintillation fluid, available from MP Biomedicals of Solon, Ohio, USA). IC50 values represented the concentration of inhibitor required to inhibit all trans-RA metabolism by 50%, and were derived from log transformed data.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5728169";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"470.0"
"CHEMBL1766005";"";"None";"399.49";"1";"5.57";"2";"COC(=O)C(C)(C)C(c1ccc(Nc2ccc3ccccc3c2)cc1)n1ccnc1";"IC50";"'='";"3.0";"nM";"8.52";"";"";"UO_0000065";"21.33";"0.39";"2.95";"15.18";"0";"CHEMBL1833546";"Inhibition of CYP26 in human liver microsomes";"B";"BAO_0000251";"microsome format";"Homo sapiens";"CHEMBL3559723";"Liver";"None";"Microsome";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828563";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"0.003"
"CHEMBL2205778";"";"None";"380.40";"0";"3.42";"9";"CC(C)(C(=O)O)C(c1ccc(Nc2ccc(C(=O)O)cc2)cc1)n1cncn1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"18.59";"0.34";"3.65";"6.03";"0";"CHEMBL2214483";"Inhibition of CYP26A1 in human MCF7 cell microsomes using [3H]ATRA as substrate after 1 hr by scintillation counter analysis";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"MCF7";"Microsome";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203049";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308403";"";"";"";"0.085"
"CHEMBL57765";"";"None";"366.51";"1";"5.65";"6, VN/14-1";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1n1ccnc1";"IC50";"'='";"10.9";"nM";"7.96";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL916377";"Inhibition of ATRA-induced CYP26 in human MCF7 cells assessed ATRA as metabolism using [11.12-3H]-ATRA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MCF7";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149300";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3308403";"";"";"";"10.9"
"CHEMBL224828";"";"None";"380.53";"1";"5.74";"5";"COC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C(n2ccnc2)CCC1(C)C";"IC50";"'='";"215.0";"nM";"6.67";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL916378";"Inhibition of ATRA-induced CYP26 in human T47D cells assessed as ATRA metabolism using [11.12-3H]-ATRA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"T47D";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149300";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307606";"";"";"";"215.0"
"CHEMBL57765";"";"None";"366.51";"1";"5.65";"6, VN/14-1";"CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1n1ccnc1";"IC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL916378";"Inhibition of ATRA-induced CYP26 in human T47D cells assessed as ATRA metabolism using [11.12-3H]-ATRA";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"T47D";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149300";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307606";"";"";"";"6.3"
"CHEMBL225621";"";"None";"380.53";"1";"5.74";"(-)-5";"COC(=O)/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)[C@H](n2ccnc2)CCC1(C)C";"IC50";"'='";"680.0";"nM";"6.17";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL916379";"Inhibition of ATRA-induced CYP26 in human T47D cell microsome assessed as ATRA metabolism using [11.12-3H]-ATRA";"F";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"T47D";"None";"";"";"";"CHEMBL5141";"Cytochrome P450 26A1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149300";"1";"Scientific Literature";"J Med Chem";"2004";"CHEMBL3307606";"";"";"";"680.0"
