,node1,node2
358,ALB,HSPB1
359,ALB,CD68
360,ALB,KRT5
361,ALB,GDF15
362,ALB,GFAP
363,ALB,SERPINF1
364,ALB,SNAP25
365,ALB,CHI3L1
366,ALB,LYVE1
367,ALB,CCNB1
368,ALB,GRP
369,ALB,TLR2
370,ALB,SLC17A6
371,ALB,SYP
372,ALB,CP
373,ALB,CALB1
374,ALB,FCGR2A
375,ALB,CRH
376,ALB,FLT1
377,ALB,THY1
378,ALB,UCHL1
379,ALB,LY96
380,ALB,SST
381,ALB,CCR5
382,ALB,AZGP1
383,ALB,VIP
384,ALB,PCK1
385,ALB,HSPA1B
386,ALB,HCLS1
387,ALB,SYN2
388,ALB,SOCS3
389,ALB,CRYAB
390,ALB,CNR1
391,ALB,S100A4
392,ALB,CFD
393,ALB,LIPC
394,ALB,RET
395,ALB,CPB1
396,ALB,RNASE3
397,ALB,AQP1
398,ALB,GAP43
399,ALB,ANGPT1
400,ALB,GAD2
401,ALB,TGFB2
402,ALB,NLRP3
403,ALB,MAP1A
404,ALB,IGLL5
405,ALB,TYRP1
406,ALB,NOS2
407,ALB,OCA2
408,ALB,TUBB3
409,ALB,ENTPD3
410,ALB,SYN1
411,ALB,MET
412,ALB,GAD1
413,ALB,NPY
414,ALB,NEFL
415,ALB,C4B
416,ALB,GOT1
417,ALB,PPBP
418,ALB,C4A
419,ALB,CA10
420,ALB,CD163
421,ALB,STAB1
422,ALB,HPRT1
423,ALB,TAC1
424,ALB,SNCA
425,ALB,FGF13
426,ALB,SFTPD
427,ALB,MAP2
428,ALB,CXCR4
429,ALB,HSPB3
430,ALB,SCIN
431,ALB,S100A8
432,ALB,ANGPT2
433,ALB,PIGR
434,ALB,BDNF
435,ALB,ITGB2
436,ALB,ENO2
437,ALB,CCK
438,ALB,CD86
439,ALB,FGF9
440,ALB,PF4
441,ALB,RBP4
442,ALB,SPP1
443,ALB,TLR4
444,ALB,IGF1
445,ALB,SERPINA3
446,ALB,PXDNL
447,SCIN,ACTN2
448,SCIN,C3
449,SCIN,C4B
450,SCIN,HCLS1
451,SCIN,HSPB1
452,SCIN,INA
453,SCIN,LCP1
454,SCIN,PIP5K1B
455,SCIN,RBP4
456,SCIN,TGFBI
457,SCIN,SNCA
458,SCIN,SERPINA3
459,SCIN,TAGLN3
460,SCIN,TAGLN2
461,PGAM2,ACTN2
462,PGAM2,CASQ1
463,PGAM2,ENO2
464,PGAM2,SMPX
465,PGAM2,TCAP
466,TCAP,ACTN2
467,TCAP,BAG3
468,TCAP,CASQ1
469,TCAP,CRYAB
470,TCAP,PVALB
471,TCAP,SMPX
472,ACTN2,PVALB
473,ACTN2,CACNG1
474,ACTN2,PDLIM4
475,ACTN2,GRIA4
476,ACTN2,MEF2C
477,ACTN2,MYLK3
478,ACTN2,TAGLN2
479,ACTN2,TAGLN3
480,ACTN2,CRYAB
481,ACTN2,NEFL
482,ACTN2,CASQ1
483,ACTN2,SMPX
484,CRYAB,ATP1A3
485,CRYAB,BAG3
486,CRYAB,BFSP1
487,CRYAB,NEFM
488,CRYAB,HSPB1
489,CRYAB,GFAP
490,CRYAB,CRYGN
491,CRYAB,HSPA1B
492,CRYAB,HSPA1A
493,CRYAB,KCNC2
494,CRYAB,NEFL
495,CRYAB,SNCA
496,SMPX,CASQ1
497,SMPX,RBM24
498,CASQ1,CACNG1
499,CASQ1,PVALB
500,CASQ1,MEF2C
501,SLA,CD163
502,SLA,EVI2B
503,SLA,FLT3
504,SLA,HCLS1
505,SLA,ITGB2
506,SLA,NLRP2
507,SLA,RCC1
508,SLA,S1PR4
509,SLA,TLR2
510,MYO10,SRGAP3
511,MYO10,SMTN
512,LCP1,ALOX5AP
513,LCP1,DYNC1I1
514,LCP1,HCLS1
515,LCP1,ITGB2
516,LCP1,STAT4
517,LCP1,TAGLN2
518,LCP1,S100A8
519,LCP1,TUBB2A
520,LCP1,SH3GL2
521,LCP1,TAGLN3
522,LCP1,MYO1F
523,LCP1,NNMT
524,PVALB,BDNF
525,PVALB,CALB1
526,PVALB,CAMK4
527,PVALB,CCK
528,PVALB,CNR1
529,PVALB,CNTNAP2
530,PVALB,CRH
531,PVALB,CRYM
532,PVALB,DLX2
533,PVALB,DLX5
534,PVALB,ENO2
535,PVALB,GABRD
536,PVALB,GABRG2
537,PVALB,GAD1
538,PVALB,GAD2
539,PVALB,GAP43
540,PVALB,GFAP
541,PVALB,GRIA4
542,PVALB,HAPLN4
543,PVALB,HTR2A
544,PVALB,KCNC2
545,PVALB,MAP2
546,PVALB,NEUROD1
547,PVALB,NPTXR
548,PVALB,NPY
549,PVALB,NRGN
550,PVALB,SNCA
551,PVALB,SYNPR
552,PVALB,SNAP25
553,PVALB,THY1
554,PVALB,PXDNL
555,PVALB,TAC1
556,PVALB,SYN2
557,PVALB,SYP
558,PVALB,SYN1
559,PVALB,SCN8A
560,PVALB,SLC17A6
561,PVALB,VIP
562,PVALB,SLC32A1
563,PVALB,SST
564,CACNG1,CACNG3
565,CACNG1,SCN8A
566,PDLIM4,GFAP
567,PDLIM4,SMTN
568,GRIA4,AKAP5
569,GRIA4,BDNF
570,GRIA4,CACNG3
571,GRIA4,CAMK4
572,GRIA4,GABBR2
573,GRIA4,GABRA4
574,GRIA4,GABRB2
575,GRIA4,GABRG2
576,GRIA4,GAD1
577,GRIA4,GAD2
578,GRIA4,SLC32A1
579,GRIA4,SNAP25
580,GRIA4,HTR3B
581,GRIA4,SLC17A6
582,GRIA4,SYP
583,GRIA4,NPTX2
584,GRIA4,NXPH1
585,GRIA4,LINGO1
586,GRIA4,SYN1
587,GRIA4,TSPAN7
588,GRIA4,SV2B
589,GRIA4,NPTXR
590,GRIA4,TAC1
591,GRIA4,NEFL
592,GRIA4,VWC2
593,GRIA4,OLFM3
594,GRIA4,GRM7
595,MEF2C,DLX6
596,MEF2C,GATA2
597,MEF2C,HLA-DRB5
598,MEF2C,HPCAL1
599,MEF2C,IGF1
600,MEF2C,INPP5D
601,MEF2C,S100A10
602,MEF2C,RGS1
603,MEF2C,MS4A6A
604,MEF2C,RUNX3
605,MYLK3,GATA2
606,MYLK3,MYL5
607,MYLK3,PAK3
608,MYLK3,PAK6
609,TAGLN2,EFHB
610,TAGLN2,FCGR2A
611,TAGLN2,RBP4
612,TAGLN2,S100A10
613,TAGLN2,S100A4
614,TAGLN2,SFN
615,TAGLN2,SMTN
616,TAGLN2,TAGLN3
617,TAGLN3,EFHB
618,TAGLN3,FCGR2A
619,TAGLN3,FKBP1B
620,TAGLN3,GAP43
621,TAGLN3,INA
622,TAGLN3,SFN
623,TAGLN3,SMTN
624,TAGLN3,STMN2
625,TAGLN3,SYT4
626,NEFL,ATOH7
627,NEFL,BDNF
628,NEFL,BSCL2
629,NEFL,CALB1
630,NEFL,CAMK4
631,NEFL,CCL2
632,NEFL,CDK5
633,NEFL,CHI3L1
634,NEFL,EGR2
635,NEFL,ENO2
636,NEFL,GAD1
637,NEFL,GAP43
638,NEFL,GFAP
639,NEFL,HSPB1
640,NEFL,HSPB3
641,NEFL,INA
642,NEFL,LRRTM1
643,NEFL,MAP2
644,NEFL,NEFM
645,NEFL,SNAP25
646,NEFL,SYT4
647,NEFL,SLC17A6
648,NEFL,SYP
649,NEFL,NPTX2
650,NEFL,THY1
651,NEFL,NRGN
652,NEFL,UCHL1
653,NEFL,NEUROD1
654,NEFL,SYN1
655,NEFL,PNOC
656,NEFL,TUBB3
657,NEFL,SCN8A
658,NEFL,SPP1
659,NEFL,VSNL1
660,NEFL,SYNPR
661,NEFL,STMN2
662,NEFL,SYN2
663,NEFL,SNCA
664,ADAMTS1,VGF
665,VGF,BDNF
666,VGF,CHGA
667,VGF,CHGB
668,VGF,EGR1
669,VGF,FGF9
670,VGF,FLT1
671,VGF,NPTX2
672,VGF,NPTXR
673,VGF,NPY
674,VGF,SCG2
675,VGF,SCG3
676,VGF,SCG5
677,ADAMTS3,COL24A1
678,COL24A1,SERPINH1
679,ADCY1,GNG13
680,ADCY1,CAMK4
681,ADCY1,GNG3
682,ADCY1,SCN8A
683,ADCY1,KCNC2
684,ADCY1,CCKBR
685,ADCY1,KCNJ6
686,ADCY1,ENTPD3
687,ADCY1,ADCY2
688,ADCY1,PDE1A
689,ADCY1,GNG2
690,ADCY1,CNR1
691,GNG13,ADCY2
692,GNG13,ADCYAP1
693,GNG13,ADRA1B
694,GNG13,ADRA1D
695,GNG13,APLNR
696,GNG13,CCR5
697,GNG13,CCT6B
698,GNG13,CHRM4
699,GNG13,CNR1
700,GNG13,CXCR4
701,GNG13,GABBR2
702,GNG13,RGS17
703,GNG13,LIN7B
704,GNG13,RGS1
705,GNG13,NMU
706,GNG13,TAS2R16
707,GNG13,LPAR1
708,GNG13,OPN3
709,GNG13,MCHR1
710,GNG13,VIP
711,GNG13,VIPR1
712,GNG13,MCHR2
713,GNG13,KCNJ4
714,GNG13,PIK3R5
715,GNG13,OR52I2
716,GNG13,OR7G2
717,GNG13,OR51A7
718,GNG13,OR52E8
719,GNG13,OR10H2
720,GNG13,KCNJ6
721,GNG13,OR2L13
722,GNG13,RGS7
723,GNG13,OR11A1
724,GNG13,HTR5A
725,GNG13,GNG2
726,GNG13,PDE1A
727,GNG13,GNG3
728,CAMK4,ADCY2
729,CAMK4,BDNF
730,CAMK4,NEFM
731,CAMK4,PDE1A
732,CAMK4,HPCAL1
733,CAMK4,SNCA
734,CAMK4,SYN2
735,CAMK4,SYN1
736,CAMK4,PPM1E
737,CAMK4,CAMKK2
738,CAMK4,CAMKK1
739,GNG3,ADCY2
740,GNG3,ADCYAP1
741,GNG3,ADRA1B
742,GNG3,ADRA1D
743,GNG3,APLNR
744,GNG3,CCR5
745,GNG3,CCT6B
746,GNG3,CHRM4
747,GNG3,CNR1
748,GNG3,CXCR4
749,GNG3,GABBR2
750,GNG3,GABRG2
751,GNG3,GAP43
752,GNG3,GNG2
753,GNG3,RGS17
754,GNG3,SLC32A1
755,GNG3,MCHR1
756,GNG3,SNAP25
757,GNG3,NMU
758,GNG3,MCHR2
759,GNG3,HTR5A
760,GNG3,STMN2
761,GNG3,OPN3
762,GNG3,RGS1
763,GNG3,VIPR1
764,GNG3,VIP
765,GNG3,LPAR1
766,GNG3,KCNJ4
767,GNG3,RGS7
768,GNG3,PIK3R5
769,GNG3,KCNJ6
770,SCN8A,ATP1A3
771,SCN8A,CALB1
772,SCN8A,CCKBR
773,SCN8A,CHRNB2
774,SCN8A,CNTNAP2
775,SCN8A,DOCK3
776,SCN8A,FGF12
777,SCN8A,FGF13
778,SCN8A,FGF14
779,SCN8A,GABRG2
780,SCN8A,KCNA3
781,SCN8A,KCNC2
782,SCN8A,KCNJ4
783,SCN8A,SCN3B
784,SCN8A,SNAP25
785,SCN8A,STXBP1
786,KCNC2,AKAP5
787,KCNC2,CALB1
788,KCNC2,CCKBR
789,KCNC2,GABRG2
790,KCNC2,GK5
791,KCNC2,SLC32A1
792,KCNC2,RPS4Y1
793,KCNC2,SST
794,KCNC2,SCN3B
795,KCNC2,RPS4Y2
796,CCKBR,CBLN2
797,CCKBR,CCK
798,CCKBR,CHGA
799,CCKBR,GRP
800,CCKBR,NMU
801,CCKBR,TCIRG1
802,CCKBR,SST
803,CCKBR,PROK2
804,CCKBR,NPY
805,KCNJ6,BIRC3
806,KCNJ6,CALB1
807,KCNJ6,GABBR2
808,KCNJ6,GNG2
809,KCNJ6,KCNJ4
810,KCNJ6,SLC17A6
811,KCNJ6,RGS7
812,KCNJ6,KCNV1
813,KCNJ6,KCNS1
814,ENTPD3,ADCY2
815,ENTPD3,CCK
816,ENTPD3,HPRT1
817,ENTPD3,PDE1A
818,ADCY2,GNG2
819,ADCY2,S1PR3
820,ADCY2,ADCYAP1
821,ADCY2,AKAP5
822,ADCY2,PDE1A
823,ADCY2,CNR1
824,PDE1A,HPRT1
825,GNG2,ADCYAP1
826,GNG2,ADRA1B
827,GNG2,ADRA1D
828,GNG2,APLNR
829,GNG2,CCL2
830,GNG2,CCR1
831,GNG2,CCR5
832,GNG2,CCT6B
833,GNG2,CHRM4
834,GNG2,CNR1
835,GNG2,CRH
836,GNG2,CXCR4
837,GNG2,FPR1
838,GNG2,GABBR2
839,GNG2,RGS17
840,GNG2,MCHR1
841,GNG2,SNAP25
842,GNG2,NMU
843,GNG2,PTH2R
844,GNG2,HTR2C
845,GNG2,MCHR2
846,GNG2,SST
847,GNG2,HTR5A
848,GNG2,KCNJ4
849,GNG2,VIPR1
850,GNG2,VIP
851,GNG2,OPN3
852,GNG2,RGS7
853,GNG2,RGS1
854,GNG2,NPY
855,GNG2,HTR2A
856,GNG2,IGLL5
857,GNG2,S1PR3
858,GNG2,HTR4
859,GNG2,PIK3R5
860,GNG2,LPAR1
861,CNR1,BDNF
862,CNR1,CCK
863,CNR1,SLC32A1
864,CNR1,SLC17A6
865,CNR1,CRH
866,CNR1,GPM6A
867,CNR1,SST
868,CNR1,OXGR1
869,CNR1,TAC1
870,CNR1,GAD1
871,CNR1,GPRASP1
872,CNR1,IGF1
873,CNR1,NPY
874,CNR1,HTR2A
875,S1PR3,CCL2
876,S1PR3,CXCR4
877,S1PR3,PIK3R5
878,S1PR3,S1PR4
879,ADCYAP1,SLC32A1
880,ADCYAP1,SNAP25
881,ADCYAP1,GRP
882,ADCYAP1,SLC17A6
883,ADCYAP1,CBLN2
884,ADCYAP1,CRH
885,ADCYAP1,SST
886,ADCYAP1,CARTPT
887,ADCYAP1,SCG2
888,ADCYAP1,TAC1
889,ADCYAP1,VIPR1
890,ADCYAP1,VIP
891,ADCYAP1,ATP1B1
892,ADCYAP1,INSL3
893,ADCYAP1,GAP43
894,ADCYAP1,CCK
895,ADCYAP1,NPY
896,ADCYAP1,BDNF
897,ADCYAP1,NELL2
898,AKAP5,CACNG3
899,AKAP5,CABP1
900,AKAP5,MAP2
901,AKAP5,WASF1
902,AKAP5,ROBO2
903,SLC32A1,BDNF
904,SLC32A1,BSN
905,SLC32A1,CALB1
906,SLC32A1,CARTPT
907,SLC32A1,CBLN4
908,SLC32A1,CCK
909,SLC32A1,CPLX1
910,SLC32A1,CRH
911,SLC32A1,DLX2
912,SLC32A1,DLX5
913,SLC32A1,DLX6
914,SLC32A1,GABBR2
915,SLC32A1,GABRA4
916,SLC32A1,GABRB2
917,SLC32A1,GABRD
918,SLC32A1,GABRG2
919,SLC32A1,GAD1
920,SLC32A1,GAD2
921,SLC32A1,GFAP
922,SLC32A1,HTR5A
923,SLC32A1,LRRTM1
924,SLC32A1,MAP2
925,SLC32A1,MCHR1
926,SLC32A1,NEUROD6
927,SLC32A1,NPY
928,SLC32A1,NRXN3
929,SLC32A1,NXPH1
930,SLC32A1,PNOC
931,SLC32A1,RAB3A
932,SLC32A1,SLC17A6
933,SLC32A1,SLC17A9
934,SLC32A1,SLC1A6
935,SLC32A1,SLC30A3
936,SLC32A1,SV2B
937,SLC32A1,SYT4
938,SLC32A1,VIP
939,SLC32A1,TAC1
940,SLC32A1,SYNPR
941,SLC32A1,SLC6A12
942,SLC32A1,STMN2
943,SLC32A1,STXBP1
944,SLC32A1,STX1A
945,SLC32A1,SST
946,SLC32A1,SYP
947,SLC32A1,SYN2
948,SLC32A1,SNAP25
949,SLC32A1,SYN1
950,SNAP25,ANO3
951,SNAP25,ATP1A3
952,SNAP25,ATP1B1
953,SNAP25,BDNF
954,SNAP25,BSN
955,SNAP25,CADPS
956,SNAP25,CALB1
957,SNAP25,CCK
958,SNAP25,CHGA
959,SNAP25,CHGB
960,SNAP25,CPLX1
961,SNAP25,DIRAS2
962,SNAP25,DOC2A
963,SNAP25,DYNC1I1
964,SNAP25,ELAVL4
965,SNAP25,ENO2
966,SNAP25,GABRB2
967,SNAP25,GABRG2
968,SNAP25,GAD1
969,SNAP25,GAD2
970,SNAP25,GAP43
971,SNAP25,GFAP
972,SNAP25,GPM6A
973,SNAP25,HTR2A
974,SNAP25,HTR2C
975,SNAP25,HTR5A
976,SNAP25,INA
977,SNAP25,LIN7B
978,SNAP25,MAP2
979,SNAP25,NAPB
980,SNAP25,NEFM
981,SNAP25,NEUROD1
982,SNAP25,NEUROD6
983,SNAP25,NPY
984,SNAP25,NRGN
985,SNAP25,NRXN3
986,SNAP25,PACSIN1
987,SNAP25,PCSK1
988,SNAP25,PCSK2
989,SNAP25,PPFIA3
990,SNAP25,RAB3A
991,SNAP25,RAB3C
992,SNAP25,RAB6B
993,SNAP25,RPH3A
994,SNAP25,RTN1
995,SNAP25,SCG2
996,SNAP25,SCG5
997,SNAP25,SH3GL2
998,SNAP25,SLC17A6
999,SNAP25,STX1B
1000,SNAP25,STX1A
1001,SNAP25,SYNGR3
1002,SNAP25,UCHL1
1003,SNAP25,TUBB3
1004,SNAP25,TAC1
1005,SNAP25,SVOP
1006,SNAP25,SV2B
1007,SNAP25,SST
1008,SNAP25,VSNL1
1009,SNAP25,SYNPR
1010,SNAP25,STMN2
1011,SNAP25,SYBU
1012,SNAP25,SNCA
1013,SNAP25,UNC13A
1014,SNAP25,SYT5
1015,SNAP25,SYT4
1016,SNAP25,SYN2
1017,SNAP25,STX2
1018,SNAP25,SYN1
1019,SNAP25,SYP
1020,SNAP25,VAMP8
1021,SNAP25,STXBP1
1022,GRP,CALB1
1023,GRP,CARTPT
1024,GRP,CCK
1025,GRP,CHGA
1026,GRP,CNTNAP2
1027,GRP,CRH
1028,GRP,ENO2
1029,GRP,MCHR1
1030,GRP,NPFF
1031,GRP,SLC17A6
1032,GRP,MCHR2
1033,GRP,SYP
1034,GRP,IGF1
1035,GRP,NMU
1036,GRP,TAC3
1037,GRP,PROK2
1038,GRP,NPY
1039,GRP,VIP
1040,GRP,SST
1041,GRP,TAC1
1042,SLC17A6,BDNF
1043,SLC17A6,CALB1
1044,SLC17A6,CARTPT
1045,SLC17A6,CCK
1046,SLC17A6,CHRNB2
1047,SLC17A6,CPLX1
1048,SLC17A6,CRH
1049,SLC17A6,CTXN3
1050,SLC17A6,ELAVL4
1051,SLC17A6,GABBR2
1052,SLC17A6,GABRG2
1053,SLC17A6,GAD1
1054,SLC17A6,GAD2
1055,SLC17A6,GAP43
1056,SLC17A6,GFAP
1057,SLC17A6,MAP2
1058,SLC17A6,NEFM
1059,SLC17A6,NEUROD1
1060,SLC17A6,NEUROD6
1061,SLC17A6,NPY
1062,SLC17A6,PXDNL
1063,SLC17A6,RAB3A
1064,SLC17A6,RAB3C
1065,SLC17A6,SLC1A6
1066,SLC17A6,SYT4
1067,SLC17A6,TUBB3
1068,SLC17A6,VIP
1069,SLC17A6,SV2B
1070,SLC17A6,SYNPR
1071,SLC17A6,TAC3
1072,SLC17A6,STMN2
1073,SLC17A6,SYN2
1074,SLC17A6,TAC1
1075,SLC17A6,SST
1076,SLC17A6,SYN1
1077,SLC17A6,SYP
1078,CBLN2,ZNF385B
1079,CBLN2,VSTM2L
