node,lap_barcode_0.15,lap_lamda_0.15,lap_sum_0.15,lap_sum_norm_0.15,lap_barcode_0.4,lap_lamda_0.4,lap_sum_0.4,lap_sum_norm_0.4,lap_barcode_0.7,lap_lamda_0.7,lap_sum_0.7,lap_sum_norm_0.7,lap_barcode_0.9,lap_lamda_0.9,lap_sum_0.9,lap_sum_norm_0.9
SPP1,11.090536506409418,273.5432319971964,273.76796702951214,0.7608847851407913,5.0990195135927845,78.40155036721843,78.5671884439267,0.7799432604661238,2.23606797749979,19.166747906372212,19.296741313144658,0.3652447902284111,1.0,3.000018124614211,3.1622948546923597,0.2602450286706147
TRAPPC2L,1.0,20.08724924780349,20.112125256754496,0.059853775516476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPON2,7.416198487095663,86.63514041166655,86.9519841875341,0.3246866648357499,1.0,3.960418960679466,4.084717657820356,0.0913786521629416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM3,7.14142842854285,73.06803583595256,73.41619617580338,0.2928514951104147,1.0,5.445627837635071,5.536683352515838,0.0993906744061813,1.0,3.873020177686782,4.000035661937148,0.1191708294465024,0.0,0.0,0.0,0.0
CRYAB,7.416198487095663,192.3422361566432,192.4851573751543,0.5268233875765553,3.4641016151377544,30.23056499146056,30.42839232859536,0.4056156893258536,1.0,12.126523683377291,12.167685755455324,0.1967619687989609,1.0,5.09155198249616,5.188824682956688,0.3203186582261553
BACE2,7.14142842854285,71.50864998715404,71.86436546011734,0.2898695841729979,1.0,8.079849531990321,8.141496696529712,0.1136010949983751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C17orf108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4A,2.6457513110645907,152.11590328440175,152.1389103156371,0.3476120941857432,2.23606797749979,38.65342321649266,38.71804652036688,0.3650736027921883,1.7320508075688772,26.889436979414235,26.945163222179406,0.3961329883498621,1.7320508075688772,21.434367651396236,21.50423485305211,0.9171553405832626
TARBP1,3.872983346207417,22.432738953342223,22.76461677579479,0.1259421302836056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIN7B,3.605551275463989,77.3158556664472,77.39988073269167,0.2251571570792888,1.0,28.5989123502264,28.61639019191505,0.2242920491536776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100289341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
