node_0.9
RPS3A
RPL5
RPL6
RPS16
RPL19
RPS12
RPL24
RPL23
RPL37A
RPS20
RPS25
RPL36A
RPL26L1
RPL39L
KRR1
PKM
RPL41
NOL6
NDUFB10
ATP6V0C
NDUFS2
ATP6V0D1
ACTG1
PFN1
NIP7
