,node,lap_barcode_0.7,lap_lamda_0.7,lap_sum_0.7,lap_sum_norm_0.7
0,VCAM1,0.0,0.0,0.0,0.0
1,ATP6V0C,1.4142135623730951,7.90329374081774,8.028826312335376,0.8141797991608349
2,PLEKHA1,0.0,0.0,0.0,0.0
3,NOL6,1.4142135623730951,17.736509396745166,17.79280094815961,0.9473992025134454
4,PFKM,1.0,4.510449093536321,4.619973054616512,0.5611071045442825
5,RMND5B,0.0,0.0,0.0,0.0
6,CALCOCO1,0.0,0.0,0.0,0.0
7,IGLL5,0.0,0.0,0.0,0.0
8,VPS37B,0.0,0.0,0.0,0.0
9,RPL36A,1.0,63.16140198221782,63.169317713264164,1.355704235665098
10,SPINT1,0.0,0.0,0.0,0.0
11,CITED1,0.0,0.0,0.0,0.0
12,RPS6KB2,0.0,0.0,0.0,0.0
13,EDC3,0.0,0.0,0.0,0.0
14,RPS25,1.0,61.421164456702186,61.42930443377375,1.332127675061419
15,RPL37A,1.0,62.03002632525436,62.03808641400659,1.3403764735919164
16,RPL39L,1.0,60.8343889256486,60.84260740597067,1.3241780999799706
17,RPS12,1.0,63.70700894163951,63.71485688824967,1.363096063134617
18,CASP2,0.0,0.0,0.0,0.0
19,HSD3B7,0.0,0.0,0.0,0.0
20,GAL3ST1,0.0,0.0,0.0,0.0
21,PECR,0.0,0.0,0.0,0.0
22,CTSD,1.0,4.940124461677817,5.040320396251367,0.5669283026326838
23,RPL19,1.7320508075688772,72.35945726616576,72.38018413802267,1.8463439548279683
24,CCNF,0.0,0.0,0.0,0.0
25,RPS3A,1.0,73.8121880781921,73.81896171642083,1.5
26,PFN1,1.4142135623730951,7.30002279770688,7.43574695958921,0.8060067459183028
27,RPL26L1,1.0,59.3463110913157,59.35473561685892,1.3040177731684077
28,RPS16,1.0,67.6545145856196,67.66190467180046,1.4165764672082415
29,PRRT1,0.0,0.0,0.0,0.0
30,ADI1,0.0,0.0,0.0,0.0
31,RPL6,1.0,63.92006376087269,63.92788555234742,1.3659825081077355
32,ANKRD10,0.0,0.0,0.0,0.0
33,DCAF12,0.0,0.0,0.0,0.0
34,DDX5,0.0,0.0,0.0,0.0
35,RPL24,1.0,63.753637581354575,63.7614797887777,1.3637277831923624
36,NIP7,1.0,16.505329982326586,16.53559547840624,0.7236125281212616
37,CDH1,1.0,49.18021647590174,49.19038211496793,1.1662885596048613
38,ENC1,0.0,0.0,0.0,0.0
39,SNHG7,0.0,0.0,0.0,0.0
40,VPS72,0.0,0.0,0.0,0.0
41,ABLIM3,0.0,0.0,0.0,0.0
42,CDKN2B,0.0,0.0,0.0,0.0
43,RAB33A,0.0,0.0,0.0,0.0
44,CHODL,0.0,0.0,0.0,0.0
45,AGT,1.0,4.940124461677817,5.040320396251367,0.5669283026326838
46,SMARCD3,1.0,4.077968300506722,4.198788570520988,0.5552478988454694
47,GTPBP1,0.0,0.0,0.0,0.0
48,RPL5,1.7320508075688772,62.125721235733025,62.149861134680016,1.70769834226881
49,GPN3,1.0,3.581502539799579,3.7184889999287125,0.5485218313269017
50,MGC16025,0.0,0.0,0.0,0.0
51,SLC4A2,0.0,0.0,0.0,0.0
52,NDUFS2,1.0,5.063222353662492,5.1610290255556155,0.5685960203252453
53,MSH5,0.0,0.0,0.0,0.0
54,CRB3,0.0,0.0,0.0,0.0
55,TAF9B,0.0,0.0,0.0,0.0
56,TRIOBP,0.0,0.0,0.0,0.0
57,COMMD8,0.0,0.0,0.0,0.0
58,ACTG1,1.7320508075688772,11.512703775641974,11.64226559676771,1.0219983409834568
59,RPL41,1.0,37.51996873985504,37.53329261122316,1.0083167118702496
60,COPRS,0.0,0.0,0.0,0.0
61,ADAMTS6,0.0,0.0,0.0,0.0
62,MMP28,0.0,0.0,0.0,0.0
63,DDAH2,0.0,0.0,0.0,0.0
64,SFXN3,0.0,0.0,0.0,0.0
65,STMN4,0.0,0.0,0.0,0.0
66,RAB7A,0.0,0.0,0.0,0.0
67,MANBA,0.0,0.0,0.0,0.0
68,TPM3,1.0,3.5033456357178183,3.643271969439433,0.5474629695573662
69,SCAP,0.0,0.0,0.0,0.0
70,LINC00341,0.0,0.0,0.0,0.0
71,CRELD1,0.0,0.0,0.0,0.0
72,TEX264,0.0,0.0,0.0,0.0
73,RDH14,0.0,0.0,0.0,0.0
74,KLHL29,0.0,0.0,0.0,0.0
75,RPL23,1.4142135623730951,65.53736335006766,65.55262004587453,1.5950002992684316
76,KRR1,1.0,19.19124285897542,19.2172787478398,0.7600010019841899
77,FKBP9P1,0.0,0.0,0.0,0.0
78,FMN2,1.0,4.073566846551104,4.194513899526417,0.5551882683959432
79,NDUFB10,1.0,5.063222353662492,5.1610290255556155,0.5685960203252453
80,ATP6V0D1,1.0,4.950492614150667,5.0504828603570475,0.567068769305503
81,PKM,2.0,20.36687444533636,20.46483751882959,1.2759283388775977
82,NHEJ1,0.0,0.0,0.0,0.0
83,RPS20,1.0,62.29628430409162,62.30430994799807,1.3439837095480596
84,HERPUD1,0.0,0.0,0.0,0.0
85,LPCAT3,0.0,0.0,0.0,0.0
86,CD84,0.0,0.0,0.0,0.0
87,MFSD5,0.0,0.0,0.0,0.0
88,ATP1A1-AS1,0.0,0.0,0.0,0.0
