"Gene symbol","GSM96454","GSM96455","GSM96456","GSM96457","GSM96458","GSM96459","GSM96461","GSM96462","GSM96463","GSM96464","GSM96466","GSM96467","GSM96468","GSM96469","GSM96470","GSM96471","GSM96472","GSM96473","GSM96474","GSM96475","GSM96476","GSM96477","GSM96478","GSM96479","GSM96480","GSM96481","GSM96482","GSM96483"
"NUTF2",0.44474,1.041274,1.073614,0.706572,0.768369,1.449232,1.470428,0.40019,0.375824,0.660365,0.520538,0.575545,1.167912,0.615062,0.394245,0.347501,0.735355,2.266175,0.701243,0.295767,0.560841,0.533057,0.910129,0.397835,0.912311,0.287062,0.258675,0.259463
"NVL",0,0,1.088378,0.385924,0,0.242486,0.067603,0.198073,0.217659,0.188503,0.445815,0.181178,0.287667,0.267502,0,0,0,0.577211,0,0,0,0.203907,0,0,0,0.56248,0,0.050271
"NXF1",0,0.364516,0,0,0,0.018534,0.001647,0,0.083757,0,0,0.03112,0,0,0,0,0,0,0,0,0,0.532273,0,0,0,0.025345,0,0
"NXF2B///NXF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXNL1",0.542486,0.456125,0.56502,0.319719,0.380071,0.403364,0.206313,0.284866,0.420155,0.288051,0.293004,0.447745,0.363242,0.415537,0,0.005246,0.891785,0.033522,0.331097,0,0,0.283507,0.319535,0,0.094325,0,0,0.433605
"NXPE3",0,0,0,0,0,0,0,0,0.748341,0,0,0.076524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NXT1",1.18229,4.3175825,2.67199825,2.3769075,2.990792,2.701578,2.484776,3.68861925,2.605438,3.18216325,2.64519425,2.980797,3.11367275,2.732838,3.9959575,3.774204,2.791681,4.251856,3.0123205,2.93848525,2.84253775,3.52517175,4.1991865,2.81590125,2.9003745,4.8996385,3.2999165,3.3846825
"NXT2",3.703145,0.571733,2.415606,3.891324,3.899238,2.465859,4.248239,2.460578,5.016488,3.647338,4.691215,2.455677,2.70759,2.446779,0.635182,1.202399,0.249175,1.204833,0,1.317099,0.242001,1.240062,1.979186,1.036362,1.098723,0.635198,1.620389,1.560393
"NYNRIN",0.126509,0.169429,0.516192,0.392314,0.250344,0.187698,0.061322,0.327113,0.286222,0.863533,0.280107,0.344349,0.412858,0.383111,0.092924,0.078553,0,0,0,0.045103,0.126868,0.174368,0.30284,0.396728,0,0,1.042182,0.194603
"OARD1",0,0,0.009668,0,0,0,0,0,0.124581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OAS1",0.82936,0,0.736526,0.894103,1.167682,0.550356,0.666389,0.347663,0.608446,0.79409,0.641082,0.979205,0.61522,0.64662,1.326852,0.640932,0.608795,0.399098,0.255709,0.334916,0.453072,0.28247,0.188193,0.139554,0.280825,0,0.35785,0.209756
"OAT",0.23934,0.4562835,0.7184635,0.7382935,0.6156505,0.553166,0.8393385,0.744411,0.576582,0.546965,0.9218725,0.573879,0.9721395,0.610332,0.5529715,0.781714,0.347375,0.3963155,0.686693,0.376303,0.619245,0.5992805,0.5191895,0.5491245,0.4199335,0.3591165,0.5305725,0.5538355
"OBFC1",0,0.853538,0.137776,0.203684,0,0.382268,0.036482,0,0,0.0578,0,0.104726,0.322388,0.051926,0.44772,0.259717,0.116041,0.124457,0.08197,0.371547,0.593973,0.119652,0.048371,0.860225,0.197822,0.093005,0,0.119467
"OCA2",0.084209,0,0.057659,0.093183,0.298424,0.339695,0.444994,0.346833,0.169199,0.259847,0.091617,0.252913,0.47018,0.341062,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OCIAD1",0.38258,0,0.13073,0.359386,0.143374,0.246345,0.04881,0,0.594457,0.478451,0.175649,0.172596,0,0.047724,0,0,0,0,0,0.052791,0.074446,0,0,0,0,0,0.162386,0
"ODF2",0.006742,0,0.014562,0,0,0.194615,0.105239,0.095156,0.035529,0,0.053482,0,0.12551,0.07779,0,0,0,0.425992,0.6571,0,0,0,0,0,0,2.101851,0,0
"ODF2L",0.40417,0.543337,0.003385,0.067132,0.358855,0.364729,0,0.128728,0.265331,0.169515,0.032068,0.043891,0.024151,0.296258,0.399177,0,0,0.139361,0,0.064216,0.358065,0.269487,0.306957,0.688606,0.579851,0.512301,0.356437,0.410144
"OGDH",3.29974866666667,1.81393966666667,0.809574666666667,1.012546,1.58076333333333,0.801499666666667,2.16061033333333,1.22668866666667,1.75845133333333,1.71602166666667,3.648133,1.75984166666667,1.71689966666667,6.35853933333333,2.44784466666667,2.05527166666667,2.13691533333333,1.57882933333333,2.84475666666667,2.06214166666667,1.84185733333333,1.78510866666667,4.41756666666667,2.33184033333333,3.32326266666667,0.855929,2.37223566666667,1.95577833333333
"OGFOD3",0.217301,0.212729,0.677099,0.863092,0.842479,0.55204,1.157081,2.153903,1.959148,0.915578,1.030555,1.229606,0.735126,1.128149,0.205135,0.110433,0.023022,0.586001,0.117696,0.89322,1.46648,1.186923,0.488481,0.129017,0.351334,0,0,0.742463
"OGFR",0.241743,0.0365,0.493152,0.363849,0.534759,0.355491,0.37498,0.087382,0.325591,0.3345,0.467443,0.165232,0.436111,0.805367,0.099699,0.722381,0.093975,0.457243,0,0.157198,0.102639,0.076708,0.144548,0.361796,0.551442,2.176404,0.484217,0.369671
"OGG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023716,0,0,0,0,0,0,0,0,0,0
"OGT",0,0,0.010212,0,0,0,0,0,0,0,0.556373,0,0.121386,0,0.246559,0.149058,0,0,0,0,0,0,0.001119,0,0,0,0,0.094859
"OIP5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221359,0
"OLA1",0.9860005,0,1.756547,0.978483,1.220906,0.375195,1.043075,0.5497735,1.086769,0.7568255,0.945405,1.0693325,0.454488,1.1654085,0.1619115,0.1724085,0.18307,0,0.4966495,0.354674,0.554203,0,0.1731715,0.200334,0.1201735,0,0.3199285,0.111139
"OLFM1",2.0402015,4.9314695,4.6432015,4.21187925,4.51319475,4.81633025,3.8058035,4.89444175,2.89990325,4.70739125,4.059976,3.95392725,4.12768525,3.59169575,3.4989965,5.16463375,2.1537715,3.6994995,2.71673075,3.708976,2.30161025,3.48528575,3.4882795,2.771559,3.36095125,4.7682055,3.32290325,2.98681875
"OLFM2",1.848266,0.410683,1.294109,1.063945,0.830173,1.055046,1.427543,1.076406,1.533202,0.770355,1.97941,0.921733,1.29417,1.055284,0.826987,1.544734,1.651916,0.92342,1.721663,0.656711,0.413237,0.673744,1.053209,0.88631,1.11437,0.727648,0.894682,0.814041
"OLFML3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.343253,0,0,0,0,0,0,0,0.125952,0,0
"OMA1",0,0,0,0,0.087071,0.012261,0,0,0.106633,0,0,0,0,0,0,0,0,0,0,0.178473,0,0.211498,0.020606,0.098262,0,0,0.253786,0.235717
"OPA3",1.090649,4.571108,1.792992,1.356508,5.274613,2.981102,2.754232,4.482843,9.064494,2.179922,2.134066,3.40613,2.290407,2.430918,2.182023,2.388318,0.3986,2.943713,0,2.538723,2.194232,3.319834,5.55115,2.584856,1.936063,2.978178,1.884785,4.211087
"OPTN",5.096009,6.96023,5.459811,4.403373,7.317672,6.773197,6.014815,7.439595,11.28647,6.285741,4.691984,7.160042,5.176114,6.309747,4.567249,4.907822,4.338663,4.169005,4.558912,7.464318,8.242381,4.970725,6.289976,4.464395,4.978071,6.5372,4.985592,6.562702
"OR7E91P",0.030176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06585,0,0,0.534343,0,0,0,0,0,0,0,0,0.06671,0
"ORAI1",0.3081105,0.043664,0,0.2846125,0.300089,0.239273,0.127097,0.0576815,0.129198,0.1552605,0.174825,0.1761965,0,0.3594205,0.240365,0.1717565,0.4650795,0.1149545,0.1478195,0.343607,0.163684,0.2529465,0.1750755,0.389045,0.302075,0.2486385,0.3456635,0.248097
"ORAI2",2.133483,9.922001,3.359109,3.106356,6.857043,9.355918,3.225308,6.604148,7.735325,4.716345,2.733024,6.579681,4.604175,4.443536,5.296564,6.037425,1.291096,4.941808,0.839653,4.562512,4.937737,4.769415,4.404015,4.388808,3.636157,5.93688,3.230442,5.503236
"ORAI3",0.348137,0,0.202699,0.102337,0.19666,0.404913,0.258233,0.13925,0.204887,0.19536,0.160113,0.02934,0.162074,0.103883,0,0,0,0.331851,0,0,0.233701,0.003957,0.390616,0,0.272534,0.110946,0,0
"ORC1",0,0,0.115046,0,0,0,0,0,0.068592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORC4",0,0,0,0,0,0.029999,0,0,0.045122,0,0,0,0,0,0,0,0.243351,0,0.333528,0,0.044358,0.048797,0.009305,0,0,1.799559,0.028398,0
"ORM2",0.173062,0,0.047525,0,0.060224,0.188206,0.183048,0.259266,0,0.039038,0.342383,0.01767,0.363025,0.181271,0.432354,0.497997,0.21519,0.289007,0.100254,0.062532,0,0.393518,0,0,0.003142,0,0,0.264597
"ORMDL1",0.9605,0.522941,0.88229,0.578639,0.721471,0.698942,0.928569,0.481615,0.839412,0.85255,0.868399,0.780969,0.711055,0.82839,0.65888,0.539696,0.165076,0.062717,0.574019,0.498474,0.725813,0.432581,0.606797,0.760435,0.467774,0,0,0.490468
"ORMDL2",0.413243,0.059798,0,0.329877,0.309839,0.041563,0.033158,0.098475,0.127529,0.127406,0.312272,0,0.076136,0.30332,0.144897,0.207063,0,0,0,0.110039,0,0,0,0,0,0.211876,0,0
"ORMDL3",0.667191,1.821481,1.067094,0.89755,1.284714,0.955473,0.91654,1.712955,1.333675,1.040175,0.970177,1.19693,1.233858,0.961716,1.337562,1.488697,0.562327,0.528662,0.531382,0.96303,0.738404,1.368439,1.061826,1.25999,0.531377,0.837289,0.187842,0.794999
"OS9",4.83559,3.061693,3.300577,2.910096,3.509482,3.6411035,3.7668995,2.7810095,3.874937,3.198345,2.899068,3.334463,3.8046615,2.7903675,1.7996475,2.8198665,3.273653,3.5025185,2.040027,2.4492065,2.2454445,2.560303,3.3405265,2.156674,2.855134,3.8452755,1.9635555,2.4232095
"OSBP",0.876577,2.3508,2.067952,1.277489,1.242813,1.182873,1.330224,2.559302,1.026118,1.70232,1.351045,1.965527,1.280872,1.729854,2.677119,4.037933,2.122541,1.947831,2.880723,3.267916,29.693755,3.168501,3.038825,3.49077,2.407472,2.757832,1.273247,2.485802
"OSBPL10",1.064741,0,1.692303,1.107227,1.479238,0.559052,1.024461,1.474292,0.827949,0.589647,1.205873,1.284355,0.992946,1.529966,2.575312,0,1.355799,0.535066,1.853051,0,0.242746,0.429415,0.158223,0.507158,0.434403,0.191883,0,0.569886
"OSBPL11",0,0,0,0,0.170667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSBPL2",2.1887335,1.539986,3.222637,3.248126,2.581545,3.221738,3.1663995,1.651372,0.775961,2.0429775,2.8560115,2.2924895,3.5623525,1.8776475,2.744645,2.452329,1.6797635,3.941122,1.5344675,1.6718065,1.412696,3.090545,2.4906255,2.367425,2.50629,3.668151,0.833123,1.346713
"OSBPL3",0.159052,1.101429,0,0.032213,0.043273,0.280988,0.089212,0.538831,0.003482,0.292792,0.108015,0.525004,0.116039,0.117298,1.293536,1.212055,0.905268,1.370633,0.640555,0.8668,0.836506,0.301403,0.311445,0.851725,0.47896,1.264129,0.831991,0.419275
"OSGEPL1",0.069298,0,0,0.125689,0.082748,0.020904,0,0,0,0.156708,0,0.251581,0,0.153559,0,0.218298,0.178184,0.196527,0,0.017455,0.174046,0.034039,0,0.471802,0.056347,0,0.527551,0.06791
"OSM",0.197946,0,0.622089,0.840656,1.062846,0.599218,0.884304,0.474645,0.512868,0.513068,0.687577,0.366452,0.38694,0.483856,0,0,0,0,0,1.064616,0.754258,0,0,0,0,0,0,0
"OSMR",0.611099,0.404185,0.593073,0.431626,0.389266,0.516197,0.434976,0.133556,0.394508,0.488855,0.532015,0.619035,0.526142,0.513251,0.640023,0.088534,0.438891,0.486444,0.60976,0.218443,0,0.439186,0.564538,0.144799,0.091975,0.129885,0,0.410414
"OSR2",0.30895,0,0.199922,0.017756,0.405314,0.100989,0,0.092431,0.21165,0.058177,0.266474,0.259296,0.172183,0.361793,0.191355,0,0,0,0,0.146901,0,0.145997,0.069176,0.1532,0.315153,0,0.259206,0.119777
"OSTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OSTF1",1.10933,0.388149,0.722937,1.058583,0.985961,0.771789,0.588759,0.604263,0.878069,1.364015,0.899228,1.003305,0.549851,1.070993,0.503103,0.549038,0.770963,0.779597,0.984509,0.865464,0.200267,0.36542,0.843098,0.513079,0.391081,0.383188,0.310756,0.801996
"OTP",0,0.657059,0.418745,0.573816,0.490886,0.799325,0.254916,0.360114,0.21322,0.691291,0.583572,0,0.413997,0.056581,0.508706,0,0.492617,1.748648,0,1.371018,0.244565,0.843695,0.339489,0.598901,0.847029,1.840257,0.967519,0.26977
"OTUB1",1.5125385,1.7704555,2.8260255,2.322763,1.918845,1.895399,2.413266,2.841471,1.699394,2.138716,2.1044015,2.31941,2.557007,2.3087115,2.3092095,2.027791,0.5281505,2.3247055,0.3588705,1.827199,1.0838325,2.4003115,2.5594915,2.5243895,2.311389,4.179393,2.3935955,1.915162
"OTUB2",0.4331015,0.380402,0.3968105,0.794586,0.243257,0.6182745,0.681902,0.418742,0.5910485,0.815771,0.2106035,0.41017,0.6356755,0.486823,0.6013385,0.00038,0,0.251167,0.156651,0.2426795,0.25169,0.291996,0.110015,1.0972995,0.8093605,0.191779,0.681874,1.0769655
"OTUD5",0.876535,0,1.62029,1.766386,0.417549,0.918288,1.304471,2.781685,1.089144,0.871163,1.137309,1.166986,1.016962,1.687145,0.598391,0,0,0.546787,0,0.539911,0.031251,0.666774,0.710246,0.618854,0.3017,0,0,0
"OTULIN",0.576504,3.652064,1.901597,1.247144,1.449645,1.372697,1.542044,1.600557,1.907412,1.835576,2.010891,1.367055,2.034212,1.322585,2.990576,2.877002,2.074226,1.697023,2.555581,1.924366,1.649611,2.336513,2.26381,2.005156,2.987315,2.216896,2.762826,1.737617
"OTX1",0,0,0,0,0,0,0,0.115514,0.514518,0,0,0.024453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275292,0.074635,0
"OVOL2",0,0,0,0,0,0,0,0,0.182562,0,0.070277,0,0,0,0,0.137007,0,0,0,0,0,0,0,0,0,0.001404,0.651611,0
"OXA1L",2.552201,1.859771,2.493065,2.503414,2.705843,1.963204,2.808088,2.372095,1.649055,2.835355,2.567704,2.701893,3.163342,2.334614,3.806425,2.300462,2.572629,2.830923,2.39695,1.832415,1.61115,2.636553,2.328535,2.91817,1.647406,3.234318,3.123019,1.926553
"OXCT1",0,0,0.337007,0.174241,0,0.466255,0.628538,0.135826,0,0.127132,0.23087,0,0.450687,0.156925,0,0,0,1.165356,0.237809,0,0,0.017783,0.25721,0,0.078265,0,0,0
"OXNAD1",0.135768,0,0.2865175,0.4654445,0.3126845,0.1348525,0.372082,0.2728295,0.311505,0.285421,0.3719685,0.2434415,0.2401,0.251817,0.659113,0,0.3293165,0.3524545,0.4554235,0.158898,0.1038465,0.165529,0.0167585,0.0647,0.150223,0.5569945,0,0.068246
"OXSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OXSR1",0,10.281935,3.079626,3.920722,2.461976,6.528042,3.004138,4.307453,1.341896,4.367445,2.262193,3.381512,3.373207,2.628299,4.001536,5.491797,0.501102,8.226208,0,4.584495,1.160195,5.505173,6.053997,2.876462,5.343575,8.612287,3.229837,3.322435
"P2RX7",0.48567,0.785008,0,0,0.522749,0.080686,0.118133,0.126714,0.535099,0.089644,0.067679,0.16584,0.209634,0.746404,0,0,0,0.009953,0.048293,0.072023,0,0.319005,0.314996,0.438281,0.292423,2.300979,0.511118,0.362849
"P2RY11",0,0.808015,0.084169,0,0.150955,0,0,0.045737,0.13905,0,0.038059,0,0,0,0.693997,0.829438,0.041322,0.880853,1.65227,0.744259,0.283542,0.627109,0.465704,0.261196,0.195046,0.216505,0.007796,0.38278
"P2RY2",0.653528,4.173339,0.300287,0.582564,0.650476,0.391443,0.699982,0.149997,0.286181,0.365317,0.317018,0.104751,0.28878,0.179596,0.933303,2.986058,0.986621,0.663756,1.218234,1.54547,1.590427,0.800641,0.879601,1.060366,0.877525,1.239247,1.638873,0.666758
"P2RY6",0.0631365,0,0.2195305,0.2545705,0.1810355,0.4141265,0.1222355,0.151332,0.0540965,0.1251035,0.213803,0.178826,0.249667,0.226603,0,0,0.153175,0.2806145,0,0,0.137576,0.176241,0.0348745,0.2086495,0.0906225,0.014479,0.0620655,0.141775
"P3H1",0,0,0.589272,0.152518,0.090259,0.231891,0.22918,0.191555,0.190255,0,0.285865,0,0.410756,0.125577,0.084348,0,0,0,1.024221,0,0,0.232713,0,0.456375,0.020198,0,0,0.052252
"P3H2",0.32672,19.659646,0.152235,0.272304,0.087567,0,0.06342,0.406231,1.668766,0,0.330663,0.198372,0.145549,0.553666,7.705241,14.132948,11.909787,4.518286,9.205567,11.567691,15.089544,9.842774,5.982931,9.92532,8.828914,5.985312,29.899338,8.311581
"P3H3",0.821832,0,0.678325,0.560196,0.096741,0.262534,0.501263,0.886049,0.709445,0.677071,0.677474,0.415604,0.530213,0.683786,0.201439,0,0,0,0,0,0,0.713573,0.176743,0.797396,0.451748,0,0,0.315122
"P3H4",24.6733016666667,9.662562,8.33349166666667,18.8274246666667,9.51544266666667,19.1470103333333,14.042187,10.051342,9.682493,15.1769683333333,11.286844,14.3650743333333,8.14557033333333,12.725114,19.521209,8.810377,18.901775,14.8054443333333,21.553564,13.3750383333333,13.013015,19.74081,15.8266776666667,19.3701286666667,18.2961003333333,16.27774,6.43461433333333,15.8209293333333
"P4HB",0.5179165,0.2427505,0.6363585,0.500549,0.531155,0.584812,0.611539,0.23794,0.441941,0.446594,0.5107285,0.351715,0.586762,0.462009,0.4131425,0.7943015,0.4805285,0.6161575,0.9481475,0.1518415,0.129064,0.4687845,0.5944105,0.3485195,0.5019475,0.742683,0.321295,0.5020535
"P4HTM",0.275348,0.871129,0.648448,0.165459,0.243719,0.415169,0.145489,0.22803,0.301011,0.556992,0.362357,0.486055,0.252784,0.347085,0,0.122225,0,0,0.232569,0.274719,0.335026,0.277353,0.211676,0,0,1.795194,0,0
"PA2G4",0.93723,1.8374565,1.487702,1.5406995,1.023866,1.1469005,0.973466,1.469941,0.929745,1.173463,1.1797185,1.543592,1.446817,1.5723595,2.5563045,1.809339,1.8135205,2.17257,1.690295,1.853437,2.1148615,1.725493,2.4373785,1.878262,2.20285,2.8522845,1.7696355,1.8541395
"PAAF1",0.373775,0,0.215959,0.2517105,0.164803,0.038355,0.2974645,0.0064375,0.192855,0.0632695,0.2030165,0.0309935,0.1001545,0.140345,0.034823,0,0.0372065,0,0,0,0,0,0.142794,0.0088265,0.1700835,0.0320405,0,0.1303775
"PABPC1",2.736534,0.779231,1.600607,1.706937,1.644578,1.693181,1.619591,1.38435,1.808084,1.465603,1.802864,1.981058,1.516974,2.097671,1.362179,0.752632,2.633046,1.547401,2.426297,1.411915,3.553575,1.317387,1.639898,1.090189,0.670551,1.271799,0.381104,0.958637
"PABPN1",1.681393,0.173164,1.267963,1.079276,0.335111,0.95845,0.948236,0.759685,0.608439,1.019574,0.613792,0.914547,0.863347,1.002446,0.624413,0.513731,1.143166,0.368206,1.022592,0.885251,0.989466,1.141597,0.735323,0.897493,0.494818,0.421287,0.310066,0.482985
"PACSIN2",0.850473,0.48376,0.798133,0.750785,0.815996,0.716261,0.904354,0.210965,1.055268,0.463436,0.762269,0.712509,0.467777,0.806363,0.383613,0,0.505087,0,0.117809,0.077482,0.387348,0.414024,0.03193,0.122503,0.417812,0.061845,0.015193,0.230335
"PACSIN3",1.2085875,0.059738,0.505883,0.567479,0.473077,0.594709,0.6580655,0.334975,0.5805555,0.513556,0.586266,0.9856685,0.4538845,0.604601,0,0.3276635,0.529068,0.31368,0.139487,0.207787,0.235696,0.489935,0.347703,1.0295585,0.2895295,0.1324875,0.6684625,0.190191
"PADI2",0.100712,0,0,0.208388,0.094136,0.210943,0,0,0.307065,0.17909,0,0.172754,0,0.012033,0,0,0,0,0,0,0,0,0,0,0,0.336719,0,0
"PAF1",2.5388975,1.8751775,3.283437,2.830769,2.233699,2.715854,2.442857,3.4302565,2.475427,3.661863,2.7990225,3.4530095,3.107809,3.1558525,3.021896,2.85484,3.9886205,2.8466115,4.5831525,2.60603,2.4088945,1.751933,2.29848,2.3793385,2.5711265,2.8927985,2.36741,2.233699
"PAFAH1B2",0,1.500719,0.123787,0.070639,0.177286,0.489363,0.018548,0.400827,0.207559,0.535598,0.188159,0.264802,0.095292,0.377152,0.514084,0.170798,0,0.134728,0,0.494662,1.220389,0.59284,0.717936,0.157621,0.254914,1.835153,0,0.32845
"PAFAH1B3",0.8905205,0.880108,1.4592195,1.1052145,1.090317,1.3434835,1.2983325,1.1051385,0.7553125,0.5871505,0.907245,1.572073,0.937129,1.187248,1.154561,0.8069505,0.242325,1.291662,0.730316,0.708644,0.397183,0.524557,0.8270385,0.516134,0.648944,1.2047755,0.8030915,0.635764
"PAFAH2",2.133494,1.912705,0.564397,0.713898,1.36565,0.286432,1.091335,1.57747,1.754637,0.293025,1.15433,1.338333,0.516248,1.343963,2.21842,1.646417,0.564845,0,0.097414,2.513561,3.728172,2.049888,0.905735,1.894814,3.351972,0.407704,9.077707,4.656678
"PAGE1",5.802304,9.777702,13.48559,10.646206,8.800871,12.963783,7.915886,13.078984,10.479709,13.747887,9.771398,11.147476,10.468532,12.727832,12.625452,9.774601,3.631442,11.53341,3.945014,8.610237,5.809381,10.026891,9.973801,11.310213,10.795877,13.57945,6.717262,9.055377
"PAGE4",0.61532,0.84853,0.172755,0.044964,0.189692,0.10837,0.249531,0.062559,0.326647,0.219481,0.417933,0.103229,0.409931,1.784654,0.154299,0.607308,1.364103,0.353362,1.419313,0.042216,0.217072,0.42012,0.722074,0.600804,1.027915,3.187108,0,0.904164
"PAGE5",1.038467,0.250762,0.893669,1.763766,0.765224,1.305218,1.454946,0.811561,0.60421,1.134243,0.393214,1.162569,0.838272,1.280665,1.395361,0.551179,0.116667,0.453313,0.431491,0.357191,0.756527,0.634985,0.438359,0.801299,0.315883,0.026715,0.787414,0.529057
"PAGR1",3.57385,0.73594,2.194487,2.236566,2.674745,1.556738,3.511701,2.954944,2.313471,1.290278,2.729758,2.326314,2.463364,2.54156,1.26731,0,1.484978,0.727041,1.516845,0.891816,1.176363,1.441849,0.741578,1.484331,1.356419,0.564674,0.352651,1.675644
"PAICS",0.303477,0.08249,0.243547,0.265772,0.353563,0.189632,0.00588,0,0.043192,0.09729,0.317086,0,0.15275,0.249538,0.116229,0.063998,0,0.377196,0,0,0,0,0,0,0,0.242078,0,0
"PAIP1",29.856823,12.2256945,14.120233,15.626611,13.423408,17.19835,13.009346,17.727934,14.344599,15.427582,16.1713115,18.1593505,11.584365,17.449341,15.922944,15.0220855,25.035002,18.410272,27.5789495,18.973544,11.966919,15.354255,16.7842875,15.37691,18.240288,14.901434,13.498879,16.2360025
"PAIP2",0,0.716304,0.58996,0.648262,0.380758,1.397496,0.693944,0.342596,0.130343,0.829419,0.55016,0.340437,0.833212,0.269099,0.290021,0.179271,0,1.808158,0,0.751852,0,0.686952,0.610017,0.300294,0.886999,0.348871,0,0.375275
"PAK1IP1",1.634274,0.554168,0.594257,0.806123,0.448086,0.61223,0.583307,0.569642,0.450086,0.788875,0.430795,0.627265,0.420845,1.106351,1.359641,1.125124,2.259531,1.457221,2.496284,1.023652,1.220836,1.035015,1.67081,1.305144,1.552465,0.836789,2.100489,1.646151
"PAK4",0.8034365,0.134574,0.4311965,0.361951,0.1818885,0.276773,0.722486,0.238505,0.2686755,0.207056,0.3737315,0.2184635,0.2456935,0.344206,0,0.1164715,0.0726475,0.155613,0.260842,0.494017,0.17213,0.2786045,0.2241655,0.245003,0.1720235,0.2346465,0.17388,0.6844745
"PALLD",0.280903,0,1.457279,1.375332,0.393989,0.730714,1.527656,0.457044,0.575236,0.756376,0.523583,0.79223,0.735788,0.432006,0,0,0,0.391435,0,0.247833,0.12581,0,0.245481,0,0,0,0.45927,0
"PALMD",0.337492,0,0.135262,0.046795,0.171081,0.029977,0.14413,0.059446,0.094089,0.019223,0.103478,0.13172,0.035485,0.046723,0.153616,0.222061,0,0.056284,0,0.146805,0.019515,0.006819,0,0.055903,0.247512,0,0.532364,0.302074
"PAM",0.882526,0.44807,0.717651,0.671981,0.954754,0.928665,0.926488,0.891174,1.13243,0.850542,0.76122,0.644925,0.83751,0.822135,0.842815,0.939445,0.413803,0.749327,0.340347,0.198565,0.625416,0.715227,0.571379,0.756302,0.580409,0.804134,1.16234,0.702887
"PAM16",0,0.341526,0,0,0,0,0,0,0.105202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PANK2",0,0.355043,0.0381155,0.0569405,0.194553,0.173164,0.069739,0.368252,0.192371,0.07872,0.1879855,0.108467,0.1480465,0.089888,0.2059975,0.2273275,0.2543735,0.1028135,0.331659,0.2332455,0.1720835,0.143026,0.2399015,0.2766455,0.264249,0,0,0.1775175
"PANK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692744,0,0,0,0,0,0,0
"PANX1",0,0,0,0.237673,0,0.076176,0.261601,0,0.141793,0,0,0,0.092476,0.018605,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAPOLA",0.336189,0,0.297371,0.645892,0.332749,0.385368,0.587694,0.632257,0.199019,0.496644,0.134798,0.555371,0.235172,0.295709,0.307533,0.359357,0.224944,0,0.503619,0.289139,0.417005,0.220684,0.045856,0.313404,0.695764,0.215527,0.535913,0.316346
"PAPSS1",0,0,0,0.291123,1.227005,0,0.934054,1.489974,3.60474,0,0.434568,0.647389,0.19702,0.369491,0.019324,0,0,0,0,0.082707,0.362649,0,0.235289,0,0,0,0.429384,0.058752
"PAPSS2",0,1.322871,0.254174,0.080155,0.11082,0.276409,0,0,0.02295,0.056697,0,0,0.057784,0,0.674874,1.766308,2.187196,4.739539,0.715667,1.390019,4.980547,1.740428,1.260085,0.983316,0.976051,0.690591,3.865197,0.416265
"PARD3",0,0,0.031109,0.186423,0,0,0,0,0,0,0.105269,0,0.040457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071904
"PARD3B",0.060388,1.016222,0,0,0.082683,0.010591,0.161241,0.025933,0.170767,0.036783,0.012257,0,0.055031,0.065853,0.370135,0.414034,0.404965,0,0.356029,0.113104,0.183756,0.235159,0.085666,0.344788,0.059094,0,0.394758,0.159792
"PARD6A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051445,0,0,0,0,0,0,0,0,0.37905,0,0.020151
"PARK7",0,3.485753,0.005932,0.382701,0,0.09932,0,0,0.050055,0.226746,0,0.019536,0.00765,0.20276,1.126348,2.438153,0,1.582054,1.300408,0.96565,1.316955,0.351901,1.806131,0.359452,0.351833,0.210891,1.279024,0.121803
"PARL",1.03431,0.288171,0.7523415,0.8612225,0.7808495,0.810617,1.088621,0.618747,0.5392385,0.576689,0.643262,0.7089965,1.0169615,0.8329115,0.367679,0.516771,0.705925,0.7849745,0.7935025,0.4849035,0.3970905,0.5862465,0.301492,0.291502,0.493869,0.2152685,0.179238,0.3089935
