"Gene symbol","GSM96454","GSM96455","GSM96456","GSM96457","GSM96458","GSM96459","GSM96461","GSM96462","GSM96463","GSM96464","GSM96466","GSM96467","GSM96468","GSM96469","GSM96470","GSM96471","GSM96472","GSM96473","GSM96474","GSM96475","GSM96476","GSM96477","GSM96478","GSM96479","GSM96480","GSM96481","GSM96482","GSM96483"
"A4GALT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355026,0,0,0,0,0,0,0,0,0,0,0,0,0
"AAAS",2.620077,4.127163,3.900376,3.61973,3.167256,3.094823,3.843802,5.38663,3.095022,4.029012,4.776269,3.480267,4.860483,3.229745,6.045262,4.938709,5.028752,6.207843,6.663954,4.005714,4.774207,5.495735,6.30266,5.942079,4.883272,6.84876,3.674493,4.450146
"AAK1",1.080584,4.215002,2.121793,1.955885,1.497934,1.575286,1.043268,1.445598,1.481932,2.25114,1.620749,1.728601,1.771781,1.827259,3.516723,4.5558,2.317689,3.191991,3.704265,3.41113,1.63054,2.905992,3.639753,2.615095,3.353391,2.98743,2.926973,3.410224
"AAMDC",1.096274,3.8097905,1.0230445,1.1600685,2.5442065,2.5094315,1.744824,2.40151,2.929574,1.812408,1.155978,2.52793,1.7306475,2.778645,1.844933,1.449616,0.3301395,1.8907505,0.144761,1.653953,1.9788985,1.932678,2.7411755,1.8158275,2.155921,2.7501455,1.24934,2.9556735
"AAR2",0.5272735,0.2829125,0.5278225,0.5075365,0.47755,0.4395165,0.5256355,0.6727295,0.344044,0.6323895,0.3677815,1.5219555,0.4780675,0.5034945,0.6164885,0.7738485,0.876296,0.7744795,0.159985,0.3186655,0.324556,0.565454,0.5829455,0.462196,0.441741,0.308593,0.328576,0.1593515
"AASDH",0.003545,0,0.284407,0,0.059586,1.495506,0.126966,0.107121,0,0.060843,0.140467,0.063663,0.145682,0,0.27891,0.358028,1.109348,0.049582,0.616252,0,0.178379,0.014825,0,0.217763,0,0,0,0
"AASDHPPT",0.0686815,0,0,0,0.112204,0.046859,0,0.055881,0.1284,0,0,0,0,0,0,0,0,0,0,0,1.5471365,0,0,0,0,0,0,0.0162995
"AATF",3.395893,3.295886,5.231035,4.989459,4.639565,4.833816,6.092721,7.761661,4.13073,5.858283,6.631336,5.280825,5.877339,4.548962,7.997799,4.944183,6.061032,7.567119,9.328277,4.620127,4.401023,6.693103,5.280576,6.726168,5.649859,5.535924,4.197213,5.282996
"ABAT",0.1774405,0.37068,0.83889,0.6344185,0.533264,0.736761,0.594701,0.728942,0.283893,0.854466,0.708143,0.741344,0.823179,0.65384,0.760842,0.371516,0.249401,0.706436,0.932097,0.5902285,0.366679,1.124624,0.5534005,0.4631875,0.577629,0.8713375,0.6539645,0.4581495
"ABCB6",0.261224,0.623038,3.925065,1.979266,4.520955,1.790516,2.300222,2.016198,0.980718,2.124036,1.406823,5.389868,1.119734,3.552608,3.049257,3.390774,0.115794,1.385638,0.528474,1.416955,0.864331,1.333217,1.087081,0.878084,0.380654,1.453637,0.691026,0.668065
"ABCB7",0.886537,0.162198,0.556621,0.394211,0.427974,0.471778,0.196184,0.821193,0.687476,0.662641,0.498512,0.633301,0.491359,0.507432,0.465934,0.029475,0.640224,0.655732,0.308902,0.341092,0.718627,0.295001,0.620365,0.78933,0.450977,0.797988,2.069282,0.45615
"ABCB9",0,0,0,0,0.045792,0,0.340005,0.218272,1.090581,0,0,0.190707,0.130367,0.179583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABCD1",0.603707,1.901166,0.570892,1.223154,1.418391,1.717508,1.098993,0.725372,1.460948,1.242234,1.380949,1.896853,1.198474,1.537296,0.873149,1.215391,0.73602,2.595662,0.78942,1.637744,0.86812,1.204006,1.009948,1.269965,0.948777,1.242438,0.63512,1.422187
"ABCD3",1.630894,0.451199,0.072946,0.076912,0.892455,0.345664,0.26991,0.220046,0.512553,0.292741,0.315545,0.417168,0.066701,0.366515,0.429222,1.367802,1.365095,0.800648,0.040083,0.222484,0.7846,0.305815,0.127708,0.313974,0.212224,0,0.450498,0.993869
"ABCD4",0.969146,3.025442,1.292128,0.957404,0.904939,1.12387,1.15847,1.166397,1.088628,1.045543,1.251422,0.861596,0.997386,1.157449,1.813914,2.606764,2.589004,1.474407,2.156425,1.347302,1.765141,2.264294,1.990211,1.800707,1.691959,1.788789,2.072915,1.906684
"ABCE1",0.704833,0.323483,0.814496,0.760285,0.370571,0.528316,0.501075,0.367481,0.585081,0.7067,0.530978,0.583458,0.571934,0.726376,0.539367,0.216037,0,0.147655,0,0,0.522698,0.465973,0.435772,0.051321,0.067766,1.125859,18.151259,0.086373
"ABCF2",0.105307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272843,0,0,0,2.836252,0,0,0,0,0,0,0
"ABCF3",0.417555,0,0.445619,0.477646,0.469174,0.422345,0.249954,0.446104,0.244562,0.39342,0.314979,0.537125,0.304368,0.828662,0.08951,0.422607,0,0.502411,0,0.075147,0,0.01518,0.015817,0.122404,0,0,0,0.332779
"ABHD10",0.837415,0,0.267809,0.288194,0.247238,0.219499,0.479222,0.258195,0.477338,0.185123,0.367993,0.220374,0.1891,0.422814,0.652418,0,0,0,0,0,0,0,0,0,0.073566,0.315841,0.069197,0
"ABHD11",0.783618,0.29139,0.511467,0.637685,0.559369,0.637535,0.299117,0.818735,0.506351,0.519608,0.46093,0.519912,0.640969,0.830852,0.989094,0.726369,0,0.601952,0.108887,0.587706,0.454432,0.488945,0.489591,0.804624,0.347387,0.747515,0.324073,1.079244
"ABHD12",2.800373,0,0.472983,1.216483,1.63212,0.25893,1.333906,0.571613,2.629819,0.474496,2.278586,1.080966,0.916199,1.18455,0.334205,0,2.799822,0,1.050569,0.679044,1.14582,1.475597,0.311135,1.475452,1.606153,0,0.25487,1.173037
"ABHD14A",3.162007,2.755656,2.589155,2.857611,2.796484,3.346441,2.845304,2.046812,2.381861,3.986487,2.371194,2.92688,3.220104,3.563384,1.380232,1.552021,0.890085,1.819765,0.980955,1.416876,1.289488,1.150759,1.763637,1.219195,1.203735,1.320684,0.6893,2.224841
"ABHD14B",0.829618,0.972196,0.587329,0.5377,0.59949,0.677254,0.325095,0.709484,0.474759,0.713905,0.555116,0.787453,0.482385,0.76016,0.690711,0.476796,1.862936,0.632207,1.202406,0.906151,0.610183,0.712603,0.273164,0.857761,0.806352,0.746626,0.835859,0.521992
"ABHD17A",0.993327333333333,0.454019333333333,1.04378666666667,1.217789,1.391751,1.22686,1.22497533333333,1.11966833333333,1.277663,0.890399666666667,1.24993366666667,2.27749133333333,1.194906,0.924616,0.779927,0.734916,1.66982633333333,1.31553266666667,0.590813333333333,1.75074866666667,1.12716633333333,0.620510333333333,1.38118533333333,1.26210133333333,1.59796133333333,0.749515,1.21547766666667,0.846581666666667
"ABHD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABHD5",1.472907,0,0.217461,0.634204,0.259922,0.600201,0.510613,0.249061,1.587432,4.188383,0.627241,0,0.233869,1.113979,0.198505,0.280347,0.025566,0.479819,0,0.107886,0.611167,0.80528,0.443794,0.508887,0.452257,0.947468,1.184647,0.493556
"ABHD6",0.926707,0,1.765733,1.525915,1.240519,1.54047,1.018934,1.157778,0.95853,1.961142,1.585587,1.898213,1.711415,1.748513,0.577063,0.338329,0.327135,0.657934,0,0.424531,0.115959,0.413401,0.263437,0.46727,0.299688,0.584275,0,0.465735
"ABHD8",0.0873645,0.287217,0.1368945,0.10763,0.1975315,0.2898875,0.104501,0.1724025,0.214036,0.096876,0.243748,0.108348,0.114128,0.1114175,0.085753,0.0234005,0.202374,0.005987,0.3666105,0.168859,0.052915,0.287931,0.113779,0.213125,0.3685035,0,0.36961,0.335866
"ABI2",0,0,0.588956,0.293245,0.215211,0.426014,0.73891,0.990295,0.558048,0.297553,0.438161,0.947035,0.740511,0.555207,0.215352,0.156183,0,1.30795,0.307569,0,0,0,0,0.254434,0,0,0,0
"ABI3",0.725625,0.56689,0.751613,0.815029,0.981621,0.656342,0.306514,0.35954,1.6948,0.420438,0.67149,0.776768,0.328595,0.544858,0.835505,0.414452,2.274183,1.89183,1.220645,1.316294,1.165687,0.380357,0.716538,0.36271,0.390263,1.054005,1.099586,0.729748
"ABLIM1",1.545611,0.478886,0.551771,0.852947,0.444282,0.617361,0.696123,0.244442,0.274349,0.306456,0.28153,0.464912,0.574698,0.792482,1.426939,0.221756,0.179183,0.899275,1.001597,0.526392,0.93237,0.769907,0.560317,0.797644,0.333332,0.452654,0.522638,0.641637
"ABLIM3",4.588247,5.496757,2.790213,3.774731,3.523908,2.276728,3.712299,2.143331,3.589078,4.204917,3.494418,3.215273,3.370866,3.039657,3.772374,4.517006,6.835072,3.669071,6.309782,5.824229,4.902709,4.31311,3.344304,3.114126,3.152295,5.030291,3.052228,3.741771
"ABRACL",3.420276,0,0.611314,0.403837,0.55453,0.017111,0.117474,0.46895,0.080621,0.140053,0.472617,0.145542,0.376199,1.274161,0,0,1.589266,0.443446,0.252211,0,0.463768,0.020441,0,0.212147,0.162416,0,0.445814,1.253702
"ABTB1",0,0.161292,0.203637,0.153052,0,0.318115,0.240129,0.128543,0,0.583112,0,0,0.28174,0,0,0,0.360173,0.3257,0,0,0,0,0,0,0.041241,0,0.103885,0.044808
"ACAA1",0.22395,0.976779,0.265545,0.242020333333333,0.189354,0.244112333333333,0.254161,0.22494,0.155105666666667,0.290764333333333,0.176317333333333,0.246218333333333,0.230775333333333,0.130985,0.794977,1.273878,0.751354333333333,0.807937,0.590917333333333,0.414691666666667,0.598912666666667,0.518193,0.607819666666667,0.313481,0.427601333333333,0.929038333333333,0.263224666666667,0.355416
"ACAA2",0.349289,0,0,0.332389,0.184184,0.190487,0,0,0.297329,0.370916,0.313761,0.359948,0.050192,0.25266,0,0,0,0.124915,0,0,0,0,0,0.027248,0,0.201203,0,0
"ACAD10",0,0,0,0,0,0,0,0.0540985,0.0548835,0,0,0.0545315,0,0,0,0,0,0.070158,0,0,0,0,0,0,0,0,0,0
"ACAD11",0.411349,8.415034,0.395482,0.289815,0.947982,0.369249,0.046686,0.682025,0.910304,0.454873,0.723588,0.164361,0.9112,0.303858,2.371671,3.585763,2.555822,3.307248,3.806218,3.914376,5.607714,3.63223,3.929509,2.208257,2.240042,7.660775,4.641483,3.070242
"ACAD8",0,0,0.114325,0.28381,0.135916,0.136825,0.504385,0.049902,0.413936,0.201655,0.246107,0,0.059539,0.067556,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACAD9",0.551921,0.0723226666666667,0.359300333333333,0.280279666666667,0.257529,0.359477,0.262159333333333,0.275717,0.387099666666667,0.272626,0.387234,0.440558333333333,0.274577,0.238405666666667,0.311655333333333,0.252448,0.306831333333333,0.415410333333333,0.255680333333333,0.184676,0.126376666666667,0.243646,0.213805666666667,0.245341,0.234953,0.314214,0.0628553333333333,0.249199333333333
"ACADM",0.61978,5.083061,0.78037,0.405788,0.845562,0.795184,0.802232,0.577445,0.830706,0.255429,0.872705,0.451325,0.839106,0.443937,2.303593,3.375956,4.700648,2.718295,4.66275,1.635617,1.589624,2.584974,2.498485,3.044206,1.911633,1.402378,4.827076,2.250108
"ACADVL",0.6544775,1.1473965,1.051375,0.9709845,0.836328,0.910341,0.6362185,0.793783,0.9729145,0.786752,0.816791,1.112916,0.6867745,1.0680315,1.1808935,1.039633,0.8042725,2.0440515,1.311048,1.1482575,0.96238,0.8762595,1.2648245,0.7819265,1.254883,1.9894765,1.1057365,0.8678065
"ACAP1",0,0.164986,0,0,0,0,0,0,0,0,0,0,0.007308,0,0.274622,0,0,0,0,0,0.125502,0,0,0,0.012094,0,0,0
"ACAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACAT2",0.25605,0,0.642564,0.591285,0.176044,0.438804,0.273687,0.164015,0.62359,0.799598,0.376474,0.257072,0.445489,0.436115,0,0,0,0,0.149816,0,0,0,0,0,0,0.343008,0.391971,0
"ACBD6",0.191195,1.762592,1.237552,0.891312,1.151369,1.145518,1.16403,1.416055,1.211779,1.546675,0.992875,1.618113,1.850428,1.379874,1.641434,1.349584,0.832998,0.768386,0.551435,1.316694,1.026909,1.401587,1.950223,1.620002,1.32779,1.644599,0.860245,2.12555
"ACD",0,0,0,0,0,0,0,0.06958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015084,0,0,0.012579,0,0
"ACKR2",1.25462666666667,0.0197216666666667,1.03503333333333,1.364068,1.29500233333333,1.05743633333333,1.88935133333333,2.07645,1.90470633333333,1.10116466666667,1.11082866666667,1.90308833333333,1.48588633333333,1.410715,0.887126,0,0.361677,0.0787163333333333,0.360898333333333,0.724572333333333,1.290479,0.702188333333333,0.521389333333333,1.05005766666667,0.810545333333333,0.180104666666667,0.413054333333333,0.577507666666667
"ACLY",0.33904,0.254732,0.86558,0.611707,0.487188,0.636367,0.66122,0.984449,0.941161,0.545431,0.864338,0.033143,0.64308,0.45114,0.290044,2.046384,0.252935,0.537503,0.805881,0.114129,0.218575,0.359235,0.642519,0.303288,0.759084,0.562005,0.413104,0.176543
"ACMSD",0.029494,2.453242,0,0,0.037067,0.174552,0,0,0,0,0,0,0.001852,0,0,0.779587,0,0.19398,1.004096,0.230105,1.107733,0.442815,0.594347,0,0.323702,1.035497,0,0.127122
"ACO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298818,0,0,0,0,0,0,0.203902,0,0
"ACO2",0.361076,0.019688,0.586742,0.460812,0.548132,0.352044,0.3401,0.204783,0.405468,0.495002,0.514628,0.525017,0.35548,0.673793,0.561941,0.384884,1.597572,0.245114,1.140259,0.357239,0.07516,0.332986,0.594481,0.512955,0.24198,0.198865,0.849801,0.572481
"ACOT11",2.144091,5.688024,2.245766,2.220623,4.385092,3.69408,3.797638,5.351422,9.967607,3.383674,3.049638,3.989681,3.111366,3.860978,2.981127,4.291989,0.658299,1.923121,1.345456,3.986947,4.975963,3.204018,3.65179,3.248117,3.993747,2.356715,3.402427,5.173285
"ACOT13",0,0,0.205998,0.055226,0,0.043017,0.087864,0.108648,0,0.632621,0.033907,0,0.090282,0.019215,0,0,0.071401,0,0,0,0,0,0,0,0.018786,0,0.536048,0.563838
"ACOT2",0.691183,0.172822,0.651633333333333,0.558516333333333,0.559166,0.479125666666667,0.639011333333333,0.905085333333333,0.577267,0.457610666666667,0.992990333333333,0.605750333333333,0.743760666666667,1.04453766666667,0.431431666666667,0.227214333333333,0.568413333333333,0.425418666666667,0.981726,0.489821666666667,0.462394,0.377641333333333,0.401749,0.335694,0.465311333333333,0.349779,0.166311,0.310568
"ACOT7",0,0,0.200998,0.342131,0,0.087117,0.335032,0.545988,0.51199,0.082678,0.206618,0.453725,0.204427,0.245061,0.041078,0,0,0,0,0,0,0,0.09057,0,0,0.00392,0,0
"ACOT9",0.093429,1.586732,0.329732,0.359608,0.386277,1.004482,0.00166,0.466061,0.469665,0.222568,0.181732,0.428266,0.38949,0.298882,0.425869,1.34335,0.12358,0.728764,0.257906,0.346434,0.667973,0.549189,0.35627,0.371292,0.193942,0.513716,0.123059,0.236725
"ACOX1",0.140654,1.834995,0.2132485,0.189065,0.0820205,0.0659725,0.246723,0.018185,0.163676,0.0652545,0.236898,0.183521,0.2721705,0.338153,0.7619795,1.278895,0.6143735,0.8084415,0.572111,1.3733105,1.6250975,0.4889175,0.87132,0.4420535,0.3401435,0.2722495,0.65259,0.6206145
"ACOX3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACP1",0,0.979697,0,0.070126,0.399043,0.179316,0,0.069299,0.654133,0.006866,0,0.126023,0.207592,0,0.304326,0.905666,0,0.269328,0,0.239422,0.417879,0.735568,0.64815,0.412578,0.142134,0.231381,0,0.63627
"ACP2",5.463045,5.521009,7.293046,5.771755,4.496785,4.838285,7.027209,11.123429,5.347304,6.758698,7.073615,4.738388,7.552939,5.125621,7.886151,6.987496,9.144488,7.222638,13.224459,7.368794,7.168113,6.992063,8.694964,7.798572,6.070568,7.303577,6.689012,6.516754
"ACP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009341,0,0.411015,0,0.02617,0,0,0,0,0,0,0,0,0
"ACPP",4.95659866666667,6.04782033333333,2.70938633333333,3.19084666666667,2.31602733333333,3.69492,2.471178,3.36484866666667,3.53000733333333,5.81254266666667,2.71950233333333,2.80287933333333,3.08138233333333,4.27952866666667,5.95236366666667,6.49144333333333,11.9721226666667,5.91644466666667,12.520351,5.41443,5.01934433333333,5.18514833333333,6.62718466666667,5.22645733333333,6.966642,5.240854,5.81048533333333,6.13984666666667
"ACSBG1",0.413785,0,0.04476,0.370504,0.566438,0.168932,0.364842,0.209686,0.242422,0.090834,0.383303,0.059127,0.045061,0.368497,0.245591,0,0.122144,0.307617,0,0,0.017822,0,0.044049,0,0,0.18352,0,0.222684
"ACSF2",0.421647,0.130644,0.2710135,0.3447635,0.099852,0.37666,0.2465485,0.3522205,0.3002625,0.4627775,0.090231,0.29631,0.229436,0.243783,0.300066,0.418375,0.6890675,0.021946,0.52497,0.1395175,0.3468315,0.211555,0.347395,0.3226385,0.312596,0.945421,0.0973695,0.2059685
"ACSL5",3.726187,1.868324,3.756021,2.423871,2.928689,2.308152,4.215145,4.12128,2.915458,3.320901,4.377022,2.974542,5.075575,3.325079,2.891329,2.607123,3.926988,3.413424,4.926764,1.897529,2.019701,3.191997,2.602878,3.287842,2.569021,2.531487,2.026795,2.071311
"ACSM3",0.282762,0.141991,0.555862,0.184106,0.108629,0.239127,0.061996,0.64313,0.095278,0.156156,0.043178,0.282043,0.223984,0.379482,0.844772,0.471037,0.24098,0.304571,0.178722,0.266297,0.013017,0.51275,0.333933,0.758892,0.489384,0,0.589878,0.325037
"ACSM5",0,0,0,0.04581,0,0,0.0560295,0,0,0.108335,0,0,0,0.0017805,0,0,0,0,0,0,0,0,0.0287625,0,0,0,0,0
"ACSS2",0.16437,0.2417695,0.2625195,0.039878,0.094165,0.071741,0.000321,0.010112,0.107866,0,0.1504355,0,0.0801995,0.023382,0.023726,0.1175635,0.033984,0,0.395084,0,0,0.021709,0,0.066295,0,0.060167,0,0.005626
"ACSS3",0.120964,0,0.0768295,0.077095,0.1488115,0.004766,0.1068065,0.030824,0.058,0.0292775,0.312286,0.0063625,0.128274,0.0416055,0,0.1162575,0.159554,0.074166,0.2659385,0.3300165,0,0.1966745,0,0.0150565,0.0544045,0,0.222362,0.1229015
"ACTA1",4.856628,5.499365,4.332753,5.605839,4.437269,4.70256,3.80536,1.186117,6.898799,7.69579,3.780532,2.789191,3.92113,6.209328,2.468158,2.779762,4.099414,4.304005,2.113178,4.760464,6.578454,3.601266,2.375883,3.750604,4.346766,4.810394,4.664832,3.663882
"ACTA2",2.907529,2.064569,3.933985,4.971297,4.26091,3.773133,2.520924,1.001182,4.81305,4.135205,2.812088,3.902818,3.14001,4.062936,1.165116,1.043274,0.624868,1.208938,0.221512,2.315008,1.677604,1.326905,0.970757,1.326681,0.93091,2.480919,1.185717,1.089869
"ACTB",66.126444,15.9449808571429,37.9829847142857,46.7241921428571,44.3758595714286,33.669163,46.571408,33.7226761428571,46.721949,31.3696204285714,44.1374335714286,33.4558801428571,35.218892,35.1959274285714,26.6189208571429,22.4874377142857,48.805768,22.0605702857143,34.52134,46.7415352857143,41.0311911428571,26.5505865714286,22.5082291428571,32.846126,31.3090851428571,17.7266137142857,31.8070415714286,28.8512402857143
"ACTC1",2.769911,6.206892,2.124875,2.843905,2.942872,1.393245,2.334355,1.353641,3.641441,0.8431,3.457949,2.294234,2.358635,2.428628,5.146359,5.392409,8.444612,3.962621,6.572113,9.573343,6.885183,6.154741,5.148345,8.235023,9.805872,2.093141,7.564412,7.772999
"ACTG1",7.17758977777778,7.34862522222222,5.84304511111111,8.30192388888889,6.41592266666667,7.09097244444444,6.75118666666667,3.19550033333333,5.57677255555556,5.35785322222222,5.90759922222222,4.68988244444444,5.69729411111111,4.84102855555556,5.20253977777778,5.81476711111111,8.31789322222222,8.28751233333333,4.83541488888889,6.91422577777778,4.839094,5.74786833333333,5.97672166666667,5.37895611111111,6.01503088888889,7.30269577777778,7.87413833333333,5.84877888888889
"ACTG2",0.281892,0.349146,1.082567,1.358482,1.216602,1.239879,0.30087,0,1.324174,0.301646,0.845591,1.081512,0.706934,1.204682,0.676644,0,0,0.67728,0,0.909011,0.512453,0.383,0.138428,0.956015,0.448838,0.495218,0.325998,0.851964
"ACTL6A",0.1161975,4.145091,0.6191375,0.4114055,0.587404,0.467012,0.3860955,0.348969,0.3757565,0.3928075,0.355928,0.2734515,0.42338,0.3679455,0.9245495,2.072099,0.8056035,0.930853,0.993665,1.0497835,1.857581,0.889358,2.15222,1.099833,1.2615435,1.8060505,6.2512485,0.866287
"ACTN1",1.328387,2.12471,1.078853,1.243954,1.248504,0.8679175,1.1628465,1.3538595,1.298038,1.233398,1.591198,1.016902,1.459365,1.220725,2.064066,1.74909,2.4714215,1.714617,2.426944,1.775124,1.7191845,1.7279225,1.5292545,1.626468,1.5182755,0.8595035,2.6219665,1.5052625
"ACTN4",3.790846,0,2.307899,2.274714,2.135232,1.105611,1.60259,1.258383,2.511955,1.462948,2.222904,1.545065,1.953068,1.986946,0.577861,0.230541,1.349522,0,0.329843,0.920095,0.626269,0.248752,0.785043,0.568188,0.421833,0,1.121708,0.303447
"ACTR10",0.324493,0.607611,0.334135,0.350736,0.554588,0.199476,0.286056,0.054289,0.723467,0.254001,0.645406,0.033157,0.247638,0.034343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACTR1A",0,0,0.17525,0.132505,0,0.286997,0,0.015764,0.00208,0.039987,0,0.10614,0.114838,0,0.087291,0.002828,0,0.036981,0,0,0,0,0,0.103458,0.007074,0.229541,0.190297,0
"ACTR1B",0.908382666666667,1.01621566666667,1.55476566666667,0.790733333333333,0.73413,1.38090566666667,1.08212866666667,0.870614333333333,0.512995333333333,1.205083,0.707491666666667,0.951124333333333,1.18279766666667,0.856167333333333,0.836637666666667,0.658386,1.22775566666667,1.691716,1.24256133333333,0.886970333333333,0.550144333333333,1.00012133333333,1.166065,0.878919666666667,0.972300666666667,0.765365,0.81656,0.893649666666667
"ACTR2",1.48759,2.579003,0.720851,0.843741,1.240638,1.082658,0.851524,0.44489,0.446864,0.380649,0.953394,1.17816,0.898395,0.752158,3.90362,3.822867,5.761088,4.909221,3.913272,4.049634,3.735501,3.026078,3.779238,4.327231,3.737926,5.249261,2.28594,4.010775
"ACTR3B",0.9294475,0.097136,0.012301,0.158823,0.0455875,0.1426175,0.213465,0.0591285,0.298273,0.090941,0.002798,0.0672565,0.3281735,0.3904165,0.393757,0.204433,0.1532525,0.1560795,0.052185,0.0493035,0.292098,0.57329,0.206987,0.4238365,0.2525965,0.2925005,0.9987055,0.2804505
"ACTR6",0.74193,0.373581,0.231097,0.279755,0.390573,0.270858,0.266243,0.327206,0.41623,0.432404,0.337981,0.473545,0.454825,0.307229,0,0.213665,0.346492,0.016698,0.126482,0.099367,0,0.211801,0.318114,0.453046,0.188693,0.273131,0.92792,0.481407
"ACTRT3",0.213791,1.293853,0.312019,0.258542,0.161762,0.292278,0.061381,0.129132,0.267601,0.125186,0.045467,0.073324,0.291239,0.295515,0.669733,0.504121,1.335419,0.880307,0.997754,1.109764,1.590985,1.168833,0.655543,1.398709,0.870297,1.577994,1.143374,0.889072
"ACVR1B",9.990204,0.622333,6.356531,7.21042,7.300785,4.885915,9.048278,6.800744,4.894202,4.398086,5.621853,6.235544,6.665506,6.291807,4.054481,0.193406,3.276252,1.033934,2.554733,3.181709,3.04242,3.110205,2.059659,5.012796,4.413247,1.20829,3.475968,3.409689
"ACY1",0.0642486666666667,0.0186193333333333,0.232211666666667,0.184045666666667,0.105316666666667,0.160037,0.175221333333333,0.220999666666667,0.145207666666667,0.151212,0.107221666666667,0.114437333333333,0.164531333333333,0.174478333333333,0.178305666666667,0.189779333333333,0.157191,0.212940666666667,0.0721696666666667,0.168507,0.156410666666667,0.227253,0.116672,0.142850666666667,0.057608,0.182443333333333,0.452464,0.186494
"ACY3",0.376662,0.36429,0.356072,0.329945,0.364144,0.220304,0.260972,0.454027,0.257946,0.23467,0.425632,0.238811,0.218476,0.299155,0.118355,0.665836,0,0,0.071151,0.058646,0.194455,0.497599,0.33855,0.114315,0.150943,0,0,0.221308
"ACYP2",0,0,0,0,0,0,0,0,0.175702,0,0.177379,0,0.076097,0,0,0,0,0.421223,0,0,0,0,0,0,0,0.125409,0,0
"ADA",0.697579,1.039156,0.665652,0.552745,0.319477,0.763702,0.552824,0.33518,0.875311,0.669116,0.653299,0.191751,0.534438,0.050574,0,0.328776,0.632444,0.520914,0.433897,0.150525,0.019324,0.744424,0.396548,0.179776,0.534019,0.170531,1.521344,0.528163
"ADAM15",0.567946,0.470364,1.148258,0.716746,0.920466,0.515785,0.651515,0.006484,0.635648,0.769328,0.768238,0.428825,0.633743,0.452853,0.115005,0.367735,0.87854,0.093969,0.847941,0.35628,0,0.368848,0.238216,0.509619,0.484865,0,0.724815,0.165372
"ADAMTS6",0.558845,9.426243,0.894853,0.211776,0.8662,0.5301,0.330948,0.132254,0.429838,0.421895,0.390158,0.758769,0.424701,0.708312,4.194428,7.167397,4.732284,5.04362,4.866236,3.750351,6.194404,2.878723,3.39741,2.610389,1.744404,2.75668,2.820786,2.871271
"ADAT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK2",0,0,0,0,0,0,0,0,0.019814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADD1",1.510421,0.548859,0.70404,0.937498,0.684113,0.634701,0.987558,0.725133,0.900825,0.495458,1.13767,0.874297,0.674437,0.656525,0.653281,1.115183,1.243803,0.749008,0.377754,1.124439,0.814018,0.639109,0.605821,0.621597,0.30732,0.725207,0.347801,0.25961
"ADGRG1",4.10172,0.674881,3.667469,3.407423,3.608472,2.378671,3.916551,3.256142,4.427383,2.579432,4.226967,3.628048,2.370758,3.560209,2.632636,1.078099,2.663577,1.590551,1.650696,2.515832,2.593754,2.115912,2.238654,3.056496,2.340368,0,2.954407,1.785834
"ADH5",0.085504,1.640099,0.18327,0.078081,0.065303,0,0,0,0,0,0,0.329356,0,0.330502,0.565292,1.184583,0.416609,0.761479,0.575743,0.362842,0.931666,0.586408,0.185174,0.284365,0.351147,0.126394,0,0.537232
"ADI1",8.665269,2.081109,9.486594,12.345265,9.586831,6.455136,13.141855,21.655587,11.471842,11.163614,13.19209,11.680562,12.225079,12.026261,13.335069,5.149426,4.932778,3.482789,7.99242,7.677629,8.182789,13.015129,7.143781,16.196951,11.017282,4.116291,8.939683,8.346323
"ADIPOR1",2.8768175,1.069922,1.3462005,1.06656,0.9330385,1.395699,2.162938,0.802128,0.898527,1.3676555,1.13474,1.157696,1.3399195,1.391169,1.4969885,0.943043,1.4464955,1.7276145,1.4452715,0.8040815,0.5739665,1.0236065,1.0505945,0.907433,1.268154,1.039014,0.4923955,1.000995
"ADIPOR2",0,0,0.921014,0.652861,0.487121,0.007972,0.596236,0.706838,1.452633,0.164259,0.757585,0.431598,0.590315,0.875591,0.356133,0,0,0,0,0,0.366361,0.099014,0,0,0,0,0,0
"ADIRF",0.038155,0.10919,0.284893,0.193818,0.095086,0.13992,0.847219,0.456534,0.141887,0.319051,0.01324,0.485313,0.084983,0.134506,0.080255,0,0,0.595711,0,0,0,0.125028,0.058957,0.155129,0.185433,0,0.045373,0.321355
