node,lap_barcode_0.15,lap_lamda_0.15,lap_sum_0.15,lap_sum_norm_0.15,lap_barcode_0.4,lap_lamda_0.4,lap_sum_0.4,lap_sum_norm_0.4,lap_barcode_0.7,lap_lamda_0.7,lap_sum_0.7,lap_sum_norm_0.7,lap_barcode_0.9,lap_lamda_0.9,lap_sum_0.9,lap_sum_norm_0.9
VCAM1,4.358898943540674,17.443599322698876,17.97996544298294,0.9662716224235252,1.4142135623730951,6.5866791155107975,6.736790168225971,0.5343169258646164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V0C,3.3166247903554,35.467689518300205,35.62242271051399,0.9992244020000394,2.0,15.908886524551187,16.034109593334033,0.8428372698381875,1.4142135623730951,7.90329374081774,8.028826312335376,0.8141797991608349,1.0,5.102205179938192,5.1992785747820935,0.5240377154070606
PLEKHA1,1.0,3.941754081382564,4.066623321392836,0.2209632610633314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOL6,3.605551275463989,39.199779005721965,39.36524703462993,1.0939117749947305,1.4142135623730951,22.112455498429156,22.15763272937815,0.7396323520047093,1.4142135623730951,17.736509396745166,17.79280094815961,0.9473992025134454,1.0,12.225358124943504,12.266188539359815,0.631291331571973
PFKM,2.6457513110645907,24.917559061050547,25.05762857017683,0.7569506920148077,1.0,4.486766330439405,4.5968545880813645,0.3755615035643338,1.0,4.510449093536321,4.619973054616512,0.5611071045442825,1.0,3.14026491979303,3.295643149141412,0.4944966976548521
RMND5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCOCO1,1.0,4.926583415094594,5.027049248404586,0.2326774163062786,1.0,3.756180571960674,3.887015884862682,0.3659001170652357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGLL5,1.7320508075688772,9.912187703612004,10.062378698480645,0.4194128952146534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS37B,1.0,11.959787560386635,12.001521507274772,0.3163345966856981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL36A,1.7320508075688772,68.05409736032982,68.07613508072598,1.110987904737427,1.0,63.3705574152454,63.37844702356563,1.154250463210979,1.0,63.16140198221782,63.16931771326416,1.355704235665098,1.0,53.97565535607728,53.98491799677049,1.259927328660716
SPINT1,1.0,6.552524885638925,6.6283921411544,0.2520173467388052,1.0,1.8411984476697945,2.0952354816825864,0.340576077790007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CITED1,1.7320508075688772,4.08114514246558,4.433480086102835,0.3500549512021179,1.0,2.022673532748362,2.2563705857151968,0.342975934229245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS6KB2,2.23606797749979,28.751275443756477,28.838097018401783,0.7312345170544328,1.0,1.926657503599184,2.1707162726102736,0.3417062024325967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDC3,3.872983346207417,15.99527693865691,16.457487181958538,0.864457352567765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS25,1.0,67.26882101501506,67.27625346844256,0.9742136647094046,1.0,61.8017534186159,61.80984327447694,1.1335043405595766,1.0,61.421164456702186,61.42930443377375,1.332127675061419,1.0,54.35081757514536,54.36001629034643,1.265576162113284
RPL37A,1.0,73.53325417352846,73.54005350384742,1.0487266183917423,1.0,63.18172928432175,63.18964246897841,1.1517533688814172,1.0,62.03002632525436,62.03808641400659,1.3403764735919164,1.0,57.25575786880484,57.26448994910552,1.3093159713864526
RPL39L,2.23606797749979,64.91369101997466,64.95219227891188,1.16137214143155,1.0,61.72401647048746,61.732116513602605,1.1324763343434507,1.0,60.8343889256486,60.84260740597067,1.3241780999799706,1.0,38.03864399314376,38.05178625028176,1.0199630722797737
RPS12,1.0,78.91505461791755,78.92139029026865,1.1127410051835256,1.0,65.94704562198253,65.95462702697851,1.188322367962432,1.0,63.70700894163951,63.71485688824967,1.363096063134617,1.0,57.9033910866167,57.912025515687866,1.31906741222945
CASP2,1.7320508075688772,11.069372648420782,11.204062246774876,0.4331771522531781,1.0,2.871000716724379,3.040171889125991,0.3541943527474899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD3B7,1.0,39.4585764896926,39.47124597213674,0.6434218101592961,1.0,16.033398249345698,16.064552885845337,0.5282560673944118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAL3ST1,1.0,1.9931054749966424,2.22990345855187,0.1977848569401332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECR,4.358898943540674,26.28344115573926,26.642433803750144,1.0714180432404474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSD,2.6457513110645907,23.534193692934466,23.68244651163719,0.7404961083370971,1.7320508075688772,8.045920410308337,8.230239076054612,0.6541231352920022,1.0,4.940124461677817,5.040320396251367,0.5669283026326838,1.0,2.0003505377903847,2.2363815135254272,0.4773329584326158
RPL19,2.23606797749979,76.08064972022453,76.11350249365417,1.294198696580198,1.7320508075688772,75.3115019126829,75.33141655606936,1.5436542730659455,1.7320508075688772,72.35945726616576,72.38018413802267,1.8463439548279683,1.0,57.95623606108352,57.9648626183832,1.3198631012524804
CCNF,2.6457513110645907,19.43451939982035,19.61378454816901,0.6917321047974734,1.0,1.9172625321710048,2.162381931404989,0.3415819617817734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS3A,1.0,78.92683702449459,78.9331717511157,1.1128811522476456,1.0,75.61914209176203,75.62575388512896,1.316227766016838,1.0,73.8121880781921,73.81896171642083,1.5,2.23606797749979,66.41410518087146,66.45173712534425,2.0
PFN1,3.0,24.41929446363461,24.602884832915343,0.8126908131793051,3.1622776601683795,10.741117658214716,11.196946393888467,1.142042310466583,1.4142135623730951,7.30002279770688,7.43574695958921,0.8060067459183028,1.0,5.102205179938166,5.199278574782068,0.5240377154070601
RPL26L1,1.7320508075688772,72.01725865786815,72.03808398752903,1.158128140210733,1.0,61.96999836171397,61.97806625694958,1.135729239420422,1.0,59.3463110913157,59.35473561685892,1.3040177731684075,1.0,50.37701257499188,50.38693675925229,1.2057424115970157
RPS16,1.7320508075688772,84.07173315420849,84.08957316785738,1.3015113445777635,1.7320508075688772,72.67875736081399,72.69939319906373,1.508838425133234,1.0,67.6545145856196,67.66190467180046,1.4165764672082417,1.0,58.44405962460641,58.45261418794329,1.327208281349304
PRRT1,1.0,5.98326482265956,6.066255676945651,0.2452462235369651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADI1,1.7320508075688772,4.421203987839519,4.748372847838306,0.3540998166118768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL6,1.0,74.97882192389092,74.9854901770639,1.0659210747937642,1.0,64.52582612227145,64.53357449236489,1.16952792702595,1.0,63.92006376087269,63.92788555234742,1.3659825081077357,1.0,60.92902567968469,60.937231396541776,1.3646245206904914
ANKRD10,2.6457513110645907,8.434934928405433,8.840142942647136,0.5608963998734541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF12,1.0,2.7962387887403173,2.9696719286237525,0.2073378099198289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX5,3.872983346207417,49.12617304836779,49.27860467158316,1.258536252415596,1.7320508075688772,11.753716898304724,11.880650694532434,0.7031556472384755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL24,1.0,73.6356595595313,73.64244943486871,1.0499446899380374,1.0,64.59761261295844,64.60535237342064,1.170477243412003,1.0,63.753637581354575,63.7614797887777,1.3637277831923624,1.0,57.55104841023098,57.55973569359705,1.3137621735994005
NIP7,1.7320508075688772,35.700968217741035,35.74295919036581,0.7261602352132948,1.7320508075688772,30.96384825691535,31.012254011556134,0.9571935909022584,1.0,16.505329982326586,16.53559547840624,0.7236125281212616,1.0,3.7863501934383113,3.916177701196709,0.5042248310368459
CDH1,5.744562646538029,71.02384325558626,71.25578089386212,1.8448005125017568,3.0,55.286674783729175,55.36800889179451,1.6798033987869134,1.0,49.18021647590174,49.19038211496793,1.166288559604861,0.0,0.0,0.0,0.0
ENC1,1.0,3.9981712876818745,4.121331537943014,0.2216343214088559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VPS72,1.7320508075688772,4.501978227278779,4.823671626353952,0.3550605942289042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM3,1.0,2.000290563250636,2.236327868947116,0.1978703207218875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2B,3.0,16.609457258026556,16.878212891364154,0.7197958898489764,1.0,2.2306158197730444,2.444513639851856,0.3457257973098437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB33A,1.0,8.956536024527821,9.012188278030182,0.2806121080062973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHODL,1.0,2.8320865543357456,3.003450391008534,0.2077642049071866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGT,2.6457513110645907,18.165097619555368,18.356763645261005,0.6766328350115569,2.0,10.103000160885315,10.299058804126169,0.7660592715289688,1.0,4.940124461677817,5.040320396251367,0.5669283026326838,1.0,2.0003505377903847,2.2363815135254272,0.4773329584326158
SMARCD3,1.7320508075688772,11.3890483318035,11.52000095070118,0.4369795680163497,1.4142135623730951,6.028489005247363,6.19214661376718,0.5269353278350317,1.0,4.077968300506722,4.198788570520988,0.5552478988454694,0.0,0.0,0.0,0.0
GTPBP1,1.0,4.379266110680486,4.491989722623439,0.2261672935351661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL5,1.0,75.92131617850778,75.92790165859284,1.0771316710222028,1.7320508075688772,65.13823257644562,65.16125645798368,1.4091212824127024,1.7320508075688772,62.12572123573303,62.149861134680016,1.70769834226881,1.4142135623730951,54.46410728826972,54.48246491035583,1.4525239066649798
GPN3,1.0,12.464051798597866,12.504102816201195,0.322332620269752,1.0,3.514260834870586,3.653769179286687,0.3627009305841655,1.0,3.581502539799579,3.718488999928713,0.5485218313269017,0.0,0.0,0.0,0.0
MGC16025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A2,1.0,2.8590032025197827,3.0288445506526696,0.2080843677868392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS2,4.358898943540674,26.072991494755524,26.434842263300794,1.0689148277946838,1.4142135623730951,7.121720588216134,7.260778480068206,0.5413924024953362,1.0,5.063222353662492,5.161029025555616,0.5685960203252453,1.0,5.102205179938192,5.1992785747820935,0.5240377154070606
MSH5,1.0,4.473243563362865,4.583656616410887,0.2272851181494155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRB3,1.0,4.806944266232298,4.909858773800278,0.2312543559699008,1.0,3.1617036788812247,3.31607752518711,0.3580386566382175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIOBP,1.4142135623730951,7.774339746222294,7.901921189792501,0.3386556770553898,1.0,2.230615819773048,2.444513639851859,0.3457257973098437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD8,2.23606797749979,23.55853912981742,23.664419830858694,0.6694689732846346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTG1,4.358898943540674,41.82730974320593,42.053820758096286,1.2563062096227835,3.0,13.105265719380668,13.444254891051942,1.1219894921815945,1.7320508075688772,11.512703775641974,11.64226559676771,1.0219983409834568,1.0,5.102205179938166,5.199278574782068,0.5240377154070601
RPL41,1.0,42.29866450658205,42.31048355951967,0.6772035333418076,1.0,42.78736425611179,42.799048353733205,0.8820549239630409,1.0,37.51996873985504,37.53329261122316,1.0083167118702496,1.0,12.881841198973929,12.920597225963746,0.641176025075598
COPRS,1.0,4.932054511279072,5.032411122138995,0.2327424928305658,1.0,2.121735145461117,2.3455830890175067,0.3442859413249688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS6,1.0,1.981986106032512,2.219970478296033,0.1976525964460652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMP28,1.4142135623730951,4.5032658757157495,4.720106306788645,0.2997475476784614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDAH2,1.7320508075688772,8.485280848410609,8.660253522640309,0.4024404027767482,1.0,1.9827978825102537,2.2206952611484416,0.3424486120574367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFXN3,1.0,1.998242159619511,2.234495855552399,0.1978459557712165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STMN4,1.0,9.95629675372048,10.00639021066763,0.292503866290367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB7A,2.23606797749979,18.734230650034444,18.867204298694865,0.6120857328209939,2.23606797749979,5.525133577363395,5.9604614794249295,0.7801720583707131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANBA,2.6457513110645907,9.30219202896485,9.671131089161038,0.5712120799245439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPM3,1.7320508075688772,18.67469216686206,18.754842775322302,0.5236394186191067,1.0,4.082541837013303,4.203230644511904,0.3702159722313337,1.0,3.5033456357178183,3.643271969439433,0.5474629695573662,0.0,0.0,0.0,0.0
SCAP,2.23606797749979,14.336493763020728,14.509826098790164,0.559776392665639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRELD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX264,1.4142135623730951,10.783880210338578,10.876215904023422,0.3744529700479827,1.0,3.756180571960674,3.887015884862682,0.3659001170652357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDH14,2.6457513110645907,24.105438664387204,24.250199446654733,0.7472908412398307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL29,2.0,5.964661886082449,6.291040566971781,0.4191026049229692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL23,1.7320508075688772,75.79544533323427,75.81523285767382,1.203068175744864,1.7320508075688772,69.38707987832274,69.40869436922684,1.4653087395081723,1.4142135623730951,65.53736335006766,65.55262004587453,1.5950002992684316,1.0,57.30942446525549,57.31814836976875,1.3101240316065594
KRR1,2.6457513110645907,32.42285066815284,32.53062012088517,0.8462231659548384,1.7320508075688772,20.086098886382324,20.16063908891604,0.8133444401497525,1.0,19.19124285897542,19.2172787478398,0.7600010019841899,1.7320508075688772,15.105264744117664,15.204243584929966,1.0020372814876342
